gene	start	stop	frame	contig	score	phrog	alnScore	seqIdentity	eVal	top_hit	Method	Region	color	annot	category	vfdb_hit	vfdb_alnScore	vfdb_seqIdentity	vfdb_eVal	vfdb_species	vfdb_short_name	vfdb_description	CARD_hit	CARD_alnScore	CARD_seqIdentity	CARD_eVal	CARD_species	ARO_Accession	CARD_short_name	Protein_Accession	DNA_Accession	AMR_Gene_Family	Drug_Class	Resistance_Mechanism	count	locus_tag
TEXVGCIE_CDS_0037	23935	24315	+	GCA_002216685.1_2_711848-810357	-146.734388344246	486	151.0	0.603	1.684e-45	p44040 VI_02700	PHANOTATE	CDS	#3e83f6	virion structural protein	head and packaging	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	0037	TEXVGCIE_CDS_0037
TEXVGCIE_CDS_0038	24373	24837	+	GCA_002216685.1_2_711848-810357	-4738.245543803552	482	263.0	0.824	8.864000000000001e-84	p422493 VI_01998	PHANOTATE	CDS	#c9c9c9	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	0038	TEXVGCIE_CDS_0038
TEXVGCIE_CDS_0039	24840	25439	+	GCA_002216685.1_2_711848-810357	-11820.062131742949	437	149.0	0.437	2.949e-43	MF042361_p17	PHANOTATE	CDS	#3e83f6	virion structural protein	head and packaging	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	0039	TEXVGCIE_CDS_0039
TEXVGCIE_CDS_0040	25439	26068	+	GCA_002216685.1_2_711848-810357	-18203.88261095204	399	176.0	0.451	3.206e-52	p26986 VI_03058	PHANOTATE	CDS	#3e83f6	structural protein	head and packaging	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	0040	TEXVGCIE_CDS_0040
TEXVGCIE_CDS_0041	26068	28587	+	GCA_002216685.1_2_711848-810357	-24360350385214.902	36330	2054.0	1.0	0.0	p185244 VI_11784	PHANOTATE	CDS	#c9c9c9	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	0041	TEXVGCIE_CDS_0041
TEXVGCIE_CDS_0042	28660	30267	+	GCA_002216685.1_2_711848-810357	-195103578.7968796	511	218.0	0.316	4.105e-62	p395194 VI_01310	PHANOTATE	CDS	#3e83f6	internal virion protein	head and packaging	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	0042	TEXVGCIE_CDS_0042
TEXVGCIE_CDS_0043	30267	32243	+	GCA_002216685.1_2_711848-810357	-2632957048.0453167	496	445.0	0.508	1.592e-140	p281357 VI_09996	PHANOTATE	CDS	#07e9a2	tail fiber protein	tail	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	0043	TEXVGCIE_CDS_0043
TEXVGCIE_CDS_0044	32248	32610	+	GCA_002216685.1_2_711848-810357	-138.65701415026555	35787	308.0	1.0	5.161e-100	p185329 VI_11786	PHANOTATE	CDS	#c9c9c9	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	0044	TEXVGCIE_CDS_0044
TEXVGCIE_CDS_0045	32597	32992	+	GCA_002216685.1_2_711848-810357	-469.5134938925046	610	184.0	0.786	3.244e-57	p185330 VI_11786	PHANOTATE	CDS	#c9c9c9	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	0045	TEXVGCIE_CDS_0045
TEXVGCIE_CDS_0046	32992	33642	+	GCA_002216685.1_2_711848-810357	-4032.775821209503	611	127.0	0.69	1.221e-36	p37027 VI_01908	PHANOTATE	CDS	#c9c9c9	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	0046	TEXVGCIE_CDS_0046
TEXVGCIE_CDS_0047	33646	34023	+	GCA_002216685.1_2_711848-810357	-441.340414229438	596	214.0	0.829	2.138e-67	p185332 VI_11786	PHANOTATE	CDS	#c9c9c9	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	0047	TEXVGCIE_CDS_0047
TEXVGCIE_CDS_0048	34026	34286	+	GCA_002216685.1_2_711848-810357	-11.32147926413362	594	135.0	0.758	9.553999999999999e-41	p185251 VI_11784	PHANOTATE	CDS	#c9c9c9	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	0048	TEXVGCIE_CDS_0048
TEXVGCIE_CDS_0049	34286	35761	+	GCA_002216685.1_2_711848-810357	-175296429945.39197	601	228.0	0.593	1.399e-68	p280433 VI_07926	PHANOTATE	CDS	#c9c9c9	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	0049	TEXVGCIE_CDS_0049
TEXVGCIE_CDS_0050	36018	35758	-	GCA_002216685.1_2_711848-810357	-0.1308577421156758	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROG	PHANOTATE	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	0050	TEXVGCIE_CDS_0050
TEXVGCIE_CDS_0051	36185	36093	-	GCA_002216685.1_2_711848-810357	-0.1549419617610708	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROG	PHANOTATE	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	0051	TEXVGCIE_CDS_0051
TEXVGCIE_CDS_0052	36161	36391	+	GCA_002216685.1_2_711848-810357	-24.98892183738948	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROG	PHANOTATE	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	0052	TEXVGCIE_CDS_0052
TEXVGCIE_CDS_0053	36564	36659	+	GCA_002216685.1_2_711848-810357	-1.6875680673275195	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROG	PHANOTATE	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	0053	TEXVGCIE_CDS_0053
TEXVGCIE_CDS_0054	37822	36725	-	GCA_002216685.1_2_711848-810357	-998647.4707979548	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROG	PHANOTATE	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	0054	TEXVGCIE_CDS_0054
TEXVGCIE_CDS_0055	38721	37819	-	GCA_002216685.1_2_711848-810357	-4015.580421768401	1577	43.0	0.234	6.198e-07	p16825 VI_01461	PHANOTATE	CDS	#c9c9c9	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	0055	TEXVGCIE_CDS_0055
TEXVGCIE_CDS_0056	39590	38721	-	GCA_002216685.1_2_711848-810357	-15419.821179452269	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROG	PHANOTATE	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	0056	TEXVGCIE_CDS_0056
TEXVGCIE_CDS_0057	40390	39590	-	GCA_002216685.1_2_711848-810357	-193376.33978867967	293	126.0	0.5	1.083e-34	p21813 VI_04201	PHANOTATE	CDS	#ff59f5	ABC transporter	moron, auxiliary metabolic gene and host takeover	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	0057	TEXVGCIE_CDS_0057
TEXVGCIE_CDS_0058	40440	40550	+	GCA_002216685.1_2_711848-810357	-1.895359444474828	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROG	PHANOTATE	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	0058	TEXVGCIE_CDS_0058
TEXVGCIE_CDS_0059	40666	40809	+	GCA_002216685.1_2_711848-810357	-10.520455454618483	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROG	PHANOTATE	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	0059	TEXVGCIE_CDS_0059
TEXVGCIE_CDS_0060	40881	41711	+	GCA_002216685.1_2_711848-810357	-4313016.683443127	19279	57.0	0.45	9.782e-11	p181002 VI_00569	PHANOTATE	CDS	#838383	phosphodiesterase	other	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	0060	TEXVGCIE_CDS_0060
TEXVGCIE_CDS_0061	41711	42769	+	GCA_002216685.1_2_711848-810357	-12641.205563420304	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROG	PHANOTATE	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	0061	TEXVGCIE_CDS_0061
TEXVGCIE_CDS_0062	42796	42918	+	GCA_002216685.1_2_711848-810357	-0.0606419822675145	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROG	PHANOTATE	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	0062	TEXVGCIE_CDS_0062
TEXVGCIE_CDS_0063	42939	43031	+	GCA_002216685.1_2_711848-810357	-7.477233534561361	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROG	PHANOTATE	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	0063	TEXVGCIE_CDS_0063
TEXVGCIE_CDS_0064	43164	43682	+	GCA_002216685.1_2_711848-810357	-71.54742176236762	2262	124.0	0.86	3.3130000000000003e-34	p341258 VI_09490	PHANOTATE	CDS	#fea328	transposase	integration and excision	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	0064	TEXVGCIE_CDS_0064
TEXVGCIE_CDS_0065	43693	43788	+	GCA_002216685.1_2_711848-810357	-4.677679286882308	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROG	PHANOTATE	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	0065	TEXVGCIE_CDS_0065
TEXVGCIE_CDS_0066	43766	43936	+	GCA_002216685.1_2_711848-810357	-0.1996428940819238	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROG	PHANOTATE	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	0066	TEXVGCIE_CDS_0066
TEXVGCIE_CDS_0067	44023	44169	+	GCA_002216685.1_2_711848-810357	-1.048184717456896	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROG	PHANOTATE	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	0067	TEXVGCIE_CDS_0067
TEXVGCIE_CDS_0068	44177	44275	+	GCA_002216685.1_2_711848-810357	-0.2612084221663484	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROG	PHANOTATE	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	0068	TEXVGCIE_CDS_0068
TEXVGCIE_CDS_0069	44272	44364	+	GCA_002216685.1_2_711848-810357	-0.061197179055005	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROG	PHANOTATE	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	0069	TEXVGCIE_CDS_0069
TEXVGCIE_CDS_0070	44361	44453	+	GCA_002216685.1_2_711848-810357	-0.0875248462860613	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROG	PHANOTATE	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	0070	TEXVGCIE_CDS_0070
TEXVGCIE_CDS_0071	46063	44507	-	GCA_002216685.1_2_711848-810357	-1450821.7687185097	5849	193.0	0.404	2.872e-56	p190288 VI_06533	PHANOTATE	CDS	#c9c9c9	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	0071	TEXVGCIE_CDS_0071
TEXVGCIE_CDS_0072	46179	46063	-	GCA_002216685.1_2_711848-810357	-2.230057808296805	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROG	PHANOTATE	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	0072	TEXVGCIE_CDS_0072
TEXVGCIE_CDS_0073	46205	46351	+	GCA_002216685.1_2_711848-810357	-4.416239074094362	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROG	PHANOTATE	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	0073	TEXVGCIE_CDS_0073
TEXVGCIE_CDS_0074	46727	46566	-	GCA_002216685.1_2_711848-810357	-3.9167300160139806	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROG	PHANOTATE	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	0074	TEXVGCIE_CDS_0074
TEXVGCIE_CDS_0075	47044	46907	-	GCA_002216685.1_2_711848-810357	-16.96351608787796	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROG	PHANOTATE	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	0075	TEXVGCIE_CDS_0075
TEXVGCIE_CDS_0076	47141	47049	-	GCA_002216685.1_2_711848-810357	-0.2969874775309261	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROG	PHANOTATE	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	0076	TEXVGCIE_CDS_0076
TEXVGCIE_CDS_0077	47238	47122	-	GCA_002216685.1_2_711848-810357	-0.3714963554738262	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROG	PHANOTATE	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	0077	TEXVGCIE_CDS_0077
TEXVGCIE_CDS_0078	47239	53076	+	GCA_002216685.1_2_711848-810357	-1.909990758424982e+33	37568	3274.0	1.0	0.0	p185340 VI_11786	PHANOTATE	CDS	#c9c9c9	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	0078	TEXVGCIE_CDS_0078
TEXVGCIE_CDS_0079	53073	59948	+	GCA_002216685.1_2_711848-810357	-4.3213294008234294e+40	10089	449.0	0.387	7.697000000000001e-128	p120769 VI_04205	PHANOTATE	CDS	#ff59f5	DarB-like antirestriction	moron, auxiliary metabolic gene and host takeover	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	0079	TEXVGCIE_CDS_0079
