gene	start	stop	frame	contig	score	phrog	alnScore	seqIdentity	eVal	top_hit	Method	Region	color	annot	category	vfdb_hit	vfdb_alnScore	vfdb_seqIdentity	vfdb_eVal	vfdb_short_name	vfdb_description	vfdb_species	CARD_hit	CARD_alnScore	CARD_seqIdentity	CARD_eVal	CARD_species	ARO_Accession	CARD_short_name	Protein_Accession	DNA_Accession	AMR_Gene_Family	Drug_Class	Resistance_Mechanism	count	locus_tag
EMXJOWTM_CDS_0011	5468	5737	+	GCA_024748415.1_32_229720-309677	-33.85386011876139	35410	97.0	0.592	1.639e-27	KY658678_p35	PHANOTATE	CDS	#c9c9c9	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	0011	EMXJOWTM_CDS_0011
EMXJOWTM_CDS_0012	5737	5901	+	GCA_024748415.1_32_229720-309677	-42.3748181248795	24084	136.0	1.0	8.239e-42	p239428 VI_07339	PHANOTATE	CDS	#c9c9c9	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	0012	EMXJOWTM_CDS_0012
EMXJOWTM_CDS_0013	5909	6088	+	GCA_024748415.1_32_229720-309677	-4.772277229220947	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROG	PHANOTATE	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	0013	EMXJOWTM_CDS_0013
EMXJOWTM_CDS_0014	6073	7038	+	GCA_024748415.1_32_229720-309677	-370989.3863087669	1032	161.0	0.396	5.633e-46	p113701 VI_02986	PHANOTATE	CDS	#ffdf59	replication initiation protein	DNA, RNA and nucleotide metabolism	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	0014	EMXJOWTM_CDS_0014
EMXJOWTM_CDS_0015	7153	7923	+	GCA_024748415.1_32_229720-309677	-11874.60770797338	17382	509.0	0.944	7.922e-167	p239430 VI_07339	PHANOTATE	CDS	#c9c9c9	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	0015	EMXJOWTM_CDS_0015
EMXJOWTM_CDS_0016	8038	8883	+	GCA_024748415.1_32_229720-309677	-164080.1166652207	370	248.0	0.496	6.522e-77	p248311 VI_09499	PHANOTATE	CDS	#3e83f6	terminase small subunit	head and packaging	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	0016	EMXJOWTM_CDS_0016
EMXJOWTM_CDS_0017	8876	10573	+	GCA_024748415.1_32_229720-309677	-65866137958.5487	38407	502.0	0.71	8.794000000000001e-163	p52050 VI_02694	PHANOTATE	CDS	#c9c9c9	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	0017	EMXJOWTM_CDS_0017
EMXJOWTM_CDS_0018	10570	12657	+	GCA_024748415.1_32_229720-309677	-126311970078653.64	24564	461.0	1.0	2.3789999999999998e-151	p435596 VI_11787	PHANOTATE	CDS	#c9c9c9	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	0018	EMXJOWTM_CDS_0018
EMXJOWTM_CDS_0019	12819	13226	+	GCA_024748415.1_32_229720-309677	-483.852240755384	811	160.0	0.617	4.714e-48	p6911 VI_09232	PHANOTATE	CDS	#ffdf59	UmuD-like protein	DNA, RNA and nucleotide metabolism	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	0019	EMXJOWTM_CDS_0019
EMXJOWTM_CDS_0020	13226	14482	+	GCA_024748415.1_32_229720-309677	-2019622.2518740348	1268	501.0	0.612	3.338e-161	p9287 VI_06867	PHANOTATE	CDS	#ffdf59	DNA polymerase	DNA, RNA and nucleotide metabolism	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	0020	EMXJOWTM_CDS_0020
EMXJOWTM_CDS_0021	14452	14541	+	GCA_024748415.1_32_229720-309677	-0.2129784368356437	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROG	PHANOTATE	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	0021	EMXJOWTM_CDS_0021
EMXJOWTM_CDS_0022	14711	14619	-	GCA_024748415.1_32_229720-309677	-0.0702859805748954	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROG	PHANOTATE	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	0022	EMXJOWTM_CDS_0022
EMXJOWTM_CDS_0023	15692	14721	-	GCA_024748415.1_32_229720-309677	-3689856.5335034886	3736	50.0	0.179	2.446e-09	p409858 VI_02557	PHANOTATE	CDS	#c9c9c9	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	0023	EMXJOWTM_CDS_0023
EMXJOWTM_CDS_0024	16857	15652	-	GCA_024748415.1_32_229720-309677	-19248.578269402245	2034	77.0	0.306	2.091e-17	p319745 VI_03960	PHANOTATE	CDS	#c9c9c9	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	0024	EMXJOWTM_CDS_0024
EMXJOWTM_CDS_0025	16928	17020	+	GCA_024748415.1_32_229720-309677	-0.187018953461322	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROG	PHANOTATE	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	0025	EMXJOWTM_CDS_0025
EMXJOWTM_CDS_0026	17178	17288	+	GCA_024748415.1_32_229720-309677	-0.1922138056050676	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROG	PHANOTATE	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	0026	EMXJOWTM_CDS_0026
EMXJOWTM_CDS_0027	17383	18027	+	GCA_024748415.1_32_229720-309677	-4357.566850765041	34888	67.0	0.249	1.123e-15	NC_021788_p4	PHANOTATE	CDS	#c9c9c9	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	0027	EMXJOWTM_CDS_0027
EMXJOWTM_CDS_0028	18202	18816	+	GCA_024748415.1_32_229720-309677	-56706.33064914521	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROG	PHANOTATE	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	0028	EMXJOWTM_CDS_0028
EMXJOWTM_CDS_0029	18866	19477	+	GCA_024748415.1_32_229720-309677	-49376.119842749045	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROG	PHANOTATE	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	0029	EMXJOWTM_CDS_0029
EMXJOWTM_CDS_0030	19633	19740	+	GCA_024748415.1_32_229720-309677	-1.0418574531753808	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROG	PHANOTATE	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	0030	EMXJOWTM_CDS_0030
EMXJOWTM_CDS_0031	19871	20302	+	GCA_024748415.1_32_229720-309677	-1.6417584842299493	38046	134.0	1.0	5.472e-41	p185311 VI_11786	PHANOTATE	CDS	#c9c9c9	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	0031	EMXJOWTM_CDS_0031
EMXJOWTM_CDS_0032	20371	20889	+	GCA_024748415.1_32_229720-309677	-1037.2800856501112	315	140.0	0.481	8.610999999999999e-41	NC_021802_p101	PHANOTATE	CDS	#f35f49	endolysin	lysis	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	0032	EMXJOWTM_CDS_0032
EMXJOWTM_CDS_0033	20899	21057	+	GCA_024748415.1_32_229720-309677	-11.117040800433957	4712	59.0	0.649	3.253e-15	NC_013651_p44	PHANOTATE	CDS	#f35f49	holin	lysis	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	0033	EMXJOWTM_CDS_0033
EMXJOWTM_CDS_0034	21099	21320	+	GCA_024748415.1_32_229720-309677	-14.389427352893598	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROG	PHANOTATE	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	0034	EMXJOWTM_CDS_0034
EMXJOWTM_CDS_0035	21333	21554	+	GCA_024748415.1_32_229720-309677	-36.29412676912693	25098	173.0	1.0	2.5889999999999998e-54	p185315 VI_11786	PHANOTATE	CDS	#c9c9c9	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	0035	EMXJOWTM_CDS_0035
EMXJOWTM_CDS_0036	21557	22135	+	GCA_024748415.1_32_229720-309677	-730.4899346232381	6609	295.0	0.735	7.522999999999999e-94	p231837 VI_06592	PHANOTATE	CDS	#c9c9c9	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	0036	EMXJOWTM_CDS_0036
EMXJOWTM_CDS_0037	22132	22407	+	GCA_024748415.1_32_229720-309677	-34.08215989278835	6699	119.0	0.645	6.792e-35	p231838 VI_06592	PHANOTATE	CDS	#c9c9c9	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	0037	EMXJOWTM_CDS_0037
EMXJOWTM_CDS_0038	22419	22562	+	GCA_024748415.1_32_229720-309677	-2.131045509765481	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROG	PHANOTATE	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	0038	EMXJOWTM_CDS_0038
EMXJOWTM_CDS_0039	22525	23529	+	GCA_024748415.1_32_229720-309677	-413543.5275719264	10452	226.0	0.699	1.5520000000000002e-70	p214738 VI_11622	PHANOTATE	CDS	#c9c9c9	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	0039	EMXJOWTM_CDS_0039
EMXJOWTM_CDS_0040	23592	24797	+	GCA_024748415.1_32_229720-309677	-16153186.001510616	334	516.0	0.653	7.596999999999999e-167	p44041 VI_02700	PHANOTATE	CDS	#3e83f6	major head protein	head and packaging	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	0040	EMXJOWTM_CDS_0040
EMXJOWTM_CDS_0041	24812	25192	+	GCA_024748415.1_32_229720-309677	-125.45091276817956	486	154.0	0.61	2.055e-46	p44040 VI_02700	PHANOTATE	CDS	#3e83f6	virion structural protein	head and packaging	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	0041	EMXJOWTM_CDS_0041
EMXJOWTM_CDS_0042	25250	25714	+	GCA_024748415.1_32_229720-309677	-3177.9521312501706	482	252.0	0.809	9.305e-80	p422493 VI_01998	PHANOTATE	CDS	#c9c9c9	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	0042	EMXJOWTM_CDS_0042
EMXJOWTM_CDS_0043	25717	26316	+	GCA_024748415.1_32_229720-309677	-9076.95831687668	437	145.0	0.433	5.5260000000000003e-42	MF042361_p17	PHANOTATE	CDS	#3e83f6	virion structural protein	head and packaging	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	0043	EMXJOWTM_CDS_0043
EMXJOWTM_CDS_0044	26316	26945	+	GCA_024748415.1_32_229720-309677	-7078.558115948649	399	174.0	0.447	1.249e-51	p26986 VI_03058	PHANOTATE	CDS	#3e83f6	structural protein	head and packaging	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	0044	EMXJOWTM_CDS_0044
EMXJOWTM_CDS_0045	26945	29464	+	GCA_024748415.1_32_229720-309677	-14842583612612.672	36330	1997.0	1.0	0.0	p185244 VI_11784	PHANOTATE	CDS	#c9c9c9	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	0045	EMXJOWTM_CDS_0045
EMXJOWTM_CDS_0046	29536	31143	+	GCA_024748415.1_32_229720-309677	-71307943.20951092	511	226.0	0.321	7.730000000000001e-65	p395194 VI_01310	PHANOTATE	CDS	#3e83f6	internal virion protein	head and packaging	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	0046	EMXJOWTM_CDS_0046
EMXJOWTM_CDS_0047	31143	33119	+	GCA_024748415.1_32_229720-309677	-2018070401.036445	496	424.0	0.489	3.868e-133	p281357 VI_09996	PHANOTATE	CDS	#07e9a2	tail fiber protein	tail	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	0047	EMXJOWTM_CDS_0047
EMXJOWTM_CDS_0048	33124	33486	+	GCA_024748415.1_32_229720-309677	-292.5375942959578	35787	293.0	1.0	3.632e-95	p185329 VI_11786	PHANOTATE	CDS	#c9c9c9	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	0048	EMXJOWTM_CDS_0048
EMXJOWTM_CDS_0049	33473	33868	+	GCA_024748415.1_32_229720-309677	-453.0160545389151	610	160.0	0.698	4.547e-49	p185330 VI_11786	PHANOTATE	CDS	#c9c9c9	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	0049	EMXJOWTM_CDS_0049
EMXJOWTM_CDS_0050	33868	34518	+	GCA_024748415.1_32_229720-309677	-4195.88899726571	611	121.0	0.567	8.18e-35	p37027 VI_01908	PHANOTATE	CDS	#c9c9c9	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	0050	EMXJOWTM_CDS_0050
EMXJOWTM_CDS_0051	34522	34899	+	GCA_024748415.1_32_229720-309677	-500.48916040249406	596	205.0	0.792	2.484e-64	p185332 VI_11786	PHANOTATE	CDS	#c9c9c9	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	0051	EMXJOWTM_CDS_0051
EMXJOWTM_CDS_0052	34899	35162	+	GCA_024748415.1_32_229720-309677	-12.79659763004696	594	129.0	0.727	1.23e-38	p185251 VI_11784	PHANOTATE	CDS	#c9c9c9	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	0052	EMXJOWTM_CDS_0052
EMXJOWTM_CDS_0053	35162	36577	+	GCA_024748415.1_32_229720-309677	-34908417787.2537	601	231.0	0.591	1.274e-69	p280433 VI_07926	PHANOTATE	CDS	#c9c9c9	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	0053	EMXJOWTM_CDS_0053
EMXJOWTM_CDS_0054	36850	36716	-	GCA_024748415.1_32_229720-309677	-1.514431737541952	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROG	PHANOTATE	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	0054	EMXJOWTM_CDS_0054
EMXJOWTM_CDS_0055	36885	37319	+	GCA_024748415.1_32_229720-309677	-8.943125996612679	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROG	PHANOTATE	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	0055	EMXJOWTM_CDS_0055
EMXJOWTM_CDS_0056	37661	37551	-	GCA_024748415.1_32_229720-309677	-0.1114348954297059	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROG	PHANOTATE	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	0056	EMXJOWTM_CDS_0056
EMXJOWTM_CDS_0057	37813	37673	-	GCA_024748415.1_32_229720-309677	-0.7643133358588591	2262	61.0	0.991	4.172e-13	p341258 VI_09490	PHANOTATE	CDS	#fea328	transposase	integration and excision	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	0057	EMXJOWTM_CDS_0057
EMXJOWTM_CDS_0058	37938	37810	-	GCA_024748415.1_32_229720-309677	-2.1950653238792066	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROG	PHANOTATE	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	0058	EMXJOWTM_CDS_0058
EMXJOWTM_CDS_0059	38121	37969	-	GCA_024748415.1_32_229720-309677	-2.917099671988957	2262	76.0	0.859	5.958e-18	p341258 VI_09490	PHANOTATE	CDS	#fea328	transposase	integration and excision	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	0059	EMXJOWTM_CDS_0059
EMXJOWTM_CDS_0060	38123	38212	+	GCA_024748415.1_32_229720-309677	-3.4483380035628426	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROG	PHANOTATE	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	0060	EMXJOWTM_CDS_0060
EMXJOWTM_CDS_0061	38301	39143	+	GCA_024748415.1_32_229720-309677	-2856.329529653361	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROG	PHANOTATE	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	0061	EMXJOWTM_CDS_0061
EMXJOWTM_CDS_0062	39146	39529	+	GCA_024748415.1_32_229720-309677	-11.222295944879807	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROG	PHANOTATE	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	0062	EMXJOWTM_CDS_0062
EMXJOWTM_CDS_0063	39517	39804	+	GCA_024748415.1_32_229720-309677	-55.68562461544536	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROG	PHANOTATE	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	0063	EMXJOWTM_CDS_0063
EMXJOWTM_CDS_0064	39814	40404	+	GCA_024748415.1_32_229720-309677	-17791.677367907643	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROG	PHANOTATE	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	0064	EMXJOWTM_CDS_0064
EMXJOWTM_CDS_0065	40563	40438	-	GCA_024748415.1_32_229720-309677	-0.210802146132968	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROG	PHANOTATE	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	0065	EMXJOWTM_CDS_0065
EMXJOWTM_CDS_0066	41105	40617	-	GCA_024748415.1_32_229720-309677	-693.9375897444489	2331	94.0	0.467	1.1039999999999998e-22	p9194 VI_02947	PHANOTATE	CDS	#fea328	transposase	integration and excision	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	0066	EMXJOWTM_CDS_0066
EMXJOWTM_CDS_0067	41134	41232	+	GCA_024748415.1_32_229720-309677	-1.0118501169384957	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROG	PHANOTATE	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	0067	EMXJOWTM_CDS_0067
EMXJOWTM_CDS_0068	41249	41431	+	GCA_024748415.1_32_229720-309677	-0.6174383884830353	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROG	PHANOTATE	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	0068	EMXJOWTM_CDS_0068
EMXJOWTM_CDS_0069	41489	43624	+	GCA_024748415.1_32_229720-309677	-138361351750.21744	37568	1276.0	1.0	0.0	p185340 VI_11786	PHANOTATE	CDS	#c9c9c9	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	0069	EMXJOWTM_CDS_0069
EMXJOWTM_CDS_0070	43663	54180	+	GCA_024748415.1_32_229720-309677	-2.7995594354510304e+61	37568	2007.0	1.0	0.0	p185340 VI_11786	PHANOTATE	CDS	#c9c9c9	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	0070	EMXJOWTM_CDS_0070
EMXJOWTM_CDS_0071	54280	54435	+	GCA_024748415.1_32_229720-309677	-8.271492838238146	38714	121.0	1.0	1.472e-36	p185261 VI_11784	PHANOTATE	CDS	#c9c9c9	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	0071	EMXJOWTM_CDS_0071
EMXJOWTM_CDS_0072	54633	55382	+	GCA_024748415.1_32_229720-309677	-25202.702526408004	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROG	PHANOTATE	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	0072	EMXJOWTM_CDS_0072
EMXJOWTM_CDS_0073	56392	55526	-	GCA_024748415.1_32_229720-309677	-259958.7389337364	3736	121.0	0.297	1.827e-32	p409858 VI_02557	PHANOTATE	CDS	#c9c9c9	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	0073	EMXJOWTM_CDS_0073
EMXJOWTM_CDS_0074	56540	56385	-	GCA_024748415.1_32_229720-309677	-4.506346753719223	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROG	PHANOTATE	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	0074	EMXJOWTM_CDS_0074
EMXJOWTM_CDS_0075	56500	56874	+	GCA_024748415.1_32_229720-309677	-82.48465136372754	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROG	PHANOTATE	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	0075	EMXJOWTM_CDS_0075
EMXJOWTM_CDS_0076	59547	57001	-	GCA_024748415.1_32_229720-309677	-28877847534036.65	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROG	PHANOTATE	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	0076	EMXJOWTM_CDS_0076
EMXJOWTM_CDS_0077	59668	59573	-	GCA_024748415.1_32_229720-309677	-0.8717406888319391	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROG	PHANOTATE	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	0077	EMXJOWTM_CDS_0077
EMXJOWTM_CDS_0078	59801	59706	-	GCA_024748415.1_32_229720-309677	-0.0669083229624666	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROG	PHANOTATE	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	0078	EMXJOWTM_CDS_0078
EMXJOWTM_CDS_0079	60567	59887	-	GCA_024748415.1_32_229720-309677	-1217.797053729852	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROG	PHANOTATE	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	0079	EMXJOWTM_CDS_0079
