gene	start	stop	frame	contig	score	phrog	alnScore	seqIdentity	eVal	top_hit	Method	Region	color	annot	category	vfdb_hit	vfdb_alnScore	vfdb_seqIdentity	vfdb_eVal	vfdb_species	vfdb_short_name	vfdb_description	CARD_hit	CARD_alnScore	CARD_seqIdentity	CARD_eVal	CARD_species	ARO_Accession	CARD_short_name	Protein_Accession	DNA_Accession	AMR_Gene_Family	Drug_Class	Resistance_Mechanism	count	locus_tag
UTXCNRFB_CDS_0014	7227	8924	+	GCA_001402675.1_4_217771-307261	-72619993972.15071	38407	505.0	0.714	8.018999999999999e-164	p52050 VI_02694	PHANOTATE	CDS	#c9c9c9	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	0014	UTXCNRFB_CDS_0014
UTXCNRFB_CDS_0015	8921	11008	+	GCA_001402675.1_4_217771-307261	-197227011030381.8	24564	470.0	1.0	1.387e-154	p435596 VI_11787	PHANOTATE	CDS	#c9c9c9	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	0015	UTXCNRFB_CDS_0015
UTXCNRFB_CDS_0016	10995	11090	+	GCA_001402675.1_4_217771-307261	-0.0783673523926455	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROG	PHANOTATE	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	0016	UTXCNRFB_CDS_0016
UTXCNRFB_CDS_0017	11092	11205	+	GCA_001402675.1_4_217771-307261	-0.9186636707939982	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROG	PHANOTATE	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	0017	UTXCNRFB_CDS_0017
UTXCNRFB_CDS_0018	11365	11523	+	GCA_001402675.1_4_217771-307261	-21.80814628486369	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROG	PHANOTATE	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	0018	UTXCNRFB_CDS_0018
UTXCNRFB_CDS_0019	11553	11690	+	GCA_001402675.1_4_217771-307261	-0.6124845430282942	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROG	PHANOTATE	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	0019	UTXCNRFB_CDS_0019
UTXCNRFB_CDS_0020	11662	11775	+	GCA_001402675.1_4_217771-307261	-0.7748508060359742	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROG	PHANOTATE	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	0020	UTXCNRFB_CDS_0020
UTXCNRFB_CDS_0021	11863	12078	+	GCA_001402675.1_4_217771-307261	-1612.812351693771	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROG	PHANOTATE	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	0021	UTXCNRFB_CDS_0021
UTXCNRFB_CDS_0022	12212	13576	+	GCA_001402675.1_4_217771-307261	-84097.83462339248	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROG	PHANOTATE	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	0022	UTXCNRFB_CDS_0022
UTXCNRFB_CDS_0023	13670	13798	+	GCA_001402675.1_4_217771-307261	-0.1215580684272697	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROG	PHANOTATE	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	0023	UTXCNRFB_CDS_0023
UTXCNRFB_CDS_0024	13844	14992	+	GCA_001402675.1_4_217771-307261	-85319.14016582363	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROG	PHANOTATE	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	0024	UTXCNRFB_CDS_0024
UTXCNRFB_CDS_0025	15006	15257	+	GCA_001402675.1_4_217771-307261	-23.953019918889893	24564	73.0	0.768	2.747e-17	p435596 VI_11787	PHANOTATE	CDS	#c9c9c9	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	0025	UTXCNRFB_CDS_0025
UTXCNRFB_CDS_0026	15418	15825	+	GCA_001402675.1_4_217771-307261	-643.0655030722529	811	163.0	0.624	8.038e-49	p6911 VI_09232	PHANOTATE	CDS	#ffdf59	UmuD-like protein	DNA, RNA and nucleotide metabolism	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	0026	UTXCNRFB_CDS_0026
UTXCNRFB_CDS_0027	15825	17081	+	GCA_001402675.1_4_217771-307261	-5246411.777214553	1268	517.0	0.628	9.552e-167	p9287 VI_06867	PHANOTATE	CDS	#ffdf59	DNA polymerase	DNA, RNA and nucleotide metabolism	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	0027	UTXCNRFB_CDS_0027
UTXCNRFB_CDS_0028	19106	17265	-	GCA_001402675.1_4_217771-307261	-794300725.2427926	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROG	PHANOTATE	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	0028	UTXCNRFB_CDS_0028
UTXCNRFB_CDS_0029	19470	19285	-	GCA_001402675.1_4_217771-307261	-8.025158004706395	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROG	PHANOTATE	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	0029	UTXCNRFB_CDS_0029
UTXCNRFB_CDS_0030	20441	19554	-	GCA_001402675.1_4_217771-307261	-13932103.467536068	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROG	PHANOTATE	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	0030	UTXCNRFB_CDS_0030
UTXCNRFB_CDS_0031	20781	20662	-	GCA_001402675.1_4_217771-307261	-5.273573198522585	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROG	PHANOTATE	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	0031	UTXCNRFB_CDS_0031
UTXCNRFB_CDS_0032	20816	21127	+	GCA_001402675.1_4_217771-307261	-24.993259794988248	38046	99.0	1.0	1.1110000000000001e-28	p185311 VI_11786	PHANOTATE	CDS	#c9c9c9	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	0032	UTXCNRFB_CDS_0032
UTXCNRFB_CDS_0033	21196	21714	+	GCA_001402675.1_4_217771-307261	-2058.184580854266	315	140.0	0.481	9.730999999999999e-41	NC_021802_p101	PHANOTATE	CDS	#f35f49	endolysin	lysis	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	0033	UTXCNRFB_CDS_0033
UTXCNRFB_CDS_0034	21724	21882	+	GCA_001402675.1_4_217771-307261	-13.623011296427828	4712	59.0	0.649	3.674e-15	NC_013651_p44	PHANOTATE	CDS	#f35f49	holin	lysis	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	0034	UTXCNRFB_CDS_0034
UTXCNRFB_CDS_0035	21924	22145	+	GCA_001402675.1_4_217771-307261	-12.999792475705869	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROG	PHANOTATE	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	0035	UTXCNRFB_CDS_0035
UTXCNRFB_CDS_0036	22158	22379	+	GCA_001402675.1_4_217771-307261	-43.68308755383273	25098	176.0	1.0	3.192e-55	p185315 VI_11786	PHANOTATE	CDS	#c9c9c9	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	0036	UTXCNRFB_CDS_0036
UTXCNRFB_CDS_0037	22382	22960	+	GCA_001402675.1_4_217771-307261	-1265.19854402478	6609	315.0	0.779	8.861e-101	p231837 VI_06592	PHANOTATE	CDS	#c9c9c9	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	0037	UTXCNRFB_CDS_0037
UTXCNRFB_CDS_0038	22972	23232	+	GCA_001402675.1_4_217771-307261	-39.85374098999161	6699	114.0	0.641	3.429e-33	p231838 VI_06592	PHANOTATE	CDS	#c9c9c9	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	0038	UTXCNRFB_CDS_0038
UTXCNRFB_CDS_0039	23238	23387	+	GCA_001402675.1_4_217771-307261	-1.7110656187063025	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROG	PHANOTATE	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	0039	UTXCNRFB_CDS_0039
UTXCNRFB_CDS_0040	23350	24354	+	GCA_001402675.1_4_217771-307261	-415253.10337729	10452	246.0	0.751	2.497e-77	p214738 VI_11622	PHANOTATE	CDS	#c9c9c9	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	0040	UTXCNRFB_CDS_0040
UTXCNRFB_CDS_0041	24417	25622	+	GCA_001402675.1_4_217771-307261	-24457499.15788848	334	516.0	0.653	8.596e-167	p44041 VI_02700	PHANOTATE	CDS	#3e83f6	major head protein	head and packaging	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	0041	UTXCNRFB_CDS_0041
UTXCNRFB_CDS_0042	25637	26017	+	GCA_001402675.1_4_217771-307261	-186.42699319984	486	154.0	0.61	2.3210000000000003e-46	p44040 VI_02700	PHANOTATE	CDS	#3e83f6	virion structural protein	head and packaging	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	0042	UTXCNRFB_CDS_0042
UTXCNRFB_CDS_0043	26075	26539	+	GCA_001402675.1_4_217771-307261	-5016.72286651969	482	264.0	0.825	5.930000000000001e-84	p422493 VI_01998	PHANOTATE	CDS	#c9c9c9	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	0043	UTXCNRFB_CDS_0043
UTXCNRFB_CDS_0044	26542	27141	+	GCA_001402675.1_4_217771-307261	-9806.143000265756	437	150.0	0.446	7.703e-44	MF042361_p17	PHANOTATE	CDS	#3e83f6	virion structural protein	head and packaging	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	0044	UTXCNRFB_CDS_0044
UTXCNRFB_CDS_0045	27141	27770	+	GCA_001402675.1_4_217771-307261	-17050.586058863475	399	170.0	0.44	2.378e-50	p26986 VI_03058	PHANOTATE	CDS	#3e83f6	structural protein	head and packaging	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	0045	UTXCNRFB_CDS_0045
UTXCNRFB_CDS_0046	27770	30289	+	GCA_001402675.1_4_217771-307261	-27256903773292.41	36330	2049.0	1.0	0.0	p185244 VI_11784	PHANOTATE	CDS	#c9c9c9	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	0046	UTXCNRFB_CDS_0046
UTXCNRFB_CDS_0047	30289	30387	+	GCA_001402675.1_4_217771-307261	-8.643774647530183	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROG	PHANOTATE	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	0047	UTXCNRFB_CDS_0047
UTXCNRFB_CDS_0048	30363	31970	+	GCA_001402675.1_4_217771-307261	-189543324.319972	511	224.0	0.322	3.99e-64	p395194 VI_01310	PHANOTATE	CDS	#3e83f6	internal virion protein	head and packaging	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	0048	UTXCNRFB_CDS_0048
UTXCNRFB_CDS_0049	31970	33946	+	GCA_001402675.1_4_217771-307261	-2880547055.614152	496	445.0	0.508	1.995e-140	p281357 VI_09996	PHANOTATE	CDS	#07e9a2	tail fiber protein	tail	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	0049	UTXCNRFB_CDS_0049
UTXCNRFB_CDS_0050	33954	34313	+	GCA_001402675.1_4_217771-307261	-129.80637719008627	35787	304.0	1.0	5.924e-99	p185329 VI_11786	PHANOTATE	CDS	#c9c9c9	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	0050	UTXCNRFB_CDS_0050
UTXCNRFB_CDS_0051	34300	34695	+	GCA_001402675.1_4_217771-307261	-991.0966785399434	610	192.0	0.817	3.8989999999999997e-60	p185330 VI_11786	PHANOTATE	CDS	#c9c9c9	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	0051	UTXCNRFB_CDS_0051
UTXCNRFB_CDS_0052	34695	35345	+	GCA_001402675.1_4_217771-307261	-4095.939894349352	611	126.0	0.656	2.104e-36	p37027 VI_01908	PHANOTATE	CDS	#c9c9c9	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	0052	UTXCNRFB_CDS_0052
UTXCNRFB_CDS_0053	35349	35726	+	GCA_001402675.1_4_217771-307261	-641.702301997459	596	212.0	0.815	1.306e-66	p185332 VI_11786	PHANOTATE	CDS	#c9c9c9	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	0053	UTXCNRFB_CDS_0053
UTXCNRFB_CDS_0054	35729	35989	+	GCA_001402675.1_4_217771-307261	-12.090986231612485	594	134.0	0.755	1.651e-40	p185251 VI_11784	PHANOTATE	CDS	#c9c9c9	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	0054	UTXCNRFB_CDS_0054
UTXCNRFB_CDS_0055	35989	37389	+	GCA_001402675.1_4_217771-307261	-89282530290.82297	601	232.0	0.594	5.642e-70	p280433 VI_07926	PHANOTATE	CDS	#c9c9c9	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	0055	UTXCNRFB_CDS_0055
UTXCNRFB_CDS_0056	38925	37423	-	GCA_001402675.1_4_217771-307261	-8468668.76835332	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROG	PHANOTATE	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	0056	UTXCNRFB_CDS_0056
UTXCNRFB_CDS_0057	39897	38926	-	GCA_001402675.1_4_217771-307261	-168920.24318132925	540	49.0	0.233	6.942e-09	NC_031906_p110	PHANOTATE	CDS	#ffdf59	nucleotide-sugar epimerase	DNA, RNA and nucleotide metabolism	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	0057	UTXCNRFB_CDS_0057
UTXCNRFB_CDS_0058	40718	39942	-	GCA_001402675.1_4_217771-307261	-11219.45658333416	21947	199.0	0.438	9.01e-60	p323111 VI_08887	PHANOTATE	CDS	#c9c9c9	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	0058	UTXCNRFB_CDS_0058
UTXCNRFB_CDS_0059	41350	40718	-	GCA_001402675.1_4_217771-307261	-3107.1768965970323	13212	218.0	0.643	1.1549999999999999e-67	p323109 VI_08887	PHANOTATE	CDS	#c9c9c9	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	0059	UTXCNRFB_CDS_0059
UTXCNRFB_CDS_0060	42603	41347	-	GCA_001402675.1_4_217771-307261	-2107108.697876791	19536	549.0	0.666	8.298000000000001e-178	FO818745_p19	PHANOTATE	CDS	#c9c9c9	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	0060	UTXCNRFB_CDS_0060
UTXCNRFB_CDS_0061	43511	42606	-	GCA_001402675.1_4_217771-307261	-37115.89947502466	1319	125.0	0.271	2.756e-33	KX349291_p193	PHANOTATE	CDS	#838383	dehydrogenase	other	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	0061	UTXCNRFB_CDS_0061
UTXCNRFB_CDS_0062	43685	43581	-	GCA_001402675.1_4_217771-307261	-0.1590500652149839	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROG	PHANOTATE	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	0062	UTXCNRFB_CDS_0062
UTXCNRFB_CDS_0063	43798	43670	-	GCA_001402675.1_4_217771-307261	-0.679897983617658	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROG	PHANOTATE	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	0063	UTXCNRFB_CDS_0063
UTXCNRFB_CDS_0064	43778	44539	+	GCA_001402675.1_4_217771-307261	-27482.02281727832	14147	237.0	0.501	4.7899999999999996e-73	FO818745_p21	PHANOTATE	CDS	#a861e3	transcriptional regulator	transcription regulation	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	0064	UTXCNRFB_CDS_0064
UTXCNRFB_CDS_0065	45125	44631	-	GCA_001402675.1_4_217771-307261	-2150.53415615883	28520	97.0	0.639	8.755e-28	p185338 VI_11786	PHANOTATE	CDS	#c9c9c9	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	0065	UTXCNRFB_CDS_0065
UTXCNRFB_CDS_0066	46143	45100	-	GCA_001402675.1_4_217771-307261	-91273.53752282656	31266	105.0	0.407	5.877e-28	p323131 VI_08887	PHANOTATE	CDS	#c9c9c9	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	0066	UTXCNRFB_CDS_0066
UTXCNRFB_CDS_0067	46180	46347	+	GCA_001402675.1_4_217771-307261	-2.203649707531804	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROG	PHANOTATE	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	0067	UTXCNRFB_CDS_0067
UTXCNRFB_CDS_0068	47474	46389	-	GCA_001402675.1_4_217771-307261	-19677.367154182382	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROG	PHANOTATE	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	0068	UTXCNRFB_CDS_0068
UTXCNRFB_CDS_0069	47566	47468	-	GCA_001402675.1_4_217771-307261	-3.558739291151408	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROG	PHANOTATE	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	0069	UTXCNRFB_CDS_0069
UTXCNRFB_CDS_0070	47677	47576	-	GCA_001402675.1_4_217771-307261	-0.1151392791133413	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROG	PHANOTATE	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	0070	UTXCNRFB_CDS_0070
UTXCNRFB_CDS_0071	47887	47735	-	GCA_001402675.1_4_217771-307261	-0.1877888366009408	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROG	PHANOTATE	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	0071	UTXCNRFB_CDS_0071
UTXCNRFB_CDS_0072	47851	60561	+	GCA_001402675.1_4_217771-307261	-7.984686137356494e+76	37568	3315.0	1.0	0.0	p185340 VI_11786	PHANOTATE	CDS	#c9c9c9	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	0072	UTXCNRFB_CDS_0072
UTXCNRFB_CDS_0073	60705	61070	+	GCA_001402675.1_4_217771-307261	-39.5755512105884	33249	292.0	1.0	1.525e-94	p185260 VI_11784	PHANOTATE	CDS	#c9c9c9	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	0073	UTXCNRFB_CDS_0073
UTXCNRFB_CDS_0074	61506	61114	-	GCA_001402675.1_4_217771-307261	-61.564577908631385	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROG	PHANOTATE	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	0074	UTXCNRFB_CDS_0074
UTXCNRFB_CDS_0075	61557	61658	+	GCA_001402675.1_4_217771-307261	-0.2977762976459026	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROG	PHANOTATE	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	0075	UTXCNRFB_CDS_0075
UTXCNRFB_CDS_0076	61720	62160	+	GCA_001402675.1_4_217771-307261	-711.4839948279323	11671	37.0	0.258	3.907e-06	p36461 VI_11179	PHANOTATE	CDS	#c9c9c9	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	0076	UTXCNRFB_CDS_0076
UTXCNRFB_CDS_0077	62879	62187	-	GCA_001402675.1_4_217771-307261	-2473.7526945099216	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROG	PHANOTATE	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	0077	UTXCNRFB_CDS_0077
UTXCNRFB_CDS_0078	62922	63026	+	GCA_001402675.1_4_217771-307261	-0.1625370967208275	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROG	PHANOTATE	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	0078	UTXCNRFB_CDS_0078
UTXCNRFB_CDS_0079	63114	64043	+	GCA_001402675.1_4_217771-307261	-670064.5234929331	540	42.0	0.189	9.003e-07	NC_031906_p110	PHANOTATE	CDS	#ffdf59	nucleotide-sugar epimerase	DNA, RNA and nucleotide metabolism	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	0079	UTXCNRFB_CDS_0079
