gene	start	stop	frame	contig	score	phrog	alnScore	seqIdentity	eVal	top_hit	Method	Region	color	annot	category	vfdb_hit	vfdb_alnScore	vfdb_seqIdentity	vfdb_eVal	vfdb_short_name	vfdb_description	vfdb_species	CARD_hit	CARD_alnScore	CARD_seqIdentity	CARD_eVal	CARD_species	ARO_Accession	CARD_short_name	Protein_Accession	DNA_Accession	AMR_Gene_Family	Drug_Class	Resistance_Mechanism	count	locus_tag
TOGQRVWD_CDS_0055	38843	37320	-	GCA_000176715.1_9_60706-133991	-14240101.42443852	16589	59.0	0.195	1.191e-11	p229218 VI_04176	PHANOTATE	CDS	#ffdf59	restriction endonuclease	DNA, RNA and nucleotide metabolism	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	0055	TOGQRVWD_CDS_0055
TOGQRVWD_CDS_0056	40065	38617	-	GCA_000176715.1_9_60706-133991	-3303776184.0063734	30804	163.0	0.324	1.268e-43	p229219 VI_04176	PHANOTATE	CDS	#c9c9c9	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	0056	TOGQRVWD_CDS_0056
TOGQRVWD_CDS_0057	40136	41461	+	GCA_000176715.1_9_60706-133991	-751064652.6191293	116	170.0	0.49	1.195e-49	p321505 VI_05690	PHANOTATE	CDS	#838383	DNA methyltransferase	other	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	0057	TOGQRVWD_CDS_0057
TOGQRVWD_CDS_0058	41620	41715	+	GCA_000176715.1_9_60706-133991	-1.86524989704208	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROG	PHANOTATE	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	0058	TOGQRVWD_CDS_0058
TOGQRVWD_CDS_0059	41728	41862	+	GCA_000176715.1_9_60706-133991	-2.3997379670191243	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROG	PHANOTATE	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	0059	TOGQRVWD_CDS_0059
TOGQRVWD_CDS_0060	42874	41843	-	GCA_000176715.1_9_60706-133991	-432588.5306537385	38714	141.0	1.0	9.52e-44	p185261 VI_11784	PHANOTATE	CDS	#c9c9c9	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	0060	TOGQRVWD_CDS_0060
TOGQRVWD_CDS_0061	44070	42877	-	GCA_000176715.1_9_60706-133991	-22167536.255436808	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROG	PHANOTATE	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	0061	TOGQRVWD_CDS_0061
TOGQRVWD_CDS_0062	44074	44169	+	GCA_000176715.1_9_60706-133991	-0.2260284435811039	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROG	PHANOTATE	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	0062	TOGQRVWD_CDS_0062
TOGQRVWD_CDS_0063	44235	44330	+	GCA_000176715.1_9_60706-133991	-2.309353137816309	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROG	PHANOTATE	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	0063	TOGQRVWD_CDS_0063
TOGQRVWD_CDS_0064	44327	45649	+	GCA_000176715.1_9_60706-133991	-10753659.512811184	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROG	PHANOTATE	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	0064	TOGQRVWD_CDS_0064
TOGQRVWD_CDS_0065	45796	46734	+	GCA_000176715.1_9_60706-133991	-161927.39334934263	3736	124.0	0.287	1.454e-33	p409858 VI_02557	PHANOTATE	CDS	#c9c9c9	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	0065	TOGQRVWD_CDS_0065
TOGQRVWD_CDS_0066	46728	47111	+	GCA_000176715.1_9_60706-133991	-794.9181747800769	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROG	PHANOTATE	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	0066	TOGQRVWD_CDS_0066
TOGQRVWD_CDS_0067	48493	47189	-	GCA_000176715.1_9_60706-133991	-3773008.7154229954	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROG	PHANOTATE	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	0067	TOGQRVWD_CDS_0067
TOGQRVWD_CDS_0068	48524	48706	+	GCA_000176715.1_9_60706-133991	-1.6283484260584495	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROG	PHANOTATE	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	0068	TOGQRVWD_CDS_0068
TOGQRVWD_CDS_0069	49111	48713	-	GCA_000176715.1_9_60706-133991	-21.795285424500225	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROG	PHANOTATE	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	0069	TOGQRVWD_CDS_0069
TOGQRVWD_CDS_0070	50159	49215	-	GCA_000176715.1_9_60706-133991	-2638140.001858592	9661	95.0	0.339	5.118e-24	p268758 VI_06446	PHANOTATE	CDS	#c9c9c9	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	0070	TOGQRVWD_CDS_0070
TOGQRVWD_CDS_0071	54916	50156	-	GCA_000176715.1_9_60706-133991	-1.4607210581766237e+33	20458	161.0	0.39	2.441e-43	p438879 VI_07579	PHANOTATE	CDS	#c9c9c9	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	0071	TOGQRVWD_CDS_0071
TOGQRVWD_CDS_0072	55061	54939	-	GCA_000176715.1_9_60706-133991	-4.814185095738815	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROG	PHANOTATE	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	0072	TOGQRVWD_CDS_0072
TOGQRVWD_CDS_0073	55077	55166	+	GCA_000176715.1_9_60706-133991	-0.0591235265705003	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROG	PHANOTATE	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	0073	TOGQRVWD_CDS_0073
TOGQRVWD_CDS_0074	55755	55372	-	GCA_000176715.1_9_60706-133991	-426.0682012875413	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROG	PHANOTATE	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	0074	TOGQRVWD_CDS_0074
TOGQRVWD_CDS_0075	55862	55764	-	GCA_000176715.1_9_60706-133991	-3.431025585460215	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROG	PHANOTATE	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	0075	TOGQRVWD_CDS_0075
TOGQRVWD_CDS_0076	56692	55946	-	GCA_000176715.1_9_60706-133991	-33861.87992834443	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROG	PHANOTATE	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	0076	TOGQRVWD_CDS_0076
TOGQRVWD_CDS_0077	56805	56689	-	GCA_000176715.1_9_60706-133991	-2.02924438158425	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROG	PHANOTATE	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	0077	TOGQRVWD_CDS_0077
TOGQRVWD_CDS_0078	57244	56948	-	GCA_000176715.1_9_60706-133991	-9.60966579002063	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROG	PHANOTATE	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	0078	TOGQRVWD_CDS_0078
TOGQRVWD_CDS_0079	57219	58721	+	GCA_000176715.1_9_60706-133991	-631478604.3375243	4941	479.0	0.536	7.671e-153	KU686192_p128	PHANOTATE	CDS	#838383	dehydrogenase	other	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	0079	TOGQRVWD_CDS_0079
