GCA_000182365.1_01353	742	Pectate disaccharide-lyase	non-RbmB	Pectatelyase
GCA_000182685.1_01521	905	hypothetical protein	non-RbmB	Unknown_nonRbmB
GCA_000182685.1_03824	538	hypothetical protein	non-RbmB	Unknown_nonRbmB
GCA_000184325.1_04346	745	Pectate disaccharide-lyase	non-RbmB	Pectatelyase
GCA_000184325.1_04348	850	hypothetical protein	non-RbmB	Unknown_nonRbmB
GCA_000186585.1_04301	743	Pectate disaccharide-lyase	non-RbmB	Pectatelyase
GCA_000189275.2_02777	537	hypothetical protein	non-RbmB	Unknown_nonRbmB
GCA_000195065.1_00885	279	hypothetical protein	RbmB	RbmB
GCA_000195225.2_00982	905	hypothetical protein	non-RbmB	Unknown_nonRbmB
GCA_000195415.2_00728	742	Pectate disaccharide-lyase	non-RbmB	Pectatelyase
GCA_000195415.2_02343	309	hypothetical protein	non-RbmB	Unknown_nonRbmB
GCA_000195475.2_02708	404	hypothetical protein	RbmB	RbmB
GCA_000195475.2_03447	410	hypothetical protein	non-RbmB	Unknown_nonRbmB
GCA_000220765.2_00550	293	hypothetical protein	RbmB	RbmB
GCA_000220785.2_01759	293	hypothetical protein	RbmB	RbmB
GCA_000220785.2_02864	850	hypothetical protein	non-RbmB	Unknown_nonRbmB
GCA_000220785.2_02866	745	Pectate disaccharide-lyase	non-RbmB	Pectatelyase
GCA_000221405.1_01405	408	hypothetical protein	RbmB	RbmB
GCA_000221445.1_01042	408	hypothetical protein	RbmB	RbmB
GCA_000221465.1_01002	522	hypothetical protein	non-RbmB	Unknown_nonRbmB
GCA_000222145.1_01217	393	hypothetical protein	RbmB	RbmB
GCA_000222585.2_02944	368	hypothetical protein	non-RbmB	Unknown_nonRbmB
GCA_000222665.2_01291	457	putative ABC transporter binding protein NosD	non-RbmB	NosD
GCA_000222685.2_02187	404	hypothetical protein	non-RbmB	Unknown_nonRbmB
GCA_000222685.2_02416	917	hypothetical protein	non-RbmB	Unknown_nonRbmB
GCA_000222685.2_04360	483	hypothetical protein	non-RbmB	Unknown_nonRbmB
GCA_000237745.2_01764	407	hypothetical protein	RbmB	RbmB
GCA_000241385.1_04359	297	hypothetical protein	non-RbmB	Unknown_nonRbmB
GCA_000247005.2_01161	538	hypothetical protein	non-RbmB	Unknown_nonRbmB
GCA_000256095.2_04321	538	hypothetical protein	non-RbmB	Unknown_nonRbmB
GCA_000256185.2_00192	538	hypothetical protein	non-RbmB	Unknown_nonRbmB
GCA_000256205.2_03228	538	hypothetical protein	non-RbmB	Unknown_nonRbmB
GCA_000256265.2_01013	938	hypothetical protein	non-RbmB	Unknown_nonRbmB
GCA_000256265.2_01399	538	hypothetical protein	non-RbmB	Unknown_nonRbmB
GCA_000256265.2_04488	314	hypothetical protein	non-RbmB	Unknown_nonRbmB
GCA_000256325.2_01012	538	hypothetical protein	non-RbmB	Unknown_nonRbmB
GCA_000256425.1_02735	755	hypothetical protein	non-RbmB	Unknown_nonRbmB
GCA_000259935.1_01544	905	hypothetical protein	non-RbmB	Unknown_nonRbmB
GCA_000259935.1_03127	581	hypothetical protein	non-RbmB	Unknown_nonRbmB
GCA_000259935.1_03710	540	hypothetical protein	non-RbmB	Unknown_nonRbmB
GCA_000272045.2_03721	538	hypothetical protein	non-RbmB	Unknown_nonRbmB
GCA_000272065.2_01482	538	hypothetical protein	non-RbmB	Unknown_nonRbmB
GCA_000272085.2_02255	538	hypothetical protein	non-RbmB	Unknown_nonRbmB
GCA_000272105.2_02645	538	hypothetical protein	non-RbmB	Unknown_nonRbmB
GCA_000272125.2_00943	538	hypothetical protein	non-RbmB	Unknown_nonRbmB
GCA_000272145.2_03431	387	hypothetical protein	RbmB	RbmB
GCA_000272185.2_01649	538	hypothetical protein	non-RbmB	Unknown_nonRbmB
GCA_000272205.2_00192	538	hypothetical protein	non-RbmB	Unknown_nonRbmB
GCA_000272225.2_01194	538	hypothetical protein	non-RbmB	Unknown_nonRbmB
GCA_000272245.2_00438	538	hypothetical protein	non-RbmB	Unknown_nonRbmB
GCA_000272265.2_02779	538	hypothetical protein	non-RbmB	Unknown_nonRbmB
GCA_000272285.1_03559	538	hypothetical protein	non-RbmB	Unknown_nonRbmB
GCA_000272305.2_02265	538	hypothetical protein	non-RbmB	Unknown_nonRbmB
GCA_000272325.2_02478	538	hypothetical protein	non-RbmB	Unknown_nonRbmB
GCA_000272345.2_00819	384	hypothetical protein	non-RbmB	Unknown_nonRbmB
GCA_000275705.1_00340	534	hypothetical protein	non-RbmB	Unknown_nonRbmB
GCA_000275705.1_03478	581	hypothetical protein	non-RbmB	Unknown_nonRbmB
GCA_000275705.1_05157	905	hypothetical protein	non-RbmB	Unknown_nonRbmB
GCA_000279265.1_01858	397	hypothetical protein	RbmB	RbmB
GCA_000279285.1_01085	397	hypothetical protein	RbmB	RbmB
GCA_000280885.2_00409	522	hypothetical protein	non-RbmB	Unknown_nonRbmB
GCA_000280885.2_03086	523	hypothetical protein	non-RbmB	Unknown_nonRbmB
GCA_000280885.2_03210	905	hypothetical protein	non-RbmB	Unknown_nonRbmB
GCA_000286955.2_00465	364	Pectate disaccharide-lyase	non-RbmB	Pectatelyase
GCA_000286955.2_01834	348	Pectinesterase A	non-RbmB	Pectinesterase
GCA_000286955.2_02749	926	hypothetical protein	non-RbmB	Unknown_nonRbmB
GCA_000286975.2_00743	522	hypothetical protein	non-RbmB	Unknown_nonRbmB
GCA_000286975.2_00794	523	hypothetical protein	non-RbmB	Unknown_nonRbmB
GCA_000286975.2_02015	905	hypothetical protein	non-RbmB	Unknown_nonRbmB
GCA_000287095.2_00864	388	hypothetical protein	non-RbmB	Unknown_nonRbmB
GCA_000287115.2_01678	410	hypothetical protein	RbmB	RbmB
GCA_000287155.2_00286	410	hypothetical protein	RbmB	RbmB
GCA_000302895.1_01143	371	hypothetical protein	RbmB	RbmB
GCA_000302965.1_01339	408	hypothetical protein	RbmB	RbmB
GCA_000303085.1_01891	397	hypothetical protein	RbmB	RbmB
GCA_000304995.1_01603	413	hypothetical protein	RbmB	RbmB
GCA_000305115.2_01503	397	hypothetical protein	RbmB	RbmB
GCA_000305715.2_00896	581	hypothetical protein	non-RbmB	Unknown_nonRbmB
GCA_000305715.2_03524	538	hypothetical protein	non-RbmB	Unknown_nonRbmB
GCA_000305715.2_05021	905	hypothetical protein	non-RbmB	Unknown_nonRbmB
GCA_000305755.2_01512	905	hypothetical protein	non-RbmB	Unknown_nonRbmB
GCA_000305755.2_02145	538	hypothetical protein	non-RbmB	Unknown_nonRbmB
GCA_000315135.1_00059	742	Pectate disaccharide-lyase	non-RbmB	Pectatelyase
GCA_000315135.1_02097	581	hypothetical protein	non-RbmB	Unknown_nonRbmB
GCA_000316985.1_03925	508	hypothetical protein	non-RbmB	Unknown_nonRbmB
GCA_000328405.1_03137	742	Pectate disaccharide-lyase	non-RbmB	Pectatelyase
GCA_000338875.1_01075	543	hypothetical protein	non-RbmB	Unknown_nonRbmB
GCA_000338875.1_03706	393	hypothetical protein	RbmB	RbmB
GCA_000342305.2_05041	743	Pectate disaccharide-lyase	non-RbmB	Pectatelyase
GCA_000347495.1_01307	742	Pectate disaccharide-lyase	non-RbmB	Pectatelyase
GCA_000347555.1_01856	581	hypothetical protein	non-RbmB	Unknown_nonRbmB
GCA_000347555.1_02768	905	hypothetical protein	non-RbmB	Unknown_nonRbmB
GCA_000347555.1_03680	540	hypothetical protein	non-RbmB	Unknown_nonRbmB
GCA_000348345.2_00573	408	hypothetical protein	RbmB	RbmB
GCA_000348345.2_02208	807	hypothetical protein	non-RbmB	Unknown_nonRbmB
GCA_000348425.2_00797	408	hypothetical protein	RbmB	RbmB
GCA_000388025.1_00501	417	Pectate disaccharide-lyase	non-RbmB	Pectatelyase
GCA_000400205.1_01738	905	hypothetical protein	non-RbmB	Unknown_nonRbmB
GCA_000400225.1_01455	538	hypothetical protein	non-RbmB	Unknown_nonRbmB
GCA_000400225.1_05065	905	hypothetical protein	non-RbmB	Unknown_nonRbmB
GCA_000400245.1_02157	905	hypothetical protein	non-RbmB	Unknown_nonRbmB
GCA_000400245.1_03768	538	hypothetical protein	non-RbmB	Unknown_nonRbmB
GCA_000400245.1_05173	581	hypothetical protein	non-RbmB	Unknown_nonRbmB
GCA_000400265.1_01773	950	hypothetical protein	non-RbmB	Unknown_nonRbmB
GCA_000400285.1_03250	905	hypothetical protein	non-RbmB	Unknown_nonRbmB
GCA_000400285.1_03938	538	hypothetical protein	non-RbmB	Unknown_nonRbmB
GCA_000400305.1_00443	905	hypothetical protein	non-RbmB	Unknown_nonRbmB
GCA_000400305.1_04719	581	hypothetical protein	non-RbmB	Unknown_nonRbmB
GCA_000400305.1_05077	540	hypothetical protein	non-RbmB	Unknown_nonRbmB
GCA_000400325.1_01257	538	hypothetical protein	non-RbmB	Unknown_nonRbmB
GCA_000400325.1_03252	905	hypothetical protein	non-RbmB	Unknown_nonRbmB
GCA_000400365.1_01766	581	hypothetical protein	non-RbmB	Unknown_nonRbmB
GCA_000400365.1_02852	905	hypothetical protein	non-RbmB	Unknown_nonRbmB
GCA_000400365.1_04829	538	hypothetical protein	non-RbmB	Unknown_nonRbmB
GCA_000400385.1_03599	538	hypothetical protein	non-RbmB	Unknown_nonRbmB
GCA_000400405.1_01052	905	hypothetical protein	non-RbmB	Unknown_nonRbmB
GCA_000417625.1_01188	292	hypothetical protein	non-RbmB	Unknown_nonRbmB
GCA_000417625.1_01461	741	Pectate disaccharide-lyase	non-RbmB	Pectatelyase
GCA_000417625.1_01462	343	Pectinesterase A	non-RbmB	Pectinesterase
GCA_000417905.1_03094	297	hypothetical protein	non-RbmB	Unknown_nonRbmB
GCA_000418995.1_02198	292	hypothetical protein	non-RbmB	Unknown_nonRbmB
GCA_000426765.1_01621	529	Pectate lyase	non-RbmB	Pectatelyase
GCA_000426765.1_01639	745	Pectate disaccharide-lyase	non-RbmB	Pectatelyase
GCA_000426765.1_01661	863	hypothetical protein	non-RbmB	Unknown_nonRbmB
GCA_000426765.1_01667	361	Pectinesterase A	non-RbmB	Pectinesterase
GCA_000430425.1_04644	742	Pectate disaccharide-lyase	non-RbmB	Pectatelyase
GCA_000438805.2_02891	408	hypothetical protein	RbmB	RbmB
GCA_000442925.1_01231	540	hypothetical protein	non-RbmB	Unknown_nonRbmB
GCA_000442925.1_03591	905	hypothetical protein	non-RbmB	Unknown_nonRbmB
GCA_000454165.1_03858	742	Pectate disaccharide-lyase	non-RbmB	Pectatelyase
GCA_000454245.1_01093	581	hypothetical protein	non-RbmB	Unknown_nonRbmB
GCA_000454245.1_01226	742	Pectate disaccharide-lyase	non-RbmB	Pectatelyase
GCA_000454475.1_00559	742	Pectate disaccharide-lyase	non-RbmB	Pectatelyase
GCA_000461895.1_01557	410	hypothetical protein	non-RbmB	Unknown_nonRbmB
GCA_000461895.1_03263	404	hypothetical protein	RbmB	RbmB
GCA_000467185.1_01104	915	hypothetical protein	non-RbmB	Unknown_nonRbmB
GCA_000467185.1_01312	932	hypothetical protein	non-RbmB	Unknown_nonRbmB
GCA_000467185.1_01679	522	hypothetical protein	non-RbmB	Unknown_nonRbmB
GCA_000467185.1_02193	521	hypothetical protein	non-RbmB	Unknown_nonRbmB
GCA_000473785.1_00870	393	hypothetical protein	RbmB	RbmB
GCA_000473785.1_01770	547	hypothetical protein	non-RbmB	Unknown_nonRbmB
GCA_000477475.1_00142	742	Pectate disaccharide-lyase	non-RbmB	Pectatelyase
GCA_000489015.1_00860	742	Pectate disaccharide-lyase	non-RbmB	Pectatelyase
GCA_000489035.1_01071	742	Pectate disaccharide-lyase	non-RbmB	Pectatelyase
GCA_000489055.1_03246	742	Pectate disaccharide-lyase	non-RbmB	Pectatelyase
GCA_000489075.1_00276	742	Pectate disaccharide-lyase	non-RbmB	Pectatelyase
GCA_000489095.1_00525	742	Pectate disaccharide-lyase	non-RbmB	Pectatelyase
GCA_000489115.1_01675	742	Pectate disaccharide-lyase	non-RbmB	Pectatelyase
GCA_000489135.1_00993	742	Pectate disaccharide-lyase	non-RbmB	Pectatelyase
GCA_000489155.1_04225	613	Pectate disaccharide-lyase	non-RbmB	Pectatelyase
GCA_000489175.1_00374	742	Pectate disaccharide-lyase	non-RbmB	Pectatelyase
GCA_000489195.1_00480	742	Pectate disaccharide-lyase	non-RbmB	Pectatelyase
GCA_000489215.1_00923	742	Pectate disaccharide-lyase	non-RbmB	Pectatelyase
GCA_000489235.1_00852	742	Pectate disaccharide-lyase	non-RbmB	Pectatelyase
GCA_000489275.1_03597	742	Pectate disaccharide-lyase	non-RbmB	Pectatelyase
GCA_000489295.1_04244	613	Pectate disaccharide-lyase	non-RbmB	Pectatelyase
GCA_000489435.1_00648	742	Pectate disaccharide-lyase	non-RbmB	Pectatelyase
GCA_000489495.1_00625	742	Pectate disaccharide-lyase	non-RbmB	Pectatelyase
GCA_000489515.1_00626	742	Pectate disaccharide-lyase	non-RbmB	Pectatelyase
GCA_000489535.1_04289	411	Pectate disaccharide-lyase	non-RbmB	Pectatelyase
GCA_000489555.1_01153	742	Pectate disaccharide-lyase	non-RbmB	Pectatelyase
GCA_000489635.1_00176	581	hypothetical protein	non-RbmB	Unknown_nonRbmB
GCA_000489635.1_01108	742	Pectate disaccharide-lyase	non-RbmB	Pectatelyase
GCA_000489655.1_01299	742	Pectate disaccharide-lyase	non-RbmB	Pectatelyase
GCA_000489675.1_00686	742	Pectate disaccharide-lyase	non-RbmB	Pectatelyase
GCA_000489775.1_01396	742	Pectate disaccharide-lyase	non-RbmB	Pectatelyase
GCA_000489815.1_03466	742	Pectate disaccharide-lyase	non-RbmB	Pectatelyase
GCA_000489875.1_00064	742	Pectate disaccharide-lyase	non-RbmB	Pectatelyase
GCA_000489895.1_02151	845	hypothetical protein	non-RbmB	Unknown_nonRbmB
GCA_000489935.1_01416	742	Pectate disaccharide-lyase	non-RbmB	Pectatelyase
GCA_000489955.1_04096	613	Pectate disaccharide-lyase	non-RbmB	Pectatelyase
GCA_000489975.1_03208	742	Pectate disaccharide-lyase	non-RbmB	Pectatelyase
GCA_000490015.1_00914	742	Pectate disaccharide-lyase	non-RbmB	Pectatelyase
GCA_000490035.1_00978	742	Pectate disaccharide-lyase	non-RbmB	Pectatelyase
GCA_000490055.1_00512	742	Pectate disaccharide-lyase	non-RbmB	Pectatelyase
GCA_000490075.1_00435	742	Pectate disaccharide-lyase	non-RbmB	Pectatelyase
GCA_000490095.1_03928	613	Pectate disaccharide-lyase	non-RbmB	Pectatelyase
GCA_000490135.1_00848	742	Pectate disaccharide-lyase	non-RbmB	Pectatelyase
GCA_000490155.1_04038	742	Pectate disaccharide-lyase	non-RbmB	Pectatelyase
GCA_000490255.1_00994	742	Pectate disaccharide-lyase	non-RbmB	Pectatelyase
GCA_000490275.1_02105	742	Pectate disaccharide-lyase	non-RbmB	Pectatelyase
GCA_000490315.1_00793	742	Pectate disaccharide-lyase	non-RbmB	Pectatelyase
GCA_000490335.1_01021	392	Pectate disaccharide-lyase	non-RbmB	Pectatelyase
GCA_000490415.1_01319	742	Pectate disaccharide-lyase	non-RbmB	Pectatelyase
GCA_000490515.1_00828	613	Pectate disaccharide-lyase	non-RbmB	Pectatelyase
GCA_000490775.1_04084	729	Pectate disaccharide-lyase	non-RbmB	Pectatelyase
GCA_000491035.1_02575	742	Pectate disaccharide-lyase	non-RbmB	Pectatelyase
GCA_000491155.1_02446	742	Pectate disaccharide-lyase	non-RbmB	Pectatelyase
GCA_000491215.1_03365	742	Pectate disaccharide-lyase	non-RbmB	Pectatelyase
GCA_000491235.1_01058	742	Pectate disaccharide-lyase	non-RbmB	Pectatelyase
GCA_000491255.1_04335	643	Pectate disaccharide-lyase	non-RbmB	Pectatelyase
GCA_000491315.1_03608	742	Pectate disaccharide-lyase	non-RbmB	Pectatelyase
GCA_000491335.1_00555	862	hypothetical protein	non-RbmB	Unknown_nonRbmB
GCA_000491335.1_01100	742	Pectate disaccharide-lyase	non-RbmB	Pectatelyase
GCA_000491355.1_04053	681	hypothetical protein	non-RbmB	Unknown_nonRbmB
GCA_000491375.1_00003	742	Pectate disaccharide-lyase	non-RbmB	Pectatelyase
GCA_000491395.1_03940	742	Pectate disaccharide-lyase	non-RbmB	Pectatelyase
GCA_000491495.1_04424	411	Pectate disaccharide-lyase	non-RbmB	Pectatelyase
GCA_000491595.1_02925	742	Pectate disaccharide-lyase	non-RbmB	Pectatelyase
GCA_000491635.1_00191	742	Pectate disaccharide-lyase	non-RbmB	Pectatelyase
GCA_000491675.1_01793	742	Pectate disaccharide-lyase	non-RbmB	Pectatelyase
GCA_000491695.1_02360	742	Pectate disaccharide-lyase	non-RbmB	Pectatelyase
GCA_000491715.1_03614	742	Pectate disaccharide-lyase	non-RbmB	Pectatelyase
GCA_000491755.1_04293	417	Pectate disaccharide-lyase	non-RbmB	Pectatelyase
GCA_000491775.1_04522	689	Pectate disaccharide-lyase	non-RbmB	Pectatelyase
GCA_000491795.1_00860	742	Pectate disaccharide-lyase	non-RbmB	Pectatelyase
GCA_000491815.1_04084	742	Pectate disaccharide-lyase	non-RbmB	Pectatelyase
GCA_000491855.1_04149	411	Pectate disaccharide-lyase	non-RbmB	Pectatelyase
GCA_000491875.1_01033	742	Pectate disaccharide-lyase	non-RbmB	Pectatelyase
GCA_000491895.1_01418	613	Pectate disaccharide-lyase	non-RbmB	Pectatelyase
GCA_000492075.1_00240	742	Pectate disaccharide-lyase	non-RbmB	Pectatelyase
GCA_000492095.1_00572	742	Pectate disaccharide-lyase	non-RbmB	Pectatelyase
GCA_000493315.1_01407	299	hypothetical protein	non-RbmB	Unknown_nonRbmB
GCA_000493315.1_03180	905	hypothetical protein	non-RbmB	Unknown_nonRbmB
GCA_000496695.1_00939	521	hypothetical protein	non-RbmB	Unknown_nonRbmB
GCA_000496695.1_01149	522	hypothetical protein	non-RbmB	Unknown_nonRbmB
GCA_000496695.1_01251	936	hypothetical protein	non-RbmB	Unknown_nonRbmB
GCA_000496695.1_02991	916	hypothetical protein	non-RbmB	Unknown_nonRbmB
GCA_000496695.1_03089	945	hypothetical protein	non-RbmB	Unknown_nonRbmB
GCA_000500385.1_03266	285	hypothetical protein	non-RbmB	Unknown_nonRbmB
GCA_000500385.1_03267	205	hypothetical protein	non-RbmB	Unknown_nonRbmB
GCA_000500465.1_03119	742	Pectate disaccharide-lyase	non-RbmB	Pectatelyase
GCA_000500485.1_03348	742	Pectate disaccharide-lyase	non-RbmB	Pectatelyase
GCA_000500525.1_00404	907	hypothetical protein	non-RbmB	Unknown_nonRbmB
GCA_000500545.1_01083	742	Pectate disaccharide-lyase	non-RbmB	Pectatelyase
GCA_000522005.2_00647	392	Pectate disaccharide-lyase	non-RbmB	Pectatelyase
GCA_000523375.1_00629	417	Pectate disaccharide-lyase	non-RbmB	Pectatelyase
GCA_000568495.1_03308	742	Pectate disaccharide-lyase	non-RbmB	Pectatelyase
GCA_000591455.1_03323	742	Pectate disaccharide-lyase	non-RbmB	Pectatelyase
GCA_000591475.1_00260	742	Pectate disaccharide-lyase	non-RbmB	Pectatelyase
GCA_000591495.1_03301	742	Pectate disaccharide-lyase	non-RbmB	Pectatelyase
GCA_000591555.1_03552	742	Pectate disaccharide-lyase	non-RbmB	Pectatelyase
GCA_000593305.2_00055	742	Pectate disaccharide-lyase	non-RbmB	Pectatelyase
GCA_000662375.1_00754	667	Pectate disaccharide-lyase	non-RbmB	Pectatelyase
GCA_000695685.1_03781	538	hypothetical protein	non-RbmB	Unknown_nonRbmB
GCA_000695745.1_02412	531	hypothetical protein	non-RbmB	Unknown_nonRbmB
GCA_000695745.1_03408	459	hypothetical protein	non-RbmB	Unknown_nonRbmB
GCA_000696385.1_00045	256	hypothetical protein	RbmB	RbmB
GCA_000699205.1_04383	905	hypothetical protein	non-RbmB	Unknown_nonRbmB
GCA_000699205.1_06851	534	hypothetical protein	non-RbmB	Unknown_nonRbmB
GCA_000701045.2_03859	742	Pectate disaccharide-lyase	non-RbmB	Pectatelyase
GCA_000706925.1_04973	486	Pectate disaccharide-lyase	non-RbmB	Pectatelyase
GCA_000706925.1_04974	257	hypothetical protein	non-RbmB	Unknown_nonRbmB
GCA_000706945.2_04288	911	hypothetical protein	non-RbmB	Unknown_nonRbmB
GCA_000706985.2_03299	742	Pectate disaccharide-lyase	non-RbmB	Pectatelyase
GCA_000707065.2_01516	742	Pectate disaccharide-lyase	non-RbmB	Pectatelyase
GCA_000707145.1_02917	317	Pectate disaccharide-lyase	non-RbmB	Pectatelyase
GCA_000707145.1_02918	429	Pectate disaccharide-lyase	non-RbmB	Pectatelyase
GCA_000707165.1_00482	486	Pectate disaccharide-lyase	non-RbmB	Pectatelyase
GCA_000707165.1_00483	257	hypothetical protein	non-RbmB	Unknown_nonRbmB
GCA_000707185.2_03597	742	Pectate disaccharide-lyase	non-RbmB	Pectatelyase
GCA_000707185.2_04583	309	hypothetical protein	non-RbmB	Unknown_nonRbmB
GCA_000707345.1_02779	265	hypothetical protein	non-RbmB	Unknown_nonRbmB
GCA_000707345.1_02780	486	Pectate disaccharide-lyase	non-RbmB	Pectatelyase
GCA_000707405.1_04298	516	Pectate disaccharide-lyase	non-RbmB	Pectatelyase
GCA_000707685.2_00858	742	Pectate disaccharide-lyase	non-RbmB	Pectatelyase
GCA_000707705.2_01611	742	Pectate disaccharide-lyase	non-RbmB	Pectatelyase
GCA_000707725.2_02569	742	Pectate disaccharide-lyase	non-RbmB	Pectatelyase
GCA_000707905.2_01843	742	Pectate disaccharide-lyase	non-RbmB	Pectatelyase
GCA_000711805.1_00504	606	hypothetical protein	non-RbmB	Unknown_nonRbmB
GCA_000711805.1_00525	350	hypothetical protein	non-RbmB	Unknown_nonRbmB
GCA_000711805.1_00532	742	Pectate disaccharide-lyase	non-RbmB	Pectatelyase
GCA_000711805.1_00932	766	hypothetical protein	non-RbmB	Unknown_nonRbmB
GCA_000711805.1_01405	752	hypothetical protein	non-RbmB	Unknown_nonRbmB
GCA_000711805.1_01824	867	hypothetical protein	non-RbmB	Unknown_nonRbmB
GCA_000711805.1_02001	437	Pectate lyase L	non-RbmB	Pectatelyase
GCA_000711805.1_02211	548	hypothetical protein	non-RbmB	Unknown_nonRbmB
GCA_000711805.1_03455	516	hypothetical protein	non-RbmB	Unknown_nonRbmB
GCA_000723485.1_01101	483	hypothetical protein	non-RbmB	Unknown_nonRbmB
GCA_000723485.1_03616	728	hypothetical protein	non-RbmB	Unknown_nonRbmB
GCA_000723485.1_05206	404	hypothetical protein	non-RbmB	Unknown_nonRbmB
GCA_000723605.1_02019	483	hypothetical protein	non-RbmB	Unknown_nonRbmB
GCA_000723605.1_03992	404	hypothetical protein	non-RbmB	Unknown_nonRbmB
GCA_000723765.1_01031	404	hypothetical protein	non-RbmB	Unknown_nonRbmB
GCA_000723765.1_02201	483	hypothetical protein	non-RbmB	Unknown_nonRbmB
GCA_000723805.1_01124	483	hypothetical protein	non-RbmB	Unknown_nonRbmB
GCA_000723805.1_02872	805	hypothetical protein	non-RbmB	Unknown_nonRbmB
GCA_000723805.1_04734	404	hypothetical protein	non-RbmB	Unknown_nonRbmB
GCA_000732245.1_02616	317	Pectate disaccharide-lyase	non-RbmB	Pectatelyase
GCA_000732245.1_02617	429	Pectate disaccharide-lyase	non-RbmB	Pectatelyase
GCA_000732985.1_00200	742	Pectate disaccharide-lyase	non-RbmB	Pectatelyase
GCA_000732995.1_00543	742	Pectate disaccharide-lyase	non-RbmB	Pectatelyase
GCA_000733315.1_00996	315	hypothetical protein	non-RbmB	Unknown_nonRbmB
GCA_000733315.1_02861	541	hypothetical protein	non-RbmB	Unknown_nonRbmB
GCA_000733315.1_05154	578	hypothetical protein	non-RbmB	Unknown_nonRbmB
GCA_000735705.2_02947	281	hypothetical protein	RbmB	RbmB
GCA_000736345.1_02284	742	Pectate disaccharide-lyase	non-RbmB	Pectatelyase
GCA_000736345.1_03019	755	hypothetical protein	non-RbmB	Unknown_nonRbmB
GCA_000736765.1_02449	408	hypothetical protein	RbmB	RbmB
GCA_000736785.1_01717	394	hypothetical protein	RbmB	RbmB
GCA_000736935.1_02681	408	hypothetical protein	RbmB	RbmB
GCA_000736945.1_02553	408	hypothetical protein	RbmB	RbmB
