GCA_000181535.1_130	332	56829
GCA_000182345.1_91	3	1218
GCA_000182345.1_142	1	30760
GCA_000182345.1_115	1	3347
GCA_000182365.1_56	1	1725
GCA_000182365.1_32	2	1597
GCA_000182365.1_26	343	1044
GCA_000182365.1_162	3	9815
GCA_000182365.1_145	3	2997
GCA_000182685.1_68	3	109412
GCA_000182685.1_54	66	11974
GCA_000182685.1_114	3	1029
GCA_000182685.1_92	46218	61008
GCA_000184325.1_2	385489	447451
GCA_000184325.1_1	2592381	2691132
GCA_000186585.1_2	659685	735419
GCA_000186585.1_2	918083	937969
GCA_000186585.1_1	1652034	1744050
GCA_000189275.2_60	3	15849
GCA_000189275.2_134	65643	80141
GCA_000195225.2_34	34	1157
GCA_000195225.2_2	2	2422
GCA_000195225.2_14	3	6598
GCA_000195415.2_25	49642	68058
GCA_000195415.2_22	46949	102107
GCA_000195475.2_85	72	3657
GCA_000195475.2_81	2	1675
GCA_000195475.2_77	2	2714
GCA_000195475.2_72	25	3630
GCA_000195475.2_70	2	1675
GCA_000195475.2_247	1	33597
GCA_000195475.2_241	3	3443
GCA_000195475.2_188	2	46129
GCA_000195475.2_186	387	3193
GCA_000195475.2_147	83	28248
GCA_000195475.2_14	2	1546
GCA_000195475.2_134	1	1538
GCA_000195475.2_129	448	5358
GCA_000195475.2_127	146	1039
GCA_000195475.2_255	60089	78200
GCA_000195475.2_155	214	25684
GCA_000220765.2_7	2	2110
GCA_000220765.2_10	805781	818812
GCA_000220785.2_14	695712	779035
GCA_000221405.1_42	145	2215
GCA_000221405.1_2	2	79188
GCA_000221445.1_83	3	1177
GCA_000221445.1_8	375	2305
GCA_000221445.1_67	3	1050
GCA_000221445.1_3	3	938
GCA_000221445.1_23	991	5417
GCA_000221445.1_16	43	6297
GCA_000221465.1_226	63	1612
GCA_000221465.1_213	3	2099
GCA_000221465.1_206	3	2107
GCA_000222145.1_25	115	6136
GCA_000222145.1_8	39300	47501
GCA_000222145.1_3	17699	38890
GCA_000222145.1_2	47506	154456
GCA_000222585.2_86	1	2340
GCA_000222585.2_83	2	1521
GCA_000222585.2_76	1	2053
GCA_000222585.2_45	2	3640
GCA_000222585.2_33	2	4923
GCA_000222585.2_23	90	5625
GCA_000222585.2_221	3	3536
GCA_000222585.2_220	1	1025
GCA_000222585.2_210	1	947
GCA_000222585.2_192	3	4779
GCA_000222585.2_166	2	2276
GCA_000222585.2_164	2	2276
GCA_000222585.2_162	1169	32803
GCA_000222585.2_157	45	5079
GCA_000222585.2_150	1	3278
GCA_000222585.2_149	1	3278
GCA_000222585.2_128	2	2913
GCA_000222585.2_127	3	1776
GCA_000222585.2_105	2	3567
GCA_000222585.2_100	45	3976
GCA_000222585.2_1	488	2732
GCA_000222585.2_153	3	45932
GCA_000222665.2_123	1	1222
GCA_000222665.2_225	56533	80463
GCA_000222665.2_11	54064	76063
GCA_000222685.2_171	3	2821
GCA_000222685.2_155	104	2510
GCA_000222685.2_131	3	1441
GCA_000237745.2_78	23	2921
GCA_000237745.2_30	72	1249
GCA_000237745.2_17	494	6806
GCA_000237745.2_67	2	14851
GCA_000237745.2_33	36843	121523
GCA_000241385.1_1	2145052	2231457
GCA_000241385.1_1	1646047	1667557
GCA_000247005.2_82	3	795
GCA_000247005.2_133	472	1467
GCA_000247005.2_102	73	1440
GCA_000256095.2_10	3	1407
GCA_000256095.2_25	131948	142020
GCA_000256095.2_11	811124	857922
GCA_000256185.2_5	168924	255650
GCA_000256185.2_30	457160	518769
GCA_000256185.2_3	4977	25595
GCA_000256205.2_1	3	33066
GCA_000256205.2_62	141	33278
GCA_000256265.2_12	528747	599751
GCA_000256305.2_57	2	3766
GCA_000256305.2_54	3	5920
GCA_000256305.2_42	2	3630
GCA_000256305.2_32	1	134654
GCA_000256345.2_9	65	2945
GCA_000256425.1_78	3	6853
GCA_000256425.1_5	67	5333
GCA_000256425.1_68	76	89125
GCA_000256425.1_120	166398	180523
GCA_000256425.1_114	97503	116460
GCA_000259935.1_52	11687	28172
GCA_000259935.1_10	3	14252
GCA_000272045.2_16	35	1310
GCA_000272065.2_414	86	3328
GCA_000272065.2_352	229	5048
GCA_000272065.2_311	498	2009
GCA_000272065.2_286	75	2047
GCA_000272065.2_278	6	3954
GCA_000272065.2_231	1	2012
GCA_000272065.2_227	241	1892
GCA_000272065.2_128	3	4595
GCA_000272085.2_73	1	5640
GCA_000272085.2_38	11	8253
GCA_000272085.2_225	1	1195
GCA_000272085.2_186	1	5722
GCA_000272085.2_183	196	2323
GCA_000272085.2_148	3	2546
GCA_000272085.2_117	1	4727
GCA_000272085.2_289	33582	43855
GCA_000272105.2_98	1	1372
GCA_000272105.2_57	2	1080
GCA_000272105.2_48	2	4673
GCA_000272105.2_38	2	3539
GCA_000272105.2_259	1	1102
GCA_000272105.2_249	21	1872
GCA_000272105.2_246	281	2690
GCA_000272125.2_28	3	57126
GCA_000272125.2_111	16	1644
GCA_000272125.2_110	54	1258
GCA_000272125.2_30	11263	90805
GCA_000272125.2_15	32859	52444
GCA_000272145.2_210	605	2083
GCA_000272145.2_313	45	39027
GCA_000272185.2_3	1	45162
GCA_000272205.2_92	2	1239
GCA_000272205.2_156	78	3179
GCA_000272225.2_1	35	1272
GCA_000272245.2_21	41	1281
GCA_000272245.2_5	1066882	1141685
GCA_000272265.2_33	251	2256
GCA_000272265.2_22	276	9675
GCA_000272265.2_10	29	1203
GCA_000272265.2_14	223188	298603
GCA_000272285.1_39	54	1258
GCA_000272285.1_198	354	5313
GCA_000272285.1_118	412	3699
GCA_000272305.2_28	35	1239
GCA_000272305.2_171	398	1170
GCA_000272325.2_260	3	1068
GCA_000272325.2_248	49	23398
GCA_000272325.2_212	44	2047
GCA_000272325.2_2	480	16526
GCA_000272325.2_142	41	1281
GCA_000272325.2_202	6757	21771
GCA_000272345.2_557	3	3473
GCA_000272345.2_531	1	3516
GCA_000272345.2_518	1	14802
GCA_000272345.2_515	115	1885
GCA_000272345.2_459	87	2549
GCA_000272345.2_429	119	3105
GCA_000272345.2_301	2	6700
GCA_000272345.2_232	201	2933
GCA_000272345.2_21	3	1347
GCA_000272345.2_17	45	9602
GCA_000272345.2_143	408	3335
GCA_000272345.2_132	1	23556
GCA_000272345.2_10	3	958
GCA_000272345.2_369	1	15988
GCA_000272385.2_743	1	2793
GCA_000272385.2_707	2	945
GCA_000272385.2_693	205	3558
GCA_000272385.2_686	2	1329
GCA_000272385.2_681	2	1543
GCA_000272385.2_68	1	7471
GCA_000272385.2_568	61	3955
GCA_000272385.2_479	145	2575
GCA_000272385.2_438	2	1188
GCA_000272385.2_410	1	2524
GCA_000272385.2_4	506	1591
GCA_000272385.2_276	2	3302
GCA_000272385.2_222	243	4678
GCA_000272385.2_173	113	16156
GCA_000272385.2_140	3	15181
GCA_000272385.2_117	3	11266
GCA_000272425.1_83	1	2816
GCA_000272425.1_31	362	1263
GCA_000272425.1_247	3	5593
GCA_000272425.1_186	3	2379
GCA_000272425.1_172	31	2190
GCA_000272425.1_15	208	20624
GCA_000272425.1_111	1	1379
GCA_000272425.1_303	57558	73009
GCA_000275705.1_6	92595	112258
GCA_000279265.1_7	764370	785759
GCA_000279265.1_3	936496	1050323
GCA_000279265.1_3	430487	493623
GCA_000279285.1_27	561148	659761
GCA_000279285.1_26	1474816	1580676
GCA_000286975.2_5	176	2455
GCA_000287095.2_7	2	60093
GCA_000287095.2_143	153	3944
GCA_000287095.2_142	2	38124
GCA_000287115.2_50	2	1989
GCA_000287115.2_49	322	38557
GCA_000287115.2_44	3	12288
GCA_000287115.2_182	72	2147
GCA_000287115.2_144	2	1415
GCA_000287115.2_141	2	2944
GCA_000287115.2_10	34	1190
GCA_000287155.2_52	363	4376
GCA_000287155.2_4	47	2118
GCA_000302895.1_55	1	1052
GCA_000302895.1_38	23	7153
GCA_000302895.1_29	3	1050
GCA_000302965.1_78	265	6381
GCA_000302965.1_67	73	1250
GCA_000302965.1_70	224	13878
GCA_000302965.1_69	97860	127868
GCA_000302965.1_59	257217	301829
GCA_000303085.1_20	26	11714
GCA_000303085.1_178	9	1168
GCA_000303085.1_150	52	1335
GCA_000303085.1_144	2	2121
GCA_000303085.1_123	89	1964
GCA_000304995.1_332	254	3569
GCA_000304995.1_32	76	2699
GCA_000304995.1_263	163	6317
GCA_000304995.1_261	27	2990
GCA_000304995.1_128	1	1175
GCA_000304995.1_338	2354	4152
GCA_000305115.2_87	44	1008
GCA_000305115.2_57	52117	64630
GCA_000305715.2_83	745	3625
GCA_000305715.2_52	1	25688
GCA_000305755.2_31	183	2511
GCA_000305755.2_23	2	3262
GCA_000305755.2_21	1	3259
GCA_000315135.1_2	269427	310890
GCA_000316985.1_58	2	1164
GCA_000316985.1_374	215	1430
GCA_000316985.1_356	1	5693
GCA_000316985.1_304	3	5763
GCA_000316985.1_300	2	1571
GCA_000316985.1_3	1	6786
GCA_000316985.1_273	3	3123
GCA_000316985.1_272	2	3123
GCA_000316985.1_210	2	1634
GCA_000316985.1_198	3	3221
GCA_000316985.1_101	2	3617
GCA_000328405.1_1	2860706	2940833
GCA_000338875.1_52	3	3187
GCA_000338875.1_34	202	75385
GCA_000338875.1_26	3	17127
GCA_000342305.2_70	5769	106269
GCA_000342305.2_52	1	5353
GCA_000342305.2_50	129	5879
GCA_000342305.2_39	274	3872
GCA_000342305.2_32	1	10235
GCA_000342305.2_17	71	2111
GCA_000342305.2_11	2	3471
GCA_000342305.2_4	71258	160212
GCA_000347495.1_26	197	6184
GCA_000347555.1_38	2	1890
GCA_000347555.1_27	2	5134
GCA_000347555.1_20	164	9689
GCA_000347555.1_10	101	39769
GCA_000348345.2_8	38329	62545
GCA_000348425.2_41	50	21471
GCA_000348425.2_30	497539	585724
GCA_000388025.1_98	3	3423
GCA_000388025.1_94	36	1474
GCA_000388025.1_143	316301	418606
GCA_000388025.1_137	123028	203138
GCA_000388025.1_107	218	16649
GCA_000400205.1_83	1	1498
GCA_000400205.1_158	1	20943
GCA_000400245.1_86	245	1555
GCA_000400245.1_200	2	23619
GCA_000400245.1_193	3	3045
GCA_000400245.1_145	48773	61193
GCA_000400265.1_766	346	54405
GCA_000400265.1_709	3	1988
GCA_000400265.1_623	446	2431
GCA_000400265.1_613	175	39560
GCA_000400265.1_583	3	5118
GCA_000400265.1_537	201	3518
GCA_000400265.1_535	2	2955
GCA_000400265.1_427	243	4009
GCA_000400265.1_382	2	10792
GCA_000400265.1_365	244	20319
GCA_000400265.1_294	3	7872
GCA_000400265.1_288	280	4628
GCA_000400265.1_261	3	4756
GCA_000400265.1_230	1	559
GCA_000400265.1_20	51	1991
GCA_000400265.1_523	2	14424
GCA_000400285.1_4	514	4521
GCA_000400325.1_68	2	2936
GCA_000400325.1_338	31	1262
GCA_000400325.1_298	2	10066
GCA_000400325.1_190	262	1584
GCA_000400325.1_169	68	4367
GCA_000400365.1_266	2	5205
GCA_000400365.1_262	1	4478
GCA_000400365.1_199	2	13383
GCA_000400385.1_447	2	361287
GCA_000400385.1_434	70	79056
GCA_000400385.1_369	1	1181
GCA_000400385.1_341	774	1155
GCA_000400385.1_244	1	10955
GCA_000400385.1_230	226	10786
GCA_000400385.1_167	200	2313
GCA_000400385.1_385	23338	39161
GCA_000400405.1_291	30310	49421
GCA_000417625.1_45	30	1234
GCA_000417625.1_6	169527	222542
GCA_000417625.1_1	131354	227020
GCA_000417905.1_2	1	65844
GCA_000417905.1_37	3	62276
GCA_000417905.1_30	23304	41396
GCA_000418995.1_57	1	16492
GCA_000418995.1_52	63	66731
GCA_000418995.1_46	37	1474
GCA_000418995.1_17	103	10899
GCA_000418995.1_55	48042	67103
GCA_000426765.1_9	76710	137722
GCA_000426765.1_1	551845	661267
GCA_000430425.1_2	864853	883344
GCA_000442925.1_46	45917	66271
GCA_000454245.1_5	1105068	1235899
GCA_000454245.1_5	1750812	1811311
GCA_000454475.1_3	273	53319
GCA_000454475.1_23	168800	229162
GCA_000454475.1_18	120695	261031
GCA_000454475.1_11	32484	38544
GCA_000461895.1_128	2	11416
GCA_000461895.1_11	3862	70543
GCA_000461895.1_8	20947	27846
GCA_000473785.1_60	1	1354
GCA_000473785.1_325	7	10116
GCA_000473785.1_181	1	998
GCA_000473785.1_173	120	37698
GCA_000473785.1_172	332	1944
GCA_000473825.1_65	1	1354
GCA_000473825.1_327	2	10112
GCA_000473825.1_179	1	1001
GCA_000473825.1_172	125	37707
GCA_000473825.1_171	340	2002
GCA_000477475.1_4	1227952	1332119
GCA_000489015.1_243	2	1166
GCA_000489015.1_233	120	709
GCA_000489015.1_223	457	1619
GCA_000489015.1_180	537	3438
GCA_000489015.1_174	67	4333
GCA_000489015.1_134	1	9166
GCA_000489035.1_198	47	2557
GCA_000489035.1_162	61	7159
GCA_000489055.1_70	1	27131
GCA_000489055.1_215	239	1624
GCA_000489055.1_177	3	3411
GCA_000489055.1_103	35	16560
GCA_000489075.1_8	41	70759
GCA_000489075.1_239	61	840
GCA_000489075.1_238	2	1169
GCA_000489075.1_21	2	52803
GCA_000489075.1_200	240	4188
GCA_000489075.1_176	1	6569
GCA_000489075.1_172	48	7146
GCA_000489075.1_166	2	7711
GCA_000489075.1_147	2	10149
GCA_000489075.1_103	222	17412
GCA_000489095.1_56	2	31301
GCA_000489095.1_258	3	1066
GCA_000489095.1_246	116	1370
GCA_000489095.1_240	3	1466
GCA_000489095.1_236	1	1587
GCA_000489095.1_168	44	7142
GCA_000489095.1_138	2	10645
GCA_000489115.1_89	1	20425
GCA_000489115.1_237	30	1024
GCA_000489115.1_207	257	1746
GCA_000489115.1_175	30	3949
GCA_000489115.1_170	1	4682
GCA_000489115.1_160	2	5980
GCA_000489115.1_146	49	7147
GCA_000489115.1_32	27567	44497
GCA_000489135.1_357	1	1507
GCA_000489135.1_350	2	1790
GCA_000489135.1_341	230	2214
GCA_000489135.1_329	138	2340
GCA_000489135.1_327	184	2357
GCA_000489135.1_273	61	4911
GCA_000489135.1_264	55	5044
GCA_000489135.1_181	318	9405
GCA_000489135.1_5	36677	55155
GCA_000489155.1_88	77	18733
GCA_000489155.1_376	54	1215
GCA_000489155.1_361	47	1316
GCA_000489155.1_311	1	2833
GCA_000489155.1_292	3	3552
GCA_000489155.1_247	338	5324
GCA_000489155.1_225	3	5845
GCA_000489155.1_209	23	7121
GCA_000489175.1_373	154	1195
GCA_000489175.1_369	64	1119
GCA_000489175.1_318	2	973
GCA_000489175.1_301	61	2612
GCA_000489175.1_244	334	5320
GCA_000489175.1_215	22	7120
GCA_000489195.1_400	3	929
GCA_000489195.1_399	191	1104
GCA_000489195.1_374	3	1378
GCA_000489195.1_369	3	1555
GCA_000489195.1_359	251	1632
GCA_000489195.1_239	3	6381
GCA_000489195.1_221	210	7344
GCA_000489195.1_215	134	7509
GCA_000489195.1_207	2	7634
GCA_000489195.1_201	103	8496
GCA_000489195.1_171	1	10606
GCA_000489215.1_52	1	27523
GCA_000489215.1_360	47	1553
GCA_000489215.1_337	126	2209
GCA_000489215.1_291	1168	3313
GCA_000489215.1_270	35	4054
GCA_000489215.1_248	337	5326
GCA_000489215.1_216	42	7140
GCA_000489215.1_204	83	7931
GCA_000489215.1_196	3	8552
GCA_000489215.1_154	1	11225
GCA_000489235.1_314	62	3336
GCA_000489235.1_304	141	3671
GCA_000489235.1_221	43	7141
GCA_000489235.1_2	37	22087
GCA_000489275.1_389	2	1538
GCA_000489275.1_376	2	1725
GCA_000489275.1_374	79	1841
GCA_000489275.1_359	184	2107
GCA_000489275.1_259	49	5035
GCA_000489275.1_221	24	7122
GCA_000489295.1_369	2	1157
GCA_000489295.1_357	93	1474
GCA_000489295.1_289	1	3355
GCA_000489295.1_264	2	4260
GCA_000489295.1_216	627	6533
GCA_000489295.1_201	2	7571
GCA_000489295.1_174	281	9380
GCA_000489435.1_494	3	1013
GCA_000489435.1_492	289	1040
GCA_000489435.1_486	42	1200
GCA_000489435.1_436	36	1871
GCA_000489435.1_4	41	46975
GCA_000489435.1_376	2	3179
GCA_000489435.1_310	2	5162
GCA_000489435.1_302	329	5315
GCA_000489435.1_275	2	6313
GCA_000489435.1_243	30	7128
GCA_000489435.1_236	2	7539
GCA_000489435.1_209	102	8292
GCA_000489435.1_200	457	8917
GCA_000489435.1_188	1	9088
GCA_000489435.1_183	27	9500
GCA_000489435.1_166	50	9976
GCA_000489495.1_485	2	1172
GCA_000489495.1_295	37	5023
GCA_000489495.1_264	2	6502
GCA_000489495.1_252	466	6846
GCA_000489495.1_196	3	8959
GCA_000489515.1_492	1	1041
GCA_000489515.1_453	1	1578
GCA_000489515.1_444	44	1697
GCA_000489515.1_437	222	1730
GCA_000489515.1_434	3	1689
GCA_000489515.1_430	162	1885
GCA_000489515.1_408	3	2237
GCA_000489515.1_407	2	2238
GCA_000489515.1_335	2	3654
GCA_000489515.1_320	4	3860
GCA_000489515.1_309	37	4566
GCA_000489515.1_285	335	5324
GCA_000489515.1_25	1340	30136
GCA_000489515.1_237	89	7133
GCA_000489515.1_197	2	8889
GCA_000489515.1_192	308	9236
GCA_000489515.1_179	127	9614
GCA_000489515.1_172	1	10446
GCA_000489535.1_354	49	1157
GCA_000489535.1_315	3	1705
GCA_000489535.1_252	105	4291
GCA_000489535.1_208	71	7121
GCA_000489535.1_181	266	8456
GCA_000489555.1_73	93	22154
GCA_000489555.1_331	1	1930
GCA_000489555.1_329	2	1956
GCA_000489555.1_300	1	2827
GCA_000489555.1_275	178	3865
GCA_000489555.1_256	1	4928
GCA_000489555.1_246	42	5031
GCA_000489555.1_212	92	7059
GCA_000489555.1_210	47	7145
GCA_000489555.1_174	1	9085
GCA_000489555.1_164	1	10249
GCA_000489635.1_97	81	19264
GCA_000489635.1_235	39	5028
GCA_000489635.1_214	343	6655
GCA_000489635.1_212	3	6575
GCA_000489635.1_194	1	7346
GCA_000489635.1_160	468	10276
GCA_000489635.1_123	72	14444
GCA_000489655.1_328	85	1384
GCA_000489655.1_316	2	1654
GCA_000489655.1_256	24	3570
GCA_000489655.1_215	3	6073
GCA_000489655.1_194	64	7162
GCA_000489655.1_173	160	8792
GCA_000489655.1_166	296	9383
GCA_000489675.1_45	27	26839
GCA_000489675.1_346	2	1406
GCA_000489675.1_339	1	1770
GCA_000489675.1_334	92	1836
GCA_000489675.1_286	23	3378
GCA_000489675.1_222	36	7134
GCA_000489775.1_98	244	18157
GCA_000489775.1_71	56	23440
GCA_000489775.1_60	47	26847
GCA_000489775.1_266	2	2805
GCA_000489775.1_208	44	7142
GCA_000489775.1_206	3	7320
GCA_000489775.1_18	3	46675
GCA_000489775.1_171	285	9441
GCA_000489775.1_169	28	9501
GCA_000489775.1_157	38	11034
GCA_000489775.1_132	2	13756
GCA_000489815.1_311	25	1348
GCA_000489815.1_284	65	2016
GCA_000489815.1_282	119	1892
GCA_000489815.1_278	421	2095
GCA_000489815.1_270	152	2195
GCA_000489815.1_215	1	5590
GCA_000489815.1_161	1	9157
GCA_000489815.1_151	494	10967
GCA_000489815.1_150	52	9887
GCA_000489815.1_139	398	12547
GCA_000489875.1_367	16	1106
GCA_000489875.1_360	65	1215
GCA_000489875.1_342	1	1495
GCA_000489875.1_307	230	2348
GCA_000489875.1_294	2	2722
GCA_000489875.1_290	3	2957
GCA_000489875.1_278	105	3167
GCA_000489875.1_199	87	6549
GCA_000489895.1_79	39	22325
GCA_000489895.1_52	3	31886
GCA_000489895.1_273	1	1814
GCA_000489895.1_162	262	9346
GCA_000489895.1_119	3	15076
GCA_000489935.1_66	127	25197
GCA_000489935.1_287	2	1563
GCA_000489935.1_286	2	1576
GCA_000489935.1_255	614	2858
GCA_000489935.1_224	2	5231
GCA_000489935.1_207	1	6452
GCA_000489935.1_172	1	9091
GCA_000489955.1_581	59	1300
GCA_000489955.1_569	37	1507
GCA_000489955.1_553	267	1648
GCA_000489955.1_549	2	1791
GCA_000489955.1_486	32	2500
GCA_000489955.1_475	45	2824
GCA_000489955.1_458	320	3022
GCA_000489955.1_391	53	3918
GCA_000489955.1_254	40	7138
GCA_000489955.1_248	3	7137
GCA_000489955.1_2	1	42095
GCA_000489955.1_155	62	11087
GCA_000489975.1_568	76	1318
GCA_000489975.1_557	2	1396
GCA_000489975.1_451	137	2858
GCA_000489975.1_439	1	3274
GCA_000489975.1_420	1	3405
GCA_000489975.1_4	332	38484
GCA_000489975.1_340	2	4734
GCA_000489975.1_280	36	6414
GCA_000489975.1_210	73	8264
GCA_000489975.1_181	1	9088
GCA_000489975.1_178	29	9502
GCA_000490015.1_563	38	1315
GCA_000490015.1_551	64	1571
GCA_000490015.1_541	46	1600
GCA_000490015.1_530	1	1814
GCA_000490015.1_426	115	3179
GCA_000490015.1_388	3	3669
GCA_000490015.1_255	45	6940
GCA_000490015.1_250	35	7133
GCA_000490015.1_245	78	7195
GCA_000490015.1_243	3	7137
GCA_000490015.1_191	3	8849
GCA_000490035.1_70	2	17839
GCA_000490035.1_585	44	1202
GCA_000490035.1_57	1	19450
GCA_000490035.1_539	3	1655
GCA_000490035.1_522	136	1792
GCA_000490035.1_520	56	1634
GCA_000490035.1_427	1	3064
GCA_000490035.1_390	391	3750
GCA_000490035.1_349	18	4603
GCA_000490035.1_251	22	7120
GCA_000490035.1_218	71	8261
GCA_000490035.1_165	99	10165
GCA_000490035.1_33	65	17501
GCA_000490055.1_583	3	1019
GCA_000490055.1_562	2	1383
GCA_000490055.1_478	313	2339
GCA_000490055.1_447	78	2598
GCA_000490055.1_414	1	3456
GCA_000490055.1_391	2	3613
GCA_000490055.1_281	35	6264
GCA_000490055.1_245	24	7122
GCA_000490055.1_209	74	8264
GCA_000490055.1_185	267	9358
GCA_000490055.1_162	73	10157
GCA_000490055.1_156	37	10179
GCA_000490075.1_596	3	982
GCA_000490075.1_582	2	1133
GCA_000490075.1_553	1	1327
GCA_000490075.1_535	63	1570
GCA_000490075.1_517	2	1707
GCA_000490075.1_485	296	2226
GCA_000490075.1_450	106	2777
GCA_000490075.1_381	40	3762
GCA_000490075.1_247	39	7137
GCA_000490075.1_215	69	8259
GCA_000490075.1_185	332	9416
GCA_000490075.1_162	1	10683
GCA_000490075.1_15	96	33026
GCA_000490095.1_589	3	1153
GCA_000490095.1_540	2	1659
GCA_000490095.1_520	24	1839
GCA_000490095.1_482	74	1946
GCA_000490095.1_395	597	3450
GCA_000490095.1_203	266	8455
GCA_000490095.1_201	41	8508
GCA_000490095.1_184	28	9070
GCA_000490095.1_168	1	9524
GCA_000490135.1_642	73	1081
GCA_000490135.1_585	134	1641
GCA_000490135.1_570	54	1809
GCA_000490135.1_520	115	2190
GCA_000490135.1_498	3	2622
GCA_000490135.1_482	43	2512
GCA_000490135.1_408	26	3943
GCA_000490135.1_333	1	5251
GCA_000490135.1_295	1	5847
GCA_000490135.1_203	266	8456
GCA_000490135.1_202	37	8500
GCA_000490135.1_180	1	9088
GCA_000490155.1_541	7	1257
GCA_000490155.1_514	3	1598
GCA_000490155.1_504	130	1635
GCA_000490155.1_488	30	1907
GCA_000490155.1_422	1	2780
GCA_000490155.1_366	486	3387
GCA_000490155.1_356	90	3595
GCA_000490155.1_303	327	5316
GCA_000490155.1_29	171	27028
GCA_000490155.1_245	63	7161
GCA_000490155.1_214	73	8263
GCA_000490155.1_187	1	9091
GCA_000490155.1_175	58	10112
GCA_000490155.1_166	34	10743
GCA_000490255.1_68	506	28485
GCA_000490255.1_171	2	4224
GCA_000490255.1_130	111	10249
GCA_000490255.1_129	91	10174
GCA_000490255.1_115	1	12385
GCA_000490275.1_81	188	17659
GCA_000490275.1_533	1	977
GCA_000490275.1_513	42	1197
GCA_000490275.1_309	338	5327
GCA_000490275.1_268	3	6381
GCA_000490275.1_233	131	7488
GCA_000490275.1_213	27	8288
GCA_000490275.1_209	266	8456
GCA_000490315.1_544	110	1055
GCA_000490315.1_528	64	999
GCA_000490315.1_509	1	1269
GCA_000490315.1_499	30	1532
GCA_000490315.1_488	606	1699
GCA_000490315.1_453	351	2041
GCA_000490315.1_352	1	4166
GCA_000490315.1_210	2	7570
GCA_000490315.1_185	241	9307
GCA_000490315.1_157	75	11297
GCA_000490335.1_6	98	41082
GCA_000490335.1_551	65	1215
GCA_000490335.1_377	147	3869
GCA_000490335.1_311	337	5326
GCA_000490335.1_183	1	9085
GCA_000490335.1_180	65	9538
GCA_000490335.1_15	210	26043
GCA_000490415.1_361	2	1238
GCA_000490415.1_348	1	1507
GCA_000490415.1_312	251	2107
GCA_000490415.1_302	166	2829
GCA_000490415.1_275	56	3377
GCA_000490415.1_251	335	5327
GCA_000490415.1_216	22	7120
GCA_000490415.1_173	1	9091
GCA_000490415.1_162	60	10114
GCA_000490515.1_536	49	1350
GCA_000490515.1_529	2	1373
GCA_000490515.1_514	2	1585
GCA_000490515.1_513	3	1238
GCA_000490515.1_512	1	1606
GCA_000490515.1_478	3	1996
GCA_000490515.1_475	1	2032
GCA_000490515.1_453	3	2342
GCA_000490515.1_445	3	2532
GCA_000490515.1_441	3	2253
GCA_000490515.1_410	1	2974
GCA_000490515.1_408	1	2984
GCA_000490515.1_347	3	3823
GCA_000490515.1_341	2	3927
GCA_000490515.1_338	290	3738
GCA_000490515.1_126	2	12521
GCA_000490775.1_443	48	2655
