gene	start	stop	frame	contig	score	phrog	alnScore	seqIdentity	eVal	top_hit	Method	Region	color	annot	category	vfdb_hit	vfdb_alnScore	vfdb_seqIdentity	vfdb_eVal	vfdb_short_name	vfdb_description	vfdb_species	CARD_hit	CARD_alnScore	CARD_seqIdentity	CARD_eVal	CARD_species	ARO_Accession	CARD_short_name	Protein_Accession	DNA_Accession	AMR_Gene_Family	Drug_Class	Resistance_Mechanism	count	locus_tag
RRMKYUPI_CDS_0015	8281	8901	+	GCA_013114135.1_14|18607-61852	-6603.283746506698	1891	179.0	0.496	4.678e-54	NC_031036_p48	PHANOTATE	CDS	#ffdf59	HNH endonuclease	DNA, RNA and nucleotide metabolism	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	0015	RRMKYUPI_CDS_0015
RRMKYUPI_CDS_0016	8898	9776	+	GCA_013114135.1_14|18607-61852	-122795.07545144606	8540	127.0	0.564	9.242e-36	KU160658_p23	PHANOTATE	CDS	#ffdf59	replication initiation O-like	DNA, RNA and nucleotide metabolism	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	0016	RRMKYUPI_CDS_0016
RRMKYUPI_CDS_0017	9763	10182	+	GCA_013114135.1_14|18607-61852	-75.32067365492105	25641	259.0	0.889	3.121e-83	p396475 VI_08402	PHANOTATE	CDS	#c9c9c9	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	0017	RRMKYUPI_CDS_0017
RRMKYUPI_CDS_0018	10182	10781	+	GCA_013114135.1_14|18607-61852	-554.3991091876977	127	55.0	0.271	7.959e-12	p219679 VI_05723	PHANOTATE	CDS	#a861e3	anti-termination protein Q-like	transcription regulation	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	0018	RRMKYUPI_CDS_0018
RRMKYUPI_CDS_0019	10802	10912	+	GCA_013114135.1_14|18607-61852	-0.0736011574545759	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROG	PHANOTATE	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	0019	RRMKYUPI_CDS_0019
RRMKYUPI_CDS_0020	12988	11084	-	GCA_013114135.1_14|18607-61852	-42906078846768.66	8572	175.0	0.357	1.935e-48	p284602 VI_03272	PHANOTATE	CDS	#c9c9c9	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	0020	RRMKYUPI_CDS_0020
RRMKYUPI_CDS_0021	13211	13119	-	GCA_013114135.1_14|18607-61852	-1.2726871549138703	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROG	PHANOTATE	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	0021	RRMKYUPI_CDS_0021
RRMKYUPI_CDS_0022	13424	13239	-	GCA_013114135.1_14|18607-61852	-8.251149108402922	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROG	PHANOTATE	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	0022	RRMKYUPI_CDS_0022
RRMKYUPI_CDS_0023	13607	13491	-	GCA_013114135.1_14|18607-61852	-1.6780005754853475	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROG	PHANOTATE	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	0023	RRMKYUPI_CDS_0023
RRMKYUPI_CDS_0024	13632	13901	+	GCA_013114135.1_14|18607-61852	-48.22143113358456	27892	84.0	0.522	3.792e-23	p201850 VI_02938	PHANOTATE	CDS	#c9c9c9	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	0024	RRMKYUPI_CDS_0024
RRMKYUPI_CDS_0025	13894	14325	+	GCA_013114135.1_14|18607-61852	-4152.378673917249	465	70.0	0.299	4.732e-17	p269635 VI_06241	PHANOTATE	CDS	#f35f49	endolysin	lysis	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	0025	RRMKYUPI_CDS_0025
RRMKYUPI_CDS_0026	14376	14645	+	GCA_013114135.1_14|18607-61852	-1.651264864206395	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROG	PHANOTATE	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	0026	RRMKYUPI_CDS_0026
RRMKYUPI_CDS_0027	14648	14857	+	GCA_013114135.1_14|18607-61852	-17.997074690187606	24944	48.0	0.425	1.045e-10	p190955 VI_07687	PHANOTATE	CDS	#c9c9c9	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	0027	RRMKYUPI_CDS_0027
RRMKYUPI_CDS_0028	15101	14937	-	GCA_013114135.1_14|18607-61852	-0.9158517501546942	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROG	PHANOTATE	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	0028	RRMKYUPI_CDS_0028
RRMKYUPI_CDS_0029	15339	15241	-	GCA_013114135.1_14|18607-61852	-0.0637892238313805	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROG	PHANOTATE	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	0029	RRMKYUPI_CDS_0029
RRMKYUPI_CDS_0030	15351	15821	+	GCA_013114135.1_14|18607-61852	-3441.74578715234	141	91.0	0.354	2.627e-24	p69558 VI_02299	PHANOTATE	CDS	#3e83f6	terminase small subunit	head and packaging	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	0030	RRMKYUPI_CDS_0030
RRMKYUPI_CDS_0031	15802	17889	+	GCA_013114135.1_14|18607-61852	-808184799013899.0	15	342.0	0.336	1.9539999999999998e-103	p173497 VI_06341	PHANOTATE	CDS	#3e83f6	terminase large subunit	head and packaging	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	0031	RRMKYUPI_CDS_0031
RRMKYUPI_CDS_0032	17886	18092	+	GCA_013114135.1_14|18607-61852	-16.97262936653912	118	53.0	0.529	9.197e-13	p69560 VI_02299	PHANOTATE	CDS	#35d7ff	head-tail adaptor	connector	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	0032	RRMKYUPI_CDS_0032
RRMKYUPI_CDS_0033	18166	19572	+	GCA_013114135.1_14|18607-61852	-6663006445.780104	21	218.0	0.309	1.205e-62	p173499 VI_06341	PHANOTATE	CDS	#3e83f6	portal protein	head and packaging	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	0033	RRMKYUPI_CDS_0033
RRMKYUPI_CDS_0034	19565	21748	+	GCA_013114135.1_14|18607-61852	-5214725233524656.0	133	233.0	0.361	4.033e-68	p182042 VI_07262	PHANOTATE	CDS	#3e83f6	head maturation protease	head and packaging	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	0034	RRMKYUPI_CDS_0034
RRMKYUPI_CDS_0035	21759	22157	+	GCA_013114135.1_14|18607-61852	-1603.7930832059535	122	53.0	0.345	3.993e-12	p369421 VI_11929	PHANOTATE	CDS	#3e83f6	head decoration	head and packaging	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	0035	RRMKYUPI_CDS_0035
RRMKYUPI_CDS_0036	22162	22494	+	GCA_013114135.1_14|18607-61852	-52.39743212668229	28695	63.0	0.426	4.85e-16	p75758 VI_12021	PHANOTATE	CDS	#c9c9c9	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	0036	RRMKYUPI_CDS_0036
RRMKYUPI_CDS_0037	22454	22999	+	GCA_013114135.1_14|18607-61852	-73514.21036598682	27	94.0	0.348	2.573e-25	NC_027981_p9	PHANOTATE	CDS	#35d7ff	tail completion or Neck1 protein	connector	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	0037	RRMKYUPI_CDS_0037
RRMKYUPI_CDS_0038	22899	23471	+	GCA_013114135.1_14|18607-61852	-5528.888608142017	16426	125.0	0.423	9.434e-36	p190981 VI_07687	PHANOTATE	CDS	#c9c9c9	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	0038	RRMKYUPI_CDS_0038
RRMKYUPI_CDS_0039	23440	24156	+	GCA_013114135.1_14|18607-61852	-27426.966190129304	9992	44.0	0.255	9.002e-08	p200092 VI_07688	PHANOTATE	CDS	#07e9a2	baseplate assembly protein	tail	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	0039	RRMKYUPI_CDS_0039
RRMKYUPI_CDS_0040	24153	24488	+	GCA_013114135.1_14|18607-61852	-703.6800465636236	43	52.0	0.307	2.204e-11	p108457 VI_04298	PHANOTATE	CDS	#07e9a2	baseplate wedge subunit	tail	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	0040	RRMKYUPI_CDS_0040
RRMKYUPI_CDS_0041	24485	25465	+	GCA_013114135.1_14|18607-61852	-79339254.14603105	4226	55.0	0.246	2.006e-11	p428496 VI_02892	PHANOTATE	CDS	#07e9a2	baseplate protein	tail	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	0041	RRMKYUPI_CDS_0041
RRMKYUPI_CDS_0042	25449	26078	+	GCA_013114135.1_14|18607-61852	-6030.886461448917	48	106.0	0.345	9.51e-29	p200917 VI_08608	PHANOTATE	CDS	#07e9a2	tail protein	tail	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	0042	RRMKYUPI_CDS_0042
RRMKYUPI_CDS_0043	26059	27429	+	GCA_013114135.1_14|18607-61852	-369947147.27229375	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROG	PHANOTATE	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	0043	RRMKYUPI_CDS_0043
RRMKYUPI_CDS_0044	27426	27785	+	GCA_013114135.1_14|18607-61852	-1171.2330977413817	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROG	PHANOTATE	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	0044	RRMKYUPI_CDS_0044
RRMKYUPI_CDS_0045	27881	28114	+	GCA_013114135.1_14|18607-61852	-24.1171181677004	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROG	PHANOTATE	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	0045	RRMKYUPI_CDS_0045
RRMKYUPI_CDS_0046	28114	29298	+	GCA_013114135.1_14|18607-61852	-24294402.05151318	23	64.0	0.22	2.816e-13	NC_017972_p61	PHANOTATE	CDS	#07e9a2	tail sheath	tail	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	0046	RRMKYUPI_CDS_0046
RRMKYUPI_CDS_0047	29288	29776	+	GCA_013114135.1_14|18607-61852	-758.6026439868609	55	59.0	0.264	3.025e-13	p363376 VI_00073	PHANOTATE	CDS	#35d7ff	head closure	connector	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	0047	RRMKYUPI_CDS_0047
RRMKYUPI_CDS_0048	29856	30527	+	GCA_013114135.1_14|18607-61852	-454780.7503525263	17026	123.0	0.429	3.34e-35	p161962 VI_09828	PHANOTATE	CDS	#c9c9c9	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	0048	RRMKYUPI_CDS_0048
RRMKYUPI_CDS_0049	30584	30688	+	GCA_013114135.1_14|18607-61852	-6.802144647469903	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROG	PHANOTATE	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	0049	RRMKYUPI_CDS_0049
RRMKYUPI_CDS_0050	30681	33737	+	GCA_013114135.1_14|18607-61852	-8.424683777571214e+17	28	130.0	0.229	4.2669999999999995e-33	p348226 VI_02582	PHANOTATE	CDS	#07e9a2	tail length tape measure protein	tail	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	0050	RRMKYUPI_CDS_0050
RRMKYUPI_CDS_0051	33749	34129	+	GCA_013114135.1_14|18607-61852	-43.79627465901472	76	56.0	0.293	2.734e-12	p258311 VI_01887	PHANOTATE	CDS	#07e9a2	tail protein	tail	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	0051	RRMKYUPI_CDS_0051
RRMKYUPI_CDS_0052	34113	34316	+	GCA_013114135.1_14|18607-61852	-4.981151079549612	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROG	PHANOTATE	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	0052	RRMKYUPI_CDS_0052
RRMKYUPI_CDS_0053	34316	35290	+	GCA_013114135.1_14|18607-61852	-3119461.033746072	52	168.0	0.337	4.323e-48	KY290949_p37	PHANOTATE	CDS	#07e9a2	tail protein	tail	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	0053	RRMKYUPI_CDS_0053
RRMKYUPI_CDS_0054	35291	36541	+	GCA_013114135.1_14|18607-61852	-619618704.8362997	1	71.0	0.213	8.668e-16	p428256 VI_04636	PHANOTATE	CDS	#fea328	integrase	integration and excision	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	0054	RRMKYUPI_CDS_0054
RRMKYUPI_CDS_0055	36599	36886	+	GCA_013114135.1_14|18607-61852	-23.658029352600384	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROG	PHANOTATE	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	0055	RRMKYUPI_CDS_0055
RRMKYUPI_CDS_0056	37132	36890	-	GCA_013114135.1_14|18607-61852	-20.548152556151184	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROG	PHANOTATE	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	0056	RRMKYUPI_CDS_0056
RRMKYUPI_CDS_0057	37258	37142	-	GCA_013114135.1_14|18607-61852	-1.4240345343547345	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROG	PHANOTATE	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	0057	RRMKYUPI_CDS_0057
RRMKYUPI_CDS_0058	37471	37283	-	GCA_013114135.1_14|18607-61852	-26.22123554016341	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROG	PHANOTATE	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	0058	RRMKYUPI_CDS_0058
RRMKYUPI_CDS_0059	37599	37486	-	GCA_013114135.1_14|18607-61852	-0.0941572785132314	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROG	PHANOTATE	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	0059	RRMKYUPI_CDS_0059
RRMKYUPI_CDS_0060	37679	38443	+	GCA_013114135.1_14|18607-61852	-74486.45144806852	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROG	PHANOTATE	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	0060	RRMKYUPI_CDS_0060
RRMKYUPI_CDS_0061	38496	38645	+	GCA_013114135.1_14|18607-61852	-0.9750053006925576	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROG	PHANOTATE	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	0061	RRMKYUPI_CDS_0061
RRMKYUPI_CDS_0062	38698	38811	+	GCA_013114135.1_14|18607-61852	-0.3913882213429714	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROG	PHANOTATE	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	0062	RRMKYUPI_CDS_0062
RRMKYUPI_CDS_0063	38822	38968	+	GCA_013114135.1_14|18607-61852	-0.0831044142824653	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROG	PHANOTATE	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	0063	RRMKYUPI_CDS_0063
RRMKYUPI_CDS_0064	39041	40969	+	GCA_013114135.1_14|18607-61852	-3690057481929160.0	18916	1204.0	0.904	0.0	p25217 VI_09041	PHANOTATE	CDS	#c9c9c9	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	0064	RRMKYUPI_CDS_0064
RRMKYUPI_CDS_0065	41134	41523	+	GCA_013114135.1_14|18607-61852	-431.2632548444782	9787	171.0	0.682	5.662e-52	NC_025447_p47	PHANOTATE	CDS	#838383	translation initiation factor	other	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	0065	RRMKYUPI_CDS_0065
RRMKYUPI_CDS_0066	41629	41823	+	GCA_013114135.1_14|18607-61852	-6.901791207150013	25434	102.0	0.75	7.543e-30	p87351 VI_03433	PHANOTATE	CDS	#c9c9c9	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	0066	RRMKYUPI_CDS_0066
RRMKYUPI_CDS_0067	41863	42216	+	GCA_013114135.1_14|18607-61852	-728.938938279157	19526	251.0	1.0	8.605e-81	p87352 VI_03433	PHANOTATE	CDS	#c9c9c9	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	0067	RRMKYUPI_CDS_0067
RRMKYUPI_CDS_0068	43246	42284	-	GCA_013114135.1_14|18607-61852	-5516198.9048310965	216	103.0	0.334	2.987e-27	p381219 VI_06799	PHANOTATE	CDS	#fea328	integrase	integration and excision	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	0068	RRMKYUPI_CDS_0068
