gene	start	stop	frame	contig	score	phrog	alnScore	seqIdentity	eVal	top_hit	Method	Region	color	annot	category	vfdb_hit	vfdb_alnScore	vfdb_seqIdentity	vfdb_eVal	vfdb_species	vfdb_short_name	vfdb_description	CARD_hit	CARD_alnScore	CARD_seqIdentity	CARD_eVal	CARD_species	ARO_Accession	CARD_short_name	Protein_Accession	DNA_Accession	AMR_Gene_Family	Drug_Class	Resistance_Mechanism	count	locus_tag
AAWYSANS_CDS_0012	5960	6055	+	GCA_000338875.1_34_202-75385	-0.0598857556172741	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROG	PHANOTATE	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	0012	AAWYSANS_CDS_0012
AAWYSANS_CDS_0013	6059	7813	+	GCA_000338875.1_34_202-75385	-212715911922.8768	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROG	PHANOTATE	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	0013	AAWYSANS_CDS_0013
AAWYSANS_CDS_0014	7816	8523	+	GCA_000338875.1_34_202-75385	-7188.212326798149	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROG	PHANOTATE	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	0014	AAWYSANS_CDS_0014
AAWYSANS_CDS_0015	8520	9638	+	GCA_000338875.1_34_202-75385	-68115.37018201691	25114	41.0	0.525	4.283e-07	p70819 VI_05598	PHANOTATE	CDS	#c9c9c9	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	0015	AAWYSANS_CDS_0015
AAWYSANS_CDS_0016	9770	10081	+	GCA_000338875.1_34_202-75385	-18.37271400486777	38046	99.0	1.0	9.352999999999999e-29	p185311 VI_11786	PHANOTATE	CDS	#c9c9c9	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	0016	AAWYSANS_CDS_0016
AAWYSANS_CDS_0017	10150	10668	+	GCA_000338875.1_34_202-75385	-978.9721194384388	315	140.0	0.481	8.186999999999999e-41	NC_021802_p101	PHANOTATE	CDS	#f35f49	endolysin	lysis	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	0017	AAWYSANS_CDS_0017
AAWYSANS_CDS_0018	10678	10836	+	GCA_000338875.1_34_202-75385	-16.80737399847684	4712	64.0	0.699	4.907e-17	NC_013651_p44	PHANOTATE	CDS	#f35f49	holin	lysis	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	0018	AAWYSANS_CDS_0018
AAWYSANS_CDS_0019	10878	11099	+	GCA_000338875.1_34_202-75385	-12.738665626252086	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROG	PHANOTATE	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	0019	AAWYSANS_CDS_0019
AAWYSANS_CDS_0020	11112	11333	+	GCA_000338875.1_34_202-75385	-29.167227424012875	25098	179.0	1.0	1.558e-56	p185315 VI_11786	PHANOTATE	CDS	#c9c9c9	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	0020	AAWYSANS_CDS_0020
AAWYSANS_CDS_0021	11336	11914	+	GCA_000338875.1_34_202-75385	-1351.019050332794	6609	318.0	0.785	5.9830000000000005e-102	p231837 VI_06592	PHANOTATE	CDS	#c9c9c9	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	0021	AAWYSANS_CDS_0021
AAWYSANS_CDS_0022	11926	12186	+	GCA_000338875.1_34_202-75385	-33.80861246792678	6699	122.0	0.681	3.738e-36	p231838 VI_06592	PHANOTATE	CDS	#c9c9c9	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	0022	AAWYSANS_CDS_0022
AAWYSANS_CDS_0023	12197	12340	+	GCA_000338875.1_34_202-75385	-1.4807263355977225	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROG	PHANOTATE	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	0023	AAWYSANS_CDS_0023
AAWYSANS_CDS_0024	12303	13307	+	GCA_000338875.1_34_202-75385	-249283.3492535396	10452	246.0	0.751	2.101e-77	p214738 VI_11622	PHANOTATE	CDS	#c9c9c9	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	0024	AAWYSANS_CDS_0024
AAWYSANS_CDS_0025	13370	14575	+	GCA_000338875.1_34_202-75385	-20956420.113783035	334	514.0	0.65	6.524e-166	p44041 VI_02700	PHANOTATE	CDS	#3e83f6	major head protein	head and packaging	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	0025	AAWYSANS_CDS_0025
AAWYSANS_CDS_0026	14590	14970	+	GCA_000338875.1_34_202-75385	-163.46362411500849	486	153.0	0.609	2.679e-46	p44040 VI_02700	PHANOTATE	CDS	#3e83f6	virion structural protein	head and packaging	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	0026	AAWYSANS_CDS_0026
AAWYSANS_CDS_0027	15028	15492	+	GCA_000338875.1_34_202-75385	-3383.3338191912308	482	265.0	0.827	2.654e-84	p422493 VI_01998	PHANOTATE	CDS	#c9c9c9	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	0027	AAWYSANS_CDS_0027
AAWYSANS_CDS_0028	15495	16094	+	GCA_000338875.1_34_202-75385	-7070.852848817751	437	151.0	0.441	4.732999999999999e-44	MF042361_p17	PHANOTATE	CDS	#3e83f6	virion structural protein	head and packaging	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	0028	AAWYSANS_CDS_0028
AAWYSANS_CDS_0029	16094	16723	+	GCA_000338875.1_34_202-75385	-12936.255380048337	399	173.0	0.447	2.2239999999999997e-51	p26986 VI_03058	PHANOTATE	CDS	#3e83f6	structural protein	head and packaging	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	0029	AAWYSANS_CDS_0029
AAWYSANS_CDS_0030	16723	19146	+	GCA_000338875.1_34_202-75385	-1116005735720.9429	36330	1925.0	1.0	0.0	p185244 VI_11784	PHANOTATE	CDS	#c9c9c9	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	0030	AAWYSANS_CDS_0030
AAWYSANS_CDS_0031	19143	19241	+	GCA_000338875.1_34_202-75385	-2.474221949445256	36330	89.0	1.0	2.664e-20	p185244 VI_11784	PHANOTATE	CDS	#c9c9c9	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	0031	AAWYSANS_CDS_0031
AAWYSANS_CDS_0032	19314	20921	+	GCA_000338875.1_34_202-75385	-297667053.68751734	511	220.0	0.318	6.943e-63	p395194 VI_01310	PHANOTATE	CDS	#3e83f6	internal virion protein	head and packaging	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	0032	AAWYSANS_CDS_0032
AAWYSANS_CDS_0033	20921	22897	+	GCA_000338875.1_34_202-75385	-981987509.6662192	496	448.0	0.51	1.87e-141	p281357 VI_09996	PHANOTATE	CDS	#07e9a2	tail fiber protein	tail	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	0033	AAWYSANS_CDS_0033
AAWYSANS_CDS_0034	22905	23264	+	GCA_000338875.1_34_202-75385	-116.04490068444542	35787	307.0	1.0	5.464e-100	p185329 VI_11786	PHANOTATE	CDS	#c9c9c9	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	0034	AAWYSANS_CDS_0034
AAWYSANS_CDS_0035	23251	23646	+	GCA_000338875.1_34_202-75385	-971.3654035554692	610	197.0	0.834	1.014e-61	p185330 VI_11786	PHANOTATE	CDS	#c9c9c9	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	0035	AAWYSANS_CDS_0035
AAWYSANS_CDS_0036	23646	24296	+	GCA_000338875.1_34_202-75385	-3207.660347314561	611	128.0	0.663	5.016e-37	p37027 VI_01908	PHANOTATE	CDS	#c9c9c9	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	0036	AAWYSANS_CDS_0036
AAWYSANS_CDS_0037	24300	24677	+	GCA_000338875.1_34_202-75385	-465.65209020810096	596	215.0	0.827	6.398e-68	p185332 VI_11786	PHANOTATE	CDS	#c9c9c9	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	0037	AAWYSANS_CDS_0037
AAWYSANS_CDS_0038	24680	24940	+	GCA_000338875.1_34_202-75385	-12.008994594386664	594	136.0	0.76	5.375999999999999e-41	p185251 VI_11784	PHANOTATE	CDS	#c9c9c9	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	0038	AAWYSANS_CDS_0038
AAWYSANS_CDS_0039	24940	26418	+	GCA_000338875.1_34_202-75385	-86740501109.88162	601	233.0	0.596	1.857e-70	p280433 VI_07926	PHANOTATE	CDS	#c9c9c9	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	0039	AAWYSANS_CDS_0039
AAWYSANS_CDS_0040	26591	26415	-	GCA_000338875.1_34_202-75385	-6.795180725936207	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROG	PHANOTATE	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	0040	AAWYSANS_CDS_0040
AAWYSANS_CDS_0041	28767	26551	-	GCA_000338875.1_34_202-75385	-7719016504828240.0	13933	1410.0	0.914	0.0	p185335 VI_11786	PHANOTATE	CDS	#ffdf59	nuclease	DNA, RNA and nucleotide metabolism	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	0041	AAWYSANS_CDS_0041
AAWYSANS_CDS_0042	29051	28959	-	GCA_000338875.1_34_202-75385	-0.6614444264551776	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROG	PHANOTATE	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	0042	AAWYSANS_CDS_0042
AAWYSANS_CDS_0043	29288	29076	-	GCA_000338875.1_34_202-75385	-8.856542554831652	729	118.0	0.805	2.901e-35	p93651 VI_03852	PHANOTATE	CDS	#838383	cold shock protein	other	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	0043	AAWYSANS_CDS_0043
AAWYSANS_CDS_0044	29587	29691	+	GCA_000338875.1_34_202-75385	-9.618728261921415	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROG	PHANOTATE	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	0044	AAWYSANS_CDS_0044
AAWYSANS_CDS_0045	30048	29920	-	GCA_000338875.1_34_202-75385	-0.0974974383703146	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROG	PHANOTATE	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	0045	AAWYSANS_CDS_0045
AAWYSANS_CDS_0046	30038	30241	+	GCA_000338875.1_34_202-75385	-128.02317260759435	35967	174.0	1.0	7.026e-55	p185337 VI_11786	PHANOTATE	CDS	#c9c9c9	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	0046	AAWYSANS_CDS_0046
AAWYSANS_CDS_0047	30336	30244	-	GCA_000338875.1_34_202-75385	-0.0945082806159006	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROG	PHANOTATE	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	0047	AAWYSANS_CDS_0047
AAWYSANS_CDS_0048	30492	30352	-	GCA_000338875.1_34_202-75385	-25.375126558878343	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROG	PHANOTATE	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	0048	AAWYSANS_CDS_0048
AAWYSANS_CDS_0049	30766	30536	-	GCA_000338875.1_34_202-75385	-31.42193816596933	28520	196.0	1.0	2.245e-62	p185338 VI_11786	PHANOTATE	CDS	#c9c9c9	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	0049	AAWYSANS_CDS_0049
AAWYSANS_CDS_0050	31053	30937	-	GCA_000338875.1_34_202-75385	-0.0760742956245527	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROG	PHANOTATE	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	0050	AAWYSANS_CDS_0050
AAWYSANS_CDS_0051	31220	31062	-	GCA_000338875.1_34_202-75385	-2.6123320069277	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROG	PHANOTATE	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	0051	AAWYSANS_CDS_0051
AAWYSANS_CDS_0052	31224	31397	+	GCA_000338875.1_34_202-75385	-0.6666635608493399	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROG	PHANOTATE	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	0052	AAWYSANS_CDS_0052
AAWYSANS_CDS_0053	31455	33152	+	GCA_000338875.1_34_202-75385	-311041773.1687152	37568	912.0	1.0	1.945e-285	p185340 VI_11786	PHANOTATE	CDS	#c9c9c9	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	0053	AAWYSANS_CDS_0053
AAWYSANS_CDS_0054	33080	37888	+	GCA_000338875.1_34_202-75385	-4.360875807140776e+27	37568	2449.0	1.0	0.0	p185340 VI_11786	PHANOTATE	CDS	#c9c9c9	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	0054	AAWYSANS_CDS_0054
AAWYSANS_CDS_0055	37909	44163	+	GCA_000338875.1_34_202-75385	-1.3328081949870957e+38	11358	349.0	0.442	3.3980000000000004e-98	KC262634_p60	PHANOTATE	CDS	#c9c9c9	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	0055	AAWYSANS_CDS_0055
AAWYSANS_CDS_0056	44307	44672	+	GCA_000338875.1_34_202-75385	-26.913808988165176	33249	295.0	1.0	1.025e-95	p185260 VI_11784	PHANOTATE	CDS	#c9c9c9	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	0056	AAWYSANS_CDS_0056
AAWYSANS_CDS_0057	44910	44716	-	GCA_000338875.1_34_202-75385	-7.703661091086943	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROG	PHANOTATE	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	0057	AAWYSANS_CDS_0057
AAWYSANS_CDS_0058	45068	44910	-	GCA_000338875.1_34_202-75385	-0.4688078261383922	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROG	PHANOTATE	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	0058	AAWYSANS_CDS_0058
AAWYSANS_CDS_0059	45227	45105	-	GCA_000338875.1_34_202-75385	-4.265732116959909	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROG	PHANOTATE	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	0059	AAWYSANS_CDS_0059
AAWYSANS_CDS_0060	45333	46307	+	GCA_000338875.1_34_202-75385	-3980893.690889268	30831	805.0	1.0	1.8450000000000002e-268	p185262 VI_11784	PHANOTATE	CDS	#c9c9c9	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	0060	AAWYSANS_CDS_0060
AAWYSANS_CDS_0061	46338	47369	+	GCA_000338875.1_34_202-75385	-939651.9837018691	25791	746.0	1.0	1.1380000000000001e-247	p185346 VI_11786	PHANOTATE	CDS	#c9c9c9	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	0061	AAWYSANS_CDS_0061
AAWYSANS_CDS_0062	47374	47466	+	GCA_000338875.1_34_202-75385	-0.1841862403049578	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROG	PHANOTATE	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	0062	AAWYSANS_CDS_0062
AAWYSANS_CDS_0063	48814	47453	-	GCA_000338875.1_34_202-75385	-1855303550.5553148	857	145.0	0.328	1.18e-38	p280816 VI_02251	PHANOTATE	CDS	#c9c9c9	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	0063	AAWYSANS_CDS_0063
AAWYSANS_CDS_0064	49499	48807	-	GCA_000338875.1_34_202-75385	-43102.91202032727	731	153.0	0.46	1.3909999999999998e-44	p399702 VI_01090	PHANOTATE	CDS	#c9c9c9	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	0064	AAWYSANS_CDS_0064
AAWYSANS_CDS_0065	49623	49480	-	GCA_000338875.1_34_202-75385	-2.881786181233105	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROG	PHANOTATE	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	0065	AAWYSANS_CDS_0065
AAWYSANS_CDS_0066	49975	49598	-	GCA_000338875.1_34_202-75385	-109.20804143225811	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROG	PHANOTATE	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	0066	AAWYSANS_CDS_0066
AAWYSANS_CDS_0067	50003	50122	+	GCA_000338875.1_34_202-75385	-7.0203312525966135	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROG	PHANOTATE	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	0067	AAWYSANS_CDS_0067
AAWYSANS_CDS_0068	50152	50313	+	GCA_000338875.1_34_202-75385	-2.7409819029085964	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROG	PHANOTATE	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	0068	AAWYSANS_CDS_0068
AAWYSANS_CDS_0069	51247	50300	-	GCA_000338875.1_34_202-75385	-277373.1750442864	5304	89.0	0.275	1.32e-21	p277464 VI_01546	PHANOTATE	CDS	#838383	peptidase	other	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	0069	AAWYSANS_CDS_0069
AAWYSANS_CDS_0070	51378	51244	-	GCA_000338875.1_34_202-75385	-0.1373959240405789	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROG	PHANOTATE	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	0070	AAWYSANS_CDS_0070
AAWYSANS_CDS_0071	51643	51542	-	GCA_000338875.1_34_202-75385	-3.820396965679597	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROG	PHANOTATE	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	0071	AAWYSANS_CDS_0071
AAWYSANS_CDS_0072	51880	51644	-	GCA_000338875.1_34_202-75385	-25.71224134103145	8181	96.0	0.679	1.495e-27	p245454 VI_02414	PHANOTATE	CDS	#c9c9c9	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	0072	AAWYSANS_CDS_0072
AAWYSANS_CDS_0073	52013	51885	-	GCA_000338875.1_34_202-75385	-3.307935268290374	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROG	PHANOTATE	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	0073	AAWYSANS_CDS_0073
AAWYSANS_CDS_0074	52022	52126	+	GCA_000338875.1_34_202-75385	-9.134294592681902	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROG	PHANOTATE	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	0074	AAWYSANS_CDS_0074
AAWYSANS_CDS_0075	52123	52767	+	GCA_000338875.1_34_202-75385	-851.8744505079654	15845	247.0	0.594	2.709e-77	p321767 VI_07097	PHANOTATE	CDS	#c9c9c9	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	0075	AAWYSANS_CDS_0075
AAWYSANS_CDS_0076	52806	52934	+	GCA_000338875.1_34_202-75385	-0.0655161605274404	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROG	PHANOTATE	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	0076	AAWYSANS_CDS_0076
AAWYSANS_CDS_0077	53138	53049	-	GCA_000338875.1_34_202-75385	-4.640844173836891	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROG	PHANOTATE	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	0077	AAWYSANS_CDS_0077
AAWYSANS_CDS_0078	53552	53184	-	GCA_000338875.1_34_202-75385	-60.49335269850032	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROG	PHANOTATE	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	0078	AAWYSANS_CDS_0078
AAWYSANS_CDS_0079	53587	54990	+	GCA_000338875.1_34_202-75385	-416597.2628612913	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROG	PHANOTATE	CDS	None	hypothetical protein	unknown function	VFG007280(gb|WP_000782181) (hap/vvp) hemagglutinin/proteinase HapA [HAP (VF0620) - Exoenzyme (VFC0251)] [Vibrio cholerae O1 biovar El Tor str. N16961]	768.0	0.911	3.987e-250	Vibrio cholerae O1 biovar El Tor str. N16961	hap/vvp	hemagglutinin/proteinase HapA	None	None	None	None	None	None	None	None	None	None	None	None	0079	AAWYSANS_CDS_0079
AAWYSANS_CDS_0080	55016	55129	+	GCA_000338875.1_34_202-75385	-0.154042179783501	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROG	PHANOTATE	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	0080	AAWYSANS_CDS_0080
