gene	start	stop	frame	contig	score	phrog	alnScore	seqIdentity	eVal	top_hit	Method	Region	color	annot	category	vfdb_hit	vfdb_alnScore	vfdb_seqIdentity	vfdb_eVal	vfdb_short_name	vfdb_description	vfdb_species	CARD_hit	CARD_alnScore	CARD_seqIdentity	CARD_eVal	CARD_species	ARO_Accession	CARD_short_name	Protein_Accession	DNA_Accession	AMR_Gene_Family	Drug_Class	Resistance_Mechanism	count	locus_tag
NDWSQPNF_CDS_0035	22713	21397	-	GCA_015343595.1_707|467-47381	-256294687.7155968	53	290.0	0.506	1.537e-90	p79242 VI_09122	PHANOTATE	CDS	#3e83f6	head maturation protease	head and packaging	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	0035	NDWSQPNF_CDS_0035
NDWSQPNF_CDS_0036	24292	22706	-	GCA_015343595.1_707|467-47381	-22430528704.641502	21	477.0	0.516	3.993e-151	p173499 VI_06341	PHANOTATE	CDS	#3e83f6	portal protein	head and packaging	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	0036	NDWSQPNF_CDS_0036
NDWSQPNF_CDS_0037	24501	24292	-	GCA_015343595.1_707|467-47381	-67.82597489168334	75	75.0	0.556	4.0750000000000005e-20	p130745 VI_08611	PHANOTATE	CDS	#35d7ff	head-tail adaptor Ad1	connector	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	0037	NDWSQPNF_CDS_0037
NDWSQPNF_CDS_0038	26499	24502	-	GCA_015343595.1_707|467-47381	-69123318500.58769	15	511.0	0.459	3.791e-161	p173497 VI_06341	PHANOTATE	CDS	#3e83f6	terminase large subunit	head and packaging	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	0038	NDWSQPNF_CDS_0038
NDWSQPNF_CDS_0039	26977	26387	-	GCA_015343595.1_707|467-47381	-3567.060832323868	57	64.0	0.274	8.475e-15	p277333 VI_02593	PHANOTATE	CDS	#3e83f6	terminase small subunit	head and packaging	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	0039	NDWSQPNF_CDS_0039
NDWSQPNF_CDS_0040	27312	27106	-	GCA_015343595.1_707|467-47381	-4.099651601371324	1356	42.0	0.321	1.326e-08	NC_023590_p44	PHANOTATE	CDS	#f35f49	holin	lysis	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	0040	NDWSQPNF_CDS_0040
NDWSQPNF_CDS_0041	27463	27299	-	GCA_015343595.1_707|467-47381	-55.83390092118234	28184	99.0	0.938	5.632e-29	p121661 VI_07689	PHANOTATE	CDS	#c9c9c9	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	0041	NDWSQPNF_CDS_0041
NDWSQPNF_CDS_0042	27588	27466	-	GCA_015343595.1_707|467-47381	-3.005557273419893	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROG	PHANOTATE	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	0042	NDWSQPNF_CDS_0042
NDWSQPNF_CDS_0043	27834	27730	-	GCA_015343595.1_707|467-47381	-0.3012165269262177	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROG	PHANOTATE	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	0043	NDWSQPNF_CDS_0043
NDWSQPNF_CDS_0044	27983	27804	-	GCA_015343595.1_707|467-47381	-1.4516545453007312	456	42.0	0.385	1.553e-08	p242237 VI_09548	PHANOTATE	CDS	#f35f49	Rz-like spanin	lysis	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	0044	NDWSQPNF_CDS_0044
NDWSQPNF_CDS_0045	28401	27985	-	GCA_015343595.1_707|467-47381	-71.02062032618538	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROG	PHANOTATE	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	0045	NDWSQPNF_CDS_0045
NDWSQPNF_CDS_0046	28972	28391	-	GCA_015343595.1_707|467-47381	-1301.880877432712	7	122.0	0.461	4.904000000000001e-34	NC_001629_p14	PHANOTATE	CDS	#f35f49	endolysin	lysis	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	0046	NDWSQPNF_CDS_0046
NDWSQPNF_CDS_0047	29247	28969	-	GCA_015343595.1_707|467-47381	-8.042753136992046	20	50.0	0.419	1.406e-11	p163162 VI_06681	PHANOTATE	CDS	#f35f49	holin	lysis	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	0047	NDWSQPNF_CDS_0047
NDWSQPNF_CDS_0048	30323	29277	-	GCA_015343595.1_707|467-47381	-3389059.024370784	6025	270.0	0.674	1.7340000000000002e-85	p148717 VI_10485	PHANOTATE	CDS	#838383	DNA methyltransferase	other	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	0048	NDWSQPNF_CDS_0048
NDWSQPNF_CDS_0049	30462	30337	-	GCA_015343595.1_707|467-47381	-1.4995223198441077	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROG	PHANOTATE	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	0049	NDWSQPNF_CDS_0049
NDWSQPNF_CDS_0050	30622	30530	-	GCA_015343595.1_707|467-47381	-0.0612059003038663	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROG	PHANOTATE	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	0050	NDWSQPNF_CDS_0050
NDWSQPNF_CDS_0051	31034	30738	-	GCA_015343595.1_707|467-47381	-381.9590846073805	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROG	PHANOTATE	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	0051	NDWSQPNF_CDS_0051
NDWSQPNF_CDS_0052	31106	31201	+	GCA_015343595.1_707|467-47381	-0.8162340097741448	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROG	PHANOTATE	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	0052	NDWSQPNF_CDS_0052
NDWSQPNF_CDS_0053	31218	31454	+	GCA_015343595.1_707|467-47381	-59.11516018761312	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROG	PHANOTATE	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	0053	NDWSQPNF_CDS_0053
NDWSQPNF_CDS_0054	31679	31488	-	GCA_015343595.1_707|467-47381	-34.73313489490451	355	53.0	0.66	9.26e-12	KY250482_p69	PHANOTATE	CDS	#ffdf59	nucleoside 2-deoxyribosyltransferase	DNA, RNA and nucleotide metabolism	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	0054	NDWSQPNF_CDS_0054
NDWSQPNF_CDS_0055	33119	31830	-	GCA_015343595.1_707|467-47381	-4737882.196220503	5749	257.0	0.377	5.561e-77	MG099946_p34	PHANOTATE	CDS	#fea328	transposase	integration and excision	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	0055	NDWSQPNF_CDS_0055
NDWSQPNF_CDS_0056	34008	33154	-	GCA_015343595.1_707|467-47381	-709807.3301260555	424	46.0	0.221	3.533e-08	p148349 VI_01200	PHANOTATE	CDS	#ff59f5	phosphoadenosine phosphosulfate reductase	moron, auxiliary metabolic gene and host takeover	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	0056	NDWSQPNF_CDS_0056
NDWSQPNF_CDS_0057	34243	34082	-	GCA_015343595.1_707|467-47381	-7.590854997253043	5781	43.0	1.0	1.466e-07	p9579 VI_02338	PHANOTATE	CDS	#c9c9c9	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	0057	NDWSQPNF_CDS_0057
NDWSQPNF_CDS_0058	34737	34243	-	GCA_015343595.1_707|467-47381	-7501.7279577634035	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROG	PHANOTATE	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	0058	NDWSQPNF_CDS_0058
NDWSQPNF_CDS_0059	34870	34697	-	GCA_015343595.1_707|467-47381	-11.574023689432108	6594	36.0	0.57	7.436e-07	p231706 VI_07376	PHANOTATE	CDS	#c9c9c9	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	0059	NDWSQPNF_CDS_0059
NDWSQPNF_CDS_0060	35349	34957	-	GCA_015343595.1_707|467-47381	-2753.897149751636	44	123.0	0.53	5.967e-36	p256451 VI_01358	PHANOTATE	CDS	#ffdf59	single strand DNA binding protein	DNA, RNA and nucleotide metabolism	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	0060	NDWSQPNF_CDS_0060
NDWSQPNF_CDS_0061	36635	35349	-	GCA_015343595.1_707|467-47381	-21613210398.97564	724	146.0	0.304	4.3659999999999997e-41	p80012 VI_06781	PHANOTATE	CDS	#ffdf59	exonuclease recombination-associated	DNA, RNA and nucleotide metabolism	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	0061	NDWSQPNF_CDS_0061
NDWSQPNF_CDS_0062	36830	36645	-	GCA_015343595.1_707|467-47381	-90.0940770212216	29779	137.0	1.0	3.4100000000000004e-42	p121204 VI_02586	PHANOTATE	CDS	#c9c9c9	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	0062	NDWSQPNF_CDS_0062
NDWSQPNF_CDS_0063	37684	36848	-	GCA_015343595.1_707|467-47381	-27783791.250935227	11053	295.0	0.715	8.42e-94	p161000 VI_09995	PHANOTATE	CDS	#c9c9c9	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	0063	NDWSQPNF_CDS_0063
NDWSQPNF_CDS_0064	37854	37699	-	GCA_015343595.1_707|467-47381	-3.646840759743895	6795	90.0	0.832	4.496e-25	p58980 VI_10099	PHANOTATE	CDS	#ff59f5	Lar-like restriction alleviation protein	moron, auxiliary metabolic gene and host takeover	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	0064	NDWSQPNF_CDS_0064
NDWSQPNF_CDS_0065	38614	37886	-	GCA_015343595.1_707|467-47381	-571.7424238981284	304	201.0	0.491	4.681e-61	p225727 VI_06461	PHANOTATE	CDS	#a861e3	anti-termination protein Q-like	transcription regulation	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	0065	NDWSQPNF_CDS_0065
NDWSQPNF_CDS_0066	39240	38626	-	GCA_015343595.1_707|467-47381	-22328.880351874108	4834	205.0	0.581	2.298e-63	p161939 VI_09828	PHANOTATE	CDS	#a861e3	CII-like transcriptional activator	transcription regulation	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	0066	NDWSQPNF_CDS_0066
NDWSQPNF_CDS_0067	39434	39237	-	GCA_015343595.1_707|467-47381	-54.641400913291214	409	77.0	0.675	5.675e-21	p88852 VI_07592	PHANOTATE	CDS	#a861e3	transcriptional regulator	transcription regulation	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	0067	NDWSQPNF_CDS_0067
NDWSQPNF_CDS_0068	39551	40180	+	GCA_015343595.1_707|467-47381	-800.8454206061666	4	74.0	0.282	7.352e-18	p259758 VI_06270	PHANOTATE	CDS	#a861e3	transcriptional repressor	transcription regulation	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	0068	NDWSQPNF_CDS_0068
NDWSQPNF_CDS_0069	40262	40444	+	GCA_015343595.1_707|467-47381	-21.7967658987074	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROG	PHANOTATE	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	0069	NDWSQPNF_CDS_0069
NDWSQPNF_CDS_0070	40506	44144	+	GCA_015343595.1_707|467-47381	-1.3748058180389343e+25	4913	1338.0	0.647	0.0	NC_019722_p45	PHANOTATE	CDS	#ffdf59	replication	DNA, RNA and nucleotide metabolism	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	0070	NDWSQPNF_CDS_0070
NDWSQPNF_CDS_0071	44144	44353	+	GCA_015343595.1_707|467-47381	-57.07390604058886	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROG	PHANOTATE	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	0071	NDWSQPNF_CDS_0071
NDWSQPNF_CDS_0072	44384	44848	+	GCA_015343595.1_707|467-47381	-1878.2063401256275	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROG	PHANOTATE	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	0072	NDWSQPNF_CDS_0072
NDWSQPNF_CDS_0073	46915	44885	-	GCA_015343595.1_707|467-47381	-64850878210045.37	5272	471.0	0.496	1.1549999999999999e-148	NC_019722_p41	PHANOTATE	CDS	#c9c9c9	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	0073	NDWSQPNF_CDS_0073
