gene	start	stop	frame	contig	score	phrog	alnScore	seqIdentity	eVal	top_hit	Method	Region	color	annot	category	vfdb_hit	vfdb_alnScore	vfdb_seqIdentity	vfdb_eVal	vfdb_species	vfdb_short_name	vfdb_description	CARD_hit	CARD_alnScore	CARD_seqIdentity	CARD_eVal	CARD_species	ARO_Accession	CARD_short_name	Protein_Accession	DNA_Accession	AMR_Gene_Family	Drug_Class	Resistance_Mechanism	count	locus_tag
PFWALENV_CDS_0011	5565	5660	+	GCA_008083955.1_7_16201-70846	-1.3529913012390375	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROG	PHANOTATE	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	0011	PFWALENV_CDS_0011
PFWALENV_CDS_0012	5674	5877	+	GCA_008083955.1_7_16201-70846	-7.160140382859749	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROG	PHANOTATE	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	0012	PFWALENV_CDS_0012
PFWALENV_CDS_0013	7357	5882	-	GCA_008083955.1_7_16201-70846	-54274120486.22878	601	231.0	0.599	6.492e-70	p280433 VI_07926	PHANOTATE	CDS	#c9c9c9	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	0013	PFWALENV_CDS_0013
PFWALENV_CDS_0014	7617	7357	-	GCA_008083955.1_7_16201-70846	-7.750567893308163	594	132.0	0.745	4.9789999999999996e-40	p185251 VI_11784	PHANOTATE	CDS	#c9c9c9	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	0014	PFWALENV_CDS_0014
PFWALENV_CDS_0015	7997	7620	-	GCA_008083955.1_7_16201-70846	-429.0202381621559	596	209.0	0.804	1.011e-65	p185332 VI_11786	PHANOTATE	CDS	#c9c9c9	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	0015	PFWALENV_CDS_0015
PFWALENV_CDS_0016	8651	8001	-	GCA_008083955.1_7_16201-70846	-3826.644301160653	611	126.0	0.654	1.783e-36	p37027 VI_01908	PHANOTATE	CDS	#c9c9c9	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	0016	PFWALENV_CDS_0016
PFWALENV_CDS_0017	9046	8651	-	GCA_008083955.1_7_16201-70846	-509.7772151726343	610	186.0	0.792	5.201e-58	p185330 VI_11786	PHANOTATE	CDS	#c9c9c9	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	0017	PFWALENV_CDS_0017
PFWALENV_CDS_0018	9395	9033	-	GCA_008083955.1_7_16201-70846	-70.54934570118324	35787	305.0	1.0	2.672e-99	p185329 VI_11786	PHANOTATE	CDS	#c9c9c9	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	0018	PFWALENV_CDS_0018
PFWALENV_CDS_0019	11376	9400	-	GCA_008083955.1_7_16201-70846	-369834555.0976423	496	443.0	0.506	5.857e-140	p281357 VI_09996	PHANOTATE	CDS	#07e9a2	tail fiber protein	tail	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	0019	PFWALENV_CDS_0019
PFWALENV_CDS_0020	12983	11376	-	GCA_008083955.1_7_16201-70846	-218799318.82985276	511	222.0	0.32	1.5090000000000001e-63	p395194 VI_01310	PHANOTATE	CDS	#3e83f6	internal virion protein	head and packaging	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	0020	PFWALENV_CDS_0020
PFWALENV_CDS_0021	15574	13055	-	GCA_008083955.1_7_16201-70846	-8013033674366.346	36330	2041.0	1.0	0.0	p185244 VI_11784	PHANOTATE	CDS	#c9c9c9	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	0021	PFWALENV_CDS_0021
PFWALENV_CDS_0022	16203	15574	-	GCA_008083955.1_7_16201-70846	-13936.367653429785	399	175.0	0.449	4.654e-52	p26986 VI_03058	PHANOTATE	CDS	#3e83f6	structural protein	head and packaging	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	0022	PFWALENV_CDS_0022
PFWALENV_CDS_0023	16802	16203	-	GCA_008083955.1_7_16201-70846	-8664.889504960836	437	152.0	0.444	1.3549999999999999e-44	MF042361_p17	PHANOTATE	CDS	#3e83f6	virion structural protein	head and packaging	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	0023	PFWALENV_CDS_0023
PFWALENV_CDS_0024	17269	16805	-	GCA_008083955.1_7_16201-70846	-4038.2879922256734	482	255.0	0.8	5.205e-81	p422493 VI_01998	PHANOTATE	CDS	#c9c9c9	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	0024	PFWALENV_CDS_0024
PFWALENV_CDS_0025	17707	17327	-	GCA_008083955.1_7_16201-70846	-129.30669506940075	486	154.0	0.61	1.4360000000000002e-46	p44040 VI_02700	PHANOTATE	CDS	#3e83f6	virion structural protein	head and packaging	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	0025	PFWALENV_CDS_0025
PFWALENV_CDS_0026	18927	17722	-	GCA_008083955.1_7_16201-70846	-20496284.6947741	334	516.0	0.653	5.2819999999999996e-167	p44041 VI_02700	PHANOTATE	CDS	#3e83f6	major head protein	head and packaging	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	0026	PFWALENV_CDS_0026
PFWALENV_CDS_0027	19994	18990	-	GCA_008083955.1_7_16201-70846	-888599.0888851713	10452	246.0	0.751	1.543e-77	p214738 VI_11622	PHANOTATE	CDS	#c9c9c9	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	0027	PFWALENV_CDS_0027
PFWALENV_CDS_0028	20106	19957	-	GCA_008083955.1_7_16201-70846	-1.2876481919400231	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROG	PHANOTATE	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	0028	PFWALENV_CDS_0028
PFWALENV_CDS_0029	20372	20112	-	GCA_008083955.1_7_16201-70846	-33.17287508817356	6699	120.0	0.671	1.339e-35	p231838 VI_06592	PHANOTATE	CDS	#c9c9c9	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	0029	PFWALENV_CDS_0029
PFWALENV_CDS_0030	20962	20384	-	GCA_008083955.1_7_16201-70846	-1137.17826328735	6609	316.0	0.781	2.124e-101	p231837 VI_06592	PHANOTATE	CDS	#c9c9c9	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	0030	PFWALENV_CDS_0030
PFWALENV_CDS_0031	21186	20965	-	GCA_008083955.1_7_16201-70846	-39.87388962159522	25098	167.0	1.0	2.863e-52	p185315 VI_11786	PHANOTATE	CDS	#c9c9c9	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	0031	PFWALENV_CDS_0031
PFWALENV_CDS_0032	21420	21199	-	GCA_008083955.1_7_16201-70846	-11.912338133844903	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROG	PHANOTATE	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	0032	PFWALENV_CDS_0032
PFWALENV_CDS_0033	21620	21462	-	GCA_008083955.1_7_16201-70846	-12.060655049711308	4712	56.0	0.614	4.022e-14	NC_013651_p44	PHANOTATE	CDS	#f35f49	holin	lysis	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	0033	PFWALENV_CDS_0033
PFWALENV_CDS_0034	22148	21630	-	GCA_008083955.1_7_16201-70846	-1025.34204241078	315	141.0	0.482	4.392e-41	NC_021802_p101	PHANOTATE	CDS	#f35f49	endolysin	lysis	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	0034	PFWALENV_CDS_0034
PFWALENV_CDS_0035	22528	22217	-	GCA_008083955.1_7_16201-70846	-25.042503844618288	38046	99.0	1.0	6.883e-29	p185311 VI_11786	PHANOTATE	CDS	#c9c9c9	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	0035	PFWALENV_CDS_0035
PFWALENV_CDS_0036	22647	22519	-	GCA_008083955.1_7_16201-70846	-0.0587194948263516	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROG	PHANOTATE	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	0036	PFWALENV_CDS_0036
PFWALENV_CDS_0037	22748	22644	-	GCA_008083955.1_7_16201-70846	-2.237726818350777	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROG	PHANOTATE	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	0037	PFWALENV_CDS_0037
PFWALENV_CDS_0038	22774	22866	+	GCA_008083955.1_7_16201-70846	-9.087811152213945	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROG	PHANOTATE	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	0038	PFWALENV_CDS_0038
PFWALENV_CDS_0039	22941	23735	+	GCA_008083955.1_7_16201-70846	-283281.02719331573	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROG	PHANOTATE	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	0039	PFWALENV_CDS_0039
PFWALENV_CDS_0040	23728	25839	+	GCA_008083955.1_7_16201-70846	-43387599095718.43	16674	68.0	0.338	6.514e-14	p222831 VI_12228	PHANOTATE	CDS	#838383	DNA methyltransferase	other	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	0040	PFWALENV_CDS_0040
PFWALENV_CDS_0041	25820	25963	+	GCA_008083955.1_7_16201-70846	-36.52996257796367	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROG	PHANOTATE	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	0041	PFWALENV_CDS_0041
PFWALENV_CDS_0042	25935	27668	+	GCA_008083955.1_7_16201-70846	-5047385248527.436	5467	90.0	0.184	2.959e-21	p399257 VI_06247	PHANOTATE	CDS	#c9c9c9	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	0042	PFWALENV_CDS_0042
PFWALENV_CDS_0043	27936	27742	-	GCA_008083955.1_7_16201-70846	-0.2888208485998875	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROG	PHANOTATE	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	0043	PFWALENV_CDS_0043
PFWALENV_CDS_0044	28972	27929	-	GCA_008083955.1_7_16201-70846	-3322105.682127893	9582	490.0	0.706	4.719e-159	p95148 VI_11487	PHANOTATE	CDS	#838383	dehydrogenase	other	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	0044	PFWALENV_CDS_0044
PFWALENV_CDS_0045	29101	29009	-	GCA_008083955.1_7_16201-70846	-1.294019552707218	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROG	PHANOTATE	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	0045	PFWALENV_CDS_0045
PFWALENV_CDS_0046	29137	29526	+	GCA_008083955.1_7_16201-70846	-1.5184900922839184	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROG	PHANOTATE	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	0046	PFWALENV_CDS_0046
PFWALENV_CDS_0047	29630	30178	+	GCA_008083955.1_7_16201-70846	-909.4896502204158	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROG	PHANOTATE	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	0047	PFWALENV_CDS_0047
PFWALENV_CDS_0048	30244	31086	+	GCA_008083955.1_7_16201-70846	-51184.5822603721	7872	71.0	0.477	1.871e-16	p60234 VI_05811	PHANOTATE	CDS	#c9c9c9	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	0048	PFWALENV_CDS_0048
PFWALENV_CDS_0049	32494	31088	-	GCA_008083955.1_7_16201-70846	-169045.366043795	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROG	PHANOTATE	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	0049	PFWALENV_CDS_0049
PFWALENV_CDS_0050	32509	32604	+	GCA_008083955.1_7_16201-70846	-1.474831452405463	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROG	PHANOTATE	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	0050	PFWALENV_CDS_0050
PFWALENV_CDS_0051	32604	32699	+	GCA_008083955.1_7_16201-70846	-3.13728121267857	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROG	PHANOTATE	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	0051	PFWALENV_CDS_0051
PFWALENV_CDS_0052	32677	33672	+	GCA_008083955.1_7_16201-70846	-2542811.7314131767	26092	87.0	0.299	1.1860000000000001e-20	p31723 VI_01618	PHANOTATE	CDS	#c9c9c9	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	0052	PFWALENV_CDS_0052
PFWALENV_CDS_0053	35133	33661	-	GCA_008083955.1_7_16201-70846	-271968362.3156978	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROG	PHANOTATE	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	0053	PFWALENV_CDS_0053
PFWALENV_CDS_0054	35629	35183	-	GCA_008083955.1_7_16201-70846	-2645.3254109620166	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROG	PHANOTATE	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	0054	PFWALENV_CDS_0054
PFWALENV_CDS_0055	36633	35629	-	GCA_008083955.1_7_16201-70846	-25829466.35185308	731	48.0	0.35	4.201e-09	p399702 VI_01090	PHANOTATE	CDS	#c9c9c9	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	0055	PFWALENV_CDS_0055
PFWALENV_CDS_0056	36965	36720	-	GCA_008083955.1_7_16201-70846	-33.54781510509952	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROG	PHANOTATE	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	0056	PFWALENV_CDS_0056
PFWALENV_CDS_0057	37149	37036	-	GCA_008083955.1_7_16201-70846	-2.692875831173672	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROG	PHANOTATE	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	0057	PFWALENV_CDS_0057
PFWALENV_CDS_0058	37610	37233	-	GCA_008083955.1_7_16201-70846	-28.74006639444891	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROG	PHANOTATE	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	0058	PFWALENV_CDS_0058
PFWALENV_CDS_0059	37833	37705	-	GCA_008083955.1_7_16201-70846	-1.57776202216334	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROG	PHANOTATE	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	0059	PFWALENV_CDS_0059
PFWALENV_CDS_0060	37992	37855	-	GCA_008083955.1_7_16201-70846	-0.2375445290303867	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROG	PHANOTATE	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	0060	PFWALENV_CDS_0060
PFWALENV_CDS_0061	38225	37998	-	GCA_008083955.1_7_16201-70846	-10.366942183316835	37108	33.0	0.805	6.924e-06	MF001358_p60	PHANOTATE	CDS	#c9c9c9	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	0061	PFWALENV_CDS_0061
PFWALENV_CDS_0062	38186	38332	+	GCA_008083955.1_7_16201-70846	-14.91872199842881	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROG	PHANOTATE	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	0062	PFWALENV_CDS_0062
PFWALENV_CDS_0063	38353	38448	+	GCA_008083955.1_7_16201-70846	-0.5747480874509537	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROG	PHANOTATE	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	0063	PFWALENV_CDS_0063
PFWALENV_CDS_0064	38459	38560	+	GCA_008083955.1_7_16201-70846	-0.1700767488320166	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROG	PHANOTATE	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	0064	PFWALENV_CDS_0064
PFWALENV_CDS_0065	38584	38793	+	GCA_008083955.1_7_16201-70846	-26.957153693829174	729	121.0	0.822	2.3220000000000002e-36	p93651 VI_03852	PHANOTATE	CDS	#838383	cold shock protein	other	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	0065	PFWALENV_CDS_0065
PFWALENV_CDS_0066	38799	38915	+	GCA_008083955.1_7_16201-70846	-0.2032748092046763	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROG	PHANOTATE	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	0066	PFWALENV_CDS_0066
PFWALENV_CDS_0067	40122	38938	-	GCA_008083955.1_7_16201-70846	-195326427.0265436	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROG	PHANOTATE	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	0067	PFWALENV_CDS_0067
PFWALENV_CDS_0068	40111	40206	+	GCA_008083955.1_7_16201-70846	-0.0803829096807821	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROG	PHANOTATE	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	0068	PFWALENV_CDS_0068
PFWALENV_CDS_0069	40314	41906	+	GCA_008083955.1_7_16201-70846	-1297410020.9037569	7998	135.0	0.388	9.357e-37	NC_008695_p16	PHANOTATE	CDS	#c9c9c9	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	0069	PFWALENV_CDS_0069
PFWALENV_CDS_0070	42778	41903	-	GCA_008083955.1_7_16201-70846	-271102.03330787254	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROG	PHANOTATE	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	0070	PFWALENV_CDS_0070
PFWALENV_CDS_0071	42899	42798	-	GCA_008083955.1_7_16201-70846	-0.0644658722905573	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROG	PHANOTATE	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	0071	PFWALENV_CDS_0071
PFWALENV_CDS_0072	44182	42950	-	GCA_008083955.1_7_16201-70846	-440494179.5874216	1977	517.0	0.646	4.586e-167	p16827 VI_01461	PHANOTATE	CDS	#c9c9c9	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	0072	PFWALENV_CDS_0072
PFWALENV_CDS_0073	44447	44358	-	GCA_008083955.1_7_16201-70846	-0.1686181282418919	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROG	PHANOTATE	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	0073	PFWALENV_CDS_0073
PFWALENV_CDS_0074	45625	44417	-	GCA_008083955.1_7_16201-70846	-3778602.320279804	25571	327.0	0.457	8.618e-102	p32365 VI_00731	PHANOTATE	CDS	#c9c9c9	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	0074	PFWALENV_CDS_0074
PFWALENV_CDS_0075	45728	45633	-	GCA_008083955.1_7_16201-70846	-0.1932564012501013	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROG	PHANOTATE	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	0075	PFWALENV_CDS_0075
PFWALENV_CDS_0076	45846	45718	-	GCA_008083955.1_7_16201-70846	-0.0834549948486688	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROG	PHANOTATE	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	0076	PFWALENV_CDS_0076
PFWALENV_CDS_0077	45864	46055	+	GCA_008083955.1_7_16201-70846	-2.8223736317119745	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROG	PHANOTATE	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	0077	PFWALENV_CDS_0077
PFWALENV_CDS_0078	46121	46258	+	GCA_008083955.1_7_16201-70846	-0.424293624809897	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROG	PHANOTATE	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	0078	PFWALENV_CDS_0078
PFWALENV_CDS_0079	46273	46926	+	GCA_008083955.1_7_16201-70846	-6164.489460613195	34943	78.0	0.264	3.509e-19	p23138 VI_12446	PHANOTATE	CDS	#c9c9c9	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	0079	PFWALENV_CDS_0079
PFWALENV_CDS_0080	47169	46969	-	GCA_008083955.1_7_16201-70846	-40.23688925601102	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROG	PHANOTATE	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	0080	PFWALENV_CDS_0080
