gene	start	stop	frame	contig	score	phrog	alnScore	seqIdentity	eVal	top_hit	Method	Region	color	annot	category	vfdb_hit	vfdb_alnScore	vfdb_seqIdentity	vfdb_eVal	vfdb_species	vfdb_short_name	vfdb_description	CARD_hit	CARD_alnScore	CARD_seqIdentity	CARD_eVal	CARD_species	ARO_Accession	CARD_short_name	Protein_Accession	DNA_Accession	AMR_Gene_Family	Drug_Class	Resistance_Mechanism	count	locus_tag
VTLGAWYY_CDS_0011	8505	8317	-	GCA_000174115.1_4_690852-779483	-7.423407120861779	66	35.0	0.344	4.901e-06	NC_023692_p35	PHANOTATE	CDS	#fea328	excisionase and transcriptional regulator	integration and excision	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	0011	VTLGAWYY_CDS_0011
VTLGAWYY_CDS_0012	8774	8511	-	GCA_000174115.1_4_690852-779483	-7.932282531588376	16987	202.0	1.0	3.861e-64	p435607 VI_11787	PHANOTATE	CDS	#c9c9c9	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	0012	VTLGAWYY_CDS_0012
VTLGAWYY_CDS_0013	8979	8887	-	GCA_000174115.1_4_690852-779483	-5.237547651099932	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROG	PHANOTATE	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	0013	VTLGAWYY_CDS_0013
VTLGAWYY_CDS_0014	9739	9026	-	GCA_000174115.1_4_690852-779483	-1327.2990164294656	6201	94.0	0.411	1.2390000000000002e-25	p89843 VI_01594	PHANOTATE	CDS	#a861e3	CI-like repressor	transcription regulation	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	0014	VTLGAWYY_CDS_0014
VTLGAWYY_CDS_0015	9815	10009	+	GCA_000174115.1_4_690852-779483	-8.58173815093071	409	48.0	0.551	9.103e-11	p88852 VI_07592	PHANOTATE	CDS	#a861e3	transcriptional regulator	transcription regulation	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	0015	VTLGAWYY_CDS_0015
VTLGAWYY_CDS_0016	10040	10297	+	GCA_000174115.1_4_690852-779483	-51.91358669846181	35410	97.0	0.594	1.29e-27	KY658678_p35	PHANOTATE	CDS	#c9c9c9	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	0016	VTLGAWYY_CDS_0016
VTLGAWYY_CDS_0017	10297	10461	+	GCA_000174115.1_4_690852-779483	-41.55804758470944	24084	141.0	1.0	1.45e-43	p239428 VI_07339	PHANOTATE	CDS	#c9c9c9	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	0017	VTLGAWYY_CDS_0017
VTLGAWYY_CDS_0018	10469	10645	+	GCA_000174115.1_4_690852-779483	-2.9277648492081627	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROG	PHANOTATE	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	0018	VTLGAWYY_CDS_0018
VTLGAWYY_CDS_0019	10630	11598	+	GCA_000174115.1_4_690852-779483	-1244318.452219145	1032	177.0	0.41	1.781e-51	p113701 VI_02986	PHANOTATE	CDS	#ffdf59	replication initiation protein	DNA, RNA and nucleotide metabolism	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	0019	VTLGAWYY_CDS_0019
VTLGAWYY_CDS_0020	11710	12480	+	GCA_000174115.1_4_690852-779483	-19952.613834439	17382	552.0	1.0	7.478e-182	p239430 VI_07339	PHANOTATE	CDS	#c9c9c9	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	0020	VTLGAWYY_CDS_0020
VTLGAWYY_CDS_0021	12594	13439	+	GCA_000174115.1_4_690852-779483	-586044.4784113026	370	254.0	0.505	4.6030000000000005e-79	p248311 VI_09499	PHANOTATE	CDS	#3e83f6	terminase small subunit	head and packaging	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	0021	VTLGAWYY_CDS_0021
VTLGAWYY_CDS_0022	13432	15129	+	GCA_000174115.1_4_690852-779483	-59621410646.44861	38407	505.0	0.714	7.672e-164	p52050 VI_02694	PHANOTATE	CDS	#c9c9c9	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	0022	VTLGAWYY_CDS_0022
VTLGAWYY_CDS_0023	15126	17213	+	GCA_000174115.1_4_690852-779483	-161991865850101.03	24564	470.0	1.0	1.327e-154	p435596 VI_11787	PHANOTATE	CDS	#c9c9c9	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	0023	VTLGAWYY_CDS_0023
VTLGAWYY_CDS_0024	17284	17385	+	GCA_000174115.1_4_690852-779483	-6.784997010985643	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROG	PHANOTATE	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	0024	VTLGAWYY_CDS_0024
VTLGAWYY_CDS_0025	17508	17720	+	GCA_000174115.1_4_690852-779483	-11.098847597358132	729	122.0	0.839	1.387e-36	p93651 VI_03852	PHANOTATE	CDS	#838383	cold shock protein	other	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	0025	VTLGAWYY_CDS_0025
VTLGAWYY_CDS_0026	17727	17861	+	GCA_000174115.1_4_690852-779483	-9.802717355535266	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROG	PHANOTATE	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	0026	VTLGAWYY_CDS_0026
VTLGAWYY_CDS_0027	17950	18099	+	GCA_000174115.1_4_690852-779483	-91.76027804903909	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROG	PHANOTATE	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	0027	VTLGAWYY_CDS_0027
VTLGAWYY_CDS_0028	18221	18394	+	GCA_000174115.1_4_690852-779483	-0.3016794436459417	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROG	PHANOTATE	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	0028	VTLGAWYY_CDS_0028
VTLGAWYY_CDS_0029	19207	18461	-	GCA_000174115.1_4_690852-779483	-45782.52940788762	2262	319.0	0.89	8.577000000000001e-102	p341258 VI_09490	PHANOTATE	CDS	#fea328	transposase	integration and excision	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	0029	VTLGAWYY_CDS_0029
VTLGAWYY_CDS_0030	19323	19225	-	GCA_000174115.1_4_690852-779483	-0.2218007475175839	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROG	PHANOTATE	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	0030	VTLGAWYY_CDS_0030
VTLGAWYY_CDS_0031	19725	20279	+	GCA_000174115.1_4_690852-779483	-107.30932221569984	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROG	PHANOTATE	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	0031	VTLGAWYY_CDS_0031
VTLGAWYY_CDS_0032	20355	20474	+	GCA_000174115.1_4_690852-779483	-0.1248186365981781	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROG	PHANOTATE	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	0032	VTLGAWYY_CDS_0032
VTLGAWYY_CDS_0033	20756	20610	-	GCA_000174115.1_4_690852-779483	-12.52202317055484	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROG	PHANOTATE	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	0033	VTLGAWYY_CDS_0033
VTLGAWYY_CDS_0034	20809	20693	-	GCA_000174115.1_4_690852-779483	-0.09634708014799	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROG	PHANOTATE	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	0034	VTLGAWYY_CDS_0034
VTLGAWYY_CDS_0035	21038	21421	+	GCA_000174115.1_4_690852-779483	-212.72024719762052	37120	93.0	0.411	5.526e-25	p40577 VI_01722	PHANOTATE	CDS	#c9c9c9	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	0035	VTLGAWYY_CDS_0035
VTLGAWYY_CDS_0036	21434	21937	+	GCA_000174115.1_4_690852-779483	-96.670399158327	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROG	PHANOTATE	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	0036	VTLGAWYY_CDS_0036
VTLGAWYY_CDS_0037	22025	22264	+	GCA_000174115.1_4_690852-779483	-2.7918803799100917	2262	68.0	0.815	2.031e-15	p341258 VI_09490	PHANOTATE	CDS	#fea328	transposase	integration and excision	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	0037	VTLGAWYY_CDS_0037
VTLGAWYY_CDS_0038	22338	23660	+	GCA_000174115.1_4_690852-779483	-135758167.05498934	11493	480.0	0.573	1.492e-153	p82183 VI_01494	PHANOTATE	CDS	#c9c9c9	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	0038	VTLGAWYY_CDS_0038
VTLGAWYY_CDS_0039	23623	23772	+	GCA_000174115.1_4_690852-779483	-3.2537106047132363	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROG	PHANOTATE	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	0039	VTLGAWYY_CDS_0039
VTLGAWYY_CDS_0040	24026	24181	+	GCA_000174115.1_4_690852-779483	-0.4966221773251389	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROG	PHANOTATE	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	0040	VTLGAWYY_CDS_0040
VTLGAWYY_CDS_0041	24231	24347	+	GCA_000174115.1_4_690852-779483	-5.0038340564212165	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROG	PHANOTATE	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	0041	VTLGAWYY_CDS_0041
VTLGAWYY_CDS_0042	24458	24808	+	GCA_000174115.1_4_690852-779483	-925.5114147729316	956	46.0	0.397	5.351e-10	p282666 VI_02406	PHANOTATE	CDS	#fea328	transposase	integration and excision	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	0042	VTLGAWYY_CDS_0042
VTLGAWYY_CDS_0043	25067	25546	+	GCA_000174115.1_4_690852-779483	-373.3290524137951	38046	141.0	1.0	2.713e-43	p185311 VI_11786	PHANOTATE	CDS	#c9c9c9	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	0043	VTLGAWYY_CDS_0043
VTLGAWYY_CDS_0044	25615	26133	+	GCA_000174115.1_4_690852-779483	-1391.9554827575755	315	141.0	0.484	3.6269999999999995e-41	NC_021802_p101	PHANOTATE	CDS	#f35f49	endolysin	lysis	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	0044	VTLGAWYY_CDS_0044
VTLGAWYY_CDS_0045	26143	26301	+	GCA_000174115.1_4_690852-779483	-15.405669421835553	4712	59.0	0.649	3.517e-15	NC_013651_p44	PHANOTATE	CDS	#f35f49	holin	lysis	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	0045	VTLGAWYY_CDS_0045
VTLGAWYY_CDS_0046	26343	26564	+	GCA_000174115.1_4_690852-779483	-17.643511494059396	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROG	PHANOTATE	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	0046	VTLGAWYY_CDS_0046
VTLGAWYY_CDS_0047	26577	26798	+	GCA_000174115.1_4_690852-779483	-43.158222452412126	25098	173.0	1.0	2.799e-54	p185315 VI_11786	PHANOTATE	CDS	#c9c9c9	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	0047	VTLGAWYY_CDS_0047
VTLGAWYY_CDS_0048	26801	27148	+	GCA_000174115.1_4_690852-779483	-88.12401551701416	6609	192.0	0.798	4.069e-58	p231837 VI_06592	PHANOTATE	CDS	#c9c9c9	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	0048	VTLGAWYY_CDS_0048
VTLGAWYY_CDS_0049	27204	27380	+	GCA_000174115.1_4_690852-779483	-4.831631774939416	6609	94.0	0.74	2.088e-24	p231837 VI_06592	PHANOTATE	CDS	#c9c9c9	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	0049	VTLGAWYY_CDS_0049
VTLGAWYY_CDS_0050	27377	27652	+	GCA_000174115.1_4_690852-779483	-47.5592164390266	6699	124.0	0.673	6.36e-37	p231838 VI_06592	PHANOTATE	CDS	#c9c9c9	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	0050	VTLGAWYY_CDS_0050
VTLGAWYY_CDS_0051	27770	28774	+	GCA_000174115.1_4_690852-779483	-648959.4852654263	10452	243.0	0.744	2.173e-76	p214738 VI_11622	PHANOTATE	CDS	#c9c9c9	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	0051	VTLGAWYY_CDS_0051
VTLGAWYY_CDS_0052	28836	30041	+	GCA_000174115.1_4_690852-779483	-39372564.35272742	334	512.0	0.648	3.581e-165	p44041 VI_02700	PHANOTATE	CDS	#3e83f6	major head protein	head and packaging	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	0052	VTLGAWYY_CDS_0052
VTLGAWYY_CDS_0053	30056	30436	+	GCA_000174115.1_4_690852-779483	-180.1208914458634	486	154.0	0.612	1.62e-46	p44040 VI_02700	PHANOTATE	CDS	#3e83f6	virion structural protein	head and packaging	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	0053	VTLGAWYY_CDS_0053
VTLGAWYY_CDS_0054	30494	30958	+	GCA_000174115.1_4_690852-779483	-4855.006184065932	482	263.0	0.821	1.463e-83	p422493 VI_01998	PHANOTATE	CDS	#c9c9c9	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	0054	VTLGAWYY_CDS_0054
VTLGAWYY_CDS_0055	30961	31560	+	GCA_000174115.1_4_690852-779483	-7253.893123386019	437	151.0	0.443	2.8739999999999997e-44	MF042361_p17	PHANOTATE	CDS	#3e83f6	virion structural protein	head and packaging	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	0055	VTLGAWYY_CDS_0055
VTLGAWYY_CDS_0056	31560	32189	+	GCA_000174115.1_4_690852-779483	-16659.763880168095	399	177.0	0.453	1.098e-52	p26986 VI_03058	PHANOTATE	CDS	#3e83f6	structural protein	head and packaging	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	0056	VTLGAWYY_CDS_0056
VTLGAWYY_CDS_0057	32189	34708	+	GCA_000174115.1_4_690852-779483	-9401285786481.34	36330	2058.0	1.0	0.0	p185244 VI_11784	PHANOTATE	CDS	#c9c9c9	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	0057	VTLGAWYY_CDS_0057
VTLGAWYY_CDS_0058	34780	36387	+	GCA_000174115.1_4_690852-779483	-575445350.2295754	511	225.0	0.323	2.081e-64	p395194 VI_01310	PHANOTATE	CDS	#3e83f6	internal virion protein	head and packaging	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	0058	VTLGAWYY_CDS_0058
VTLGAWYY_CDS_0059	36387	38363	+	GCA_000174115.1_4_690852-779483	-1064763923.3802484	496	431.0	0.495	1.0949999999999999e-135	p281357 VI_09996	PHANOTATE	CDS	#07e9a2	tail fiber protein	tail	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	0059	VTLGAWYY_CDS_0059
VTLGAWYY_CDS_0060	38368	38730	+	GCA_000174115.1_4_690852-779483	-98.73897430018664	35787	308.0	1.0	4.532e-100	p185329 VI_11786	PHANOTATE	CDS	#c9c9c9	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	0060	VTLGAWYY_CDS_0060
VTLGAWYY_CDS_0061	38717	39112	+	GCA_000174115.1_4_690852-779483	-906.9464355888288	610	189.0	0.806	4.678e-59	p185330 VI_11786	PHANOTATE	CDS	#c9c9c9	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	0061	VTLGAWYY_CDS_0061
VTLGAWYY_CDS_0062	39112	39762	+	GCA_000174115.1_4_690852-779483	-5859.761510725746	611	128.0	0.663	5.706e-37	p37027 VI_01908	PHANOTATE	CDS	#c9c9c9	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	0062	VTLGAWYY_CDS_0062
VTLGAWYY_CDS_0063	39766	40143	+	GCA_000174115.1_4_690852-779483	-671.3311422621282	596	210.0	0.808	6.063999999999999e-66	p185332 VI_11786	PHANOTATE	CDS	#c9c9c9	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	0063	VTLGAWYY_CDS_0063
VTLGAWYY_CDS_0064	40146	40406	+	GCA_000174115.1_4_690852-779483	-22.81086547941539	594	132.0	0.745	7.698e-40	p185251 VI_11784	PHANOTATE	CDS	#c9c9c9	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	0064	VTLGAWYY_CDS_0064
VTLGAWYY_CDS_0065	40406	41881	+	GCA_000174115.1_4_690852-779483	-233649353802.2012	601	233.0	0.596	2.115e-70	p280433 VI_07926	PHANOTATE	CDS	#c9c9c9	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	0065	VTLGAWYY_CDS_0065
VTLGAWYY_CDS_0066	41991	41878	-	GCA_000174115.1_4_690852-779483	-4.598235223194549	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROG	PHANOTATE	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	0066	VTLGAWYY_CDS_0066
VTLGAWYY_CDS_0067	44230	42014	-	GCA_000174115.1_4_690852-779483	-1.4780356027460403e+17	13933	1283.0	0.843	0.0	p185335 VI_11786	PHANOTATE	CDS	#ffdf59	nuclease	DNA, RNA and nucleotide metabolism	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	0067	VTLGAWYY_CDS_0067
VTLGAWYY_CDS_0068	44512	44396	-	GCA_000174115.1_4_690852-779483	-0.6274498478325706	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROG	PHANOTATE	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	0068	VTLGAWYY_CDS_0068
VTLGAWYY_CDS_0069	44749	44537	-	GCA_000174115.1_4_690852-779483	-20.948070626029928	729	117.0	0.795	1.1720000000000001e-34	p93651 VI_03852	PHANOTATE	CDS	#838383	cold shock protein	other	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	0069	VTLGAWYY_CDS_0069
VTLGAWYY_CDS_0070	44917	45021	+	GCA_000174115.1_4_690852-779483	-3.570210985603723	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROG	PHANOTATE	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	0070	VTLGAWYY_CDS_0070
VTLGAWYY_CDS_0071	45149	45039	-	GCA_000174115.1_4_690852-779483	-6.1475426473905	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROG	PHANOTATE	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	0071	VTLGAWYY_CDS_0071
VTLGAWYY_CDS_0072	47976	45376	-	GCA_000174115.1_4_690852-779483	-14377277592.994488	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROG	PHANOTATE	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	0072	VTLGAWYY_CDS_0072
VTLGAWYY_CDS_0073	48111	48013	-	GCA_000174115.1_4_690852-779483	-2.81786505440152	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROG	PHANOTATE	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	0073	VTLGAWYY_CDS_0073
VTLGAWYY_CDS_0074	48244	48384	+	GCA_000174115.1_4_690852-779483	-3.944425973135044	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROG	PHANOTATE	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	0074	VTLGAWYY_CDS_0074
VTLGAWYY_CDS_0075	48651	48400	-	GCA_000174115.1_4_690852-779483	-11.388300195325408	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROG	PHANOTATE	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	0075	VTLGAWYY_CDS_0075
VTLGAWYY_CDS_0076	48749	48648	-	GCA_000174115.1_4_690852-779483	-2.013009625722765	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROG	PHANOTATE	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	0076	VTLGAWYY_CDS_0076
VTLGAWYY_CDS_0077	48987	48736	-	GCA_000174115.1_4_690852-779483	-6.806822310977776	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROG	PHANOTATE	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	0077	VTLGAWYY_CDS_0077
VTLGAWYY_CDS_0078	49047	49343	+	GCA_000174115.1_4_690852-779483	-270.8506924212229	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROG	PHANOTATE	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	0078	VTLGAWYY_CDS_0078
VTLGAWYY_CDS_0079	49821	49306	-	GCA_000174115.1_4_690852-779483	-176.3299748705037	4716	94.0	0.423	1.1630000000000002e-25	NC_028930_p23	PHANOTATE	CDS	#fea328	transposase	integration and excision	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	0079	VTLGAWYY_CDS_0079
VTLGAWYY_CDS_0080	50108	49818	-	GCA_000174115.1_4_690852-779483	-17.3976164974996	6657	80.0	0.532	5.771e-21	NC_028930_p24	PHANOTATE	CDS	#c9c9c9	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	0080	VTLGAWYY_CDS_0080
