gene	start	stop	frame	contig	score	phrog	alnScore	seqIdentity	eVal	top_hit	Method	Region	color	annot	category	vfdb_hit	vfdb_alnScore	vfdb_seqIdentity	vfdb_eVal	vfdb_short_name	vfdb_description	vfdb_species	CARD_hit	CARD_alnScore	CARD_seqIdentity	CARD_eVal	CARD_species	ARO_Accession	CARD_short_name	Protein_Accession	DNA_Accession	AMR_Gene_Family	Drug_Class	Resistance_Mechanism	count	locus_tag
MYHXYUDL_CDS_0026	18453	19658	+	GCA_013114135.1_14|155-62377	-341679892.38021815	17497	66.0	0.554	5.383e-16	p9119 VI_09989	PHANOTATE	CDS	#c9c9c9	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	0026	MYHXYUDL_CDS_0026
MYHXYUDL_CDS_0027	19655	22585	+	GCA_013114135.1_14|155-62377	-3.0257133842143447e+22	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROG	PHANOTATE	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	0027	MYHXYUDL_CDS_0027
MYHXYUDL_CDS_0028	22793	22587	-	GCA_013114135.1_14|155-62377	-46.6232670052679	66	36.0	0.339	2.585e-06	NC_023692_p35	PHANOTATE	CDS	#fea328	excisionase and transcriptional regulator	integration and excision	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	0028	MYHXYUDL_CDS_0028
MYHXYUDL_CDS_0029	23254	22871	-	GCA_013114135.1_14|155-62377	-129.83722603020377	536	134.0	0.568	8.488e-40	p228132 VI_06383	PHANOTATE	CDS	#a861e3	transcriptional regulator	transcription regulation	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	0029	MYHXYUDL_CDS_0029
MYHXYUDL_CDS_0030	23490	23251	-	GCA_013114135.1_14|155-62377	-53.94658292899622	4439	57.0	0.504	4.613e-14	p119269 VI_03293	PHANOTATE	CDS	#c9c9c9	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	0030	MYHXYUDL_CDS_0030
MYHXYUDL_CDS_0031	23481	23654	+	GCA_013114135.1_14|155-62377	-3.7147488985962926	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROG	PHANOTATE	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	0031	MYHXYUDL_CDS_0031
MYHXYUDL_CDS_0032	23624	23749	+	GCA_013114135.1_14|155-62377	-0.0813867422654571	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROG	PHANOTATE	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	0032	MYHXYUDL_CDS_0032
MYHXYUDL_CDS_0033	23752	24006	+	GCA_013114135.1_14|155-62377	-155.5158607469046	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROG	PHANOTATE	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	0033	MYHXYUDL_CDS_0033
MYHXYUDL_CDS_0034	24028	24168	+	GCA_013114135.1_14|155-62377	-3.521701861355521	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROG	PHANOTATE	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	0034	MYHXYUDL_CDS_0034
MYHXYUDL_CDS_0035	24176	24277	+	GCA_013114135.1_14|155-62377	-0.1996183740708373	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROG	PHANOTATE	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	0035	MYHXYUDL_CDS_0035
MYHXYUDL_CDS_0036	24520	24254	-	GCA_013114135.1_14|155-62377	-13.324506158625042	25678	149.0	0.818	9.856000000000001e-46	p75789 VI_12021	PHANOTATE	CDS	#c9c9c9	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	0036	MYHXYUDL_CDS_0036
MYHXYUDL_CDS_0037	25373	24657	-	GCA_013114135.1_14|155-62377	-96456.08484795564	8558	71.0	0.485	1.74e-18	p316397 VI_07324	PHANOTATE	CDS	#c9c9c9	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	0037	MYHXYUDL_CDS_0037
MYHXYUDL_CDS_0038	25398	25733	+	GCA_013114135.1_14|155-62377	-66.58881485617357	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROG	PHANOTATE	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	0038	MYHXYUDL_CDS_0038
MYHXYUDL_CDS_0039	25773	26321	+	GCA_013114135.1_14|155-62377	-628.6734793833061	163	76.0	0.294	1.503e-18	p171492 VI_11794	PHANOTATE	CDS	#a861e3	CII-like transcriptional activator	transcription regulation	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	0039	MYHXYUDL_CDS_0039
MYHXYUDL_CDS_0040	26328	26504	+	GCA_013114135.1_14|155-62377	-7.341584727571455	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROG	PHANOTATE	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	0040	MYHXYUDL_CDS_0040
MYHXYUDL_CDS_0041	26501	26740	+	GCA_013114135.1_14|155-62377	-85.10854204902077	2044	101.0	0.625	8.23e-29	p221221 VI_00834	PHANOTATE	CDS	#ffdf59	RNA polymerase beta subunit	DNA, RNA and nucleotide metabolism	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	0041	MYHXYUDL_CDS_0041
MYHXYUDL_CDS_0042	26733	27353	+	GCA_013114135.1_14|155-62377	-2748.3589689848686	1891	179.0	0.496	6.697999999999999e-54	NC_031036_p48	PHANOTATE	CDS	#ffdf59	HNH endonuclease	DNA, RNA and nucleotide metabolism	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	0042	MYHXYUDL_CDS_0042
MYHXYUDL_CDS_0043	27350	28228	+	GCA_013114135.1_14|155-62377	-41181.89979925899	8540	127.0	0.564	1.324e-35	KU160658_p23	PHANOTATE	CDS	#ffdf59	replication initiation O-like	DNA, RNA and nucleotide metabolism	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	0043	MYHXYUDL_CDS_0043
MYHXYUDL_CDS_0044	28215	28634	+	GCA_013114135.1_14|155-62377	-54.833564902219855	25641	259.0	0.889	4.464e-83	p396475 VI_08402	PHANOTATE	CDS	#c9c9c9	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	0044	MYHXYUDL_CDS_0044
MYHXYUDL_CDS_0045	28634	29233	+	GCA_013114135.1_14|155-62377	-511.2631814783031	127	55.0	0.271	1.138e-11	p219679 VI_05723	PHANOTATE	CDS	#a861e3	anti-termination protein Q-like	transcription regulation	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	0045	MYHXYUDL_CDS_0045
MYHXYUDL_CDS_0046	29254	29364	+	GCA_013114135.1_14|155-62377	-0.0669086456231762	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROG	PHANOTATE	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	0046	MYHXYUDL_CDS_0046
MYHXYUDL_CDS_0047	31440	29536	-	GCA_013114135.1_14|155-62377	-989391013541.593	8572	175.0	0.357	2.788e-48	p284602 VI_03272	PHANOTATE	CDS	#c9c9c9	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	0047	MYHXYUDL_CDS_0047
MYHXYUDL_CDS_0048	31663	31571	-	GCA_013114135.1_14|155-62377	-1.2493790408686336	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROG	PHANOTATE	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	0048	MYHXYUDL_CDS_0048
MYHXYUDL_CDS_0049	31876	31691	-	GCA_013114135.1_14|155-62377	-7.42529095650856	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROG	PHANOTATE	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	0049	MYHXYUDL_CDS_0049
MYHXYUDL_CDS_0050	32059	31943	-	GCA_013114135.1_14|155-62377	-1.5295956024149255	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROG	PHANOTATE	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	0050	MYHXYUDL_CDS_0050
MYHXYUDL_CDS_0051	32084	32353	+	GCA_013114135.1_14|155-62377	-37.61015764057334	27892	84.0	0.522	5.416e-23	p201850 VI_02938	PHANOTATE	CDS	#c9c9c9	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	0051	MYHXYUDL_CDS_0051
MYHXYUDL_CDS_0052	32346	32777	+	GCA_013114135.1_14|155-62377	-2298.09123300506	465	70.0	0.299	6.766e-17	p269635 VI_06241	PHANOTATE	CDS	#f35f49	endolysin	lysis	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	0052	MYHXYUDL_CDS_0052
MYHXYUDL_CDS_0053	32828	33097	+	GCA_013114135.1_14|155-62377	-0.8627482221748135	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROG	PHANOTATE	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	0053	MYHXYUDL_CDS_0053
MYHXYUDL_CDS_0054	33100	33309	+	GCA_013114135.1_14|155-62377	-17.679755113340214	24944	48.0	0.425	1.492e-10	p190955 VI_07687	PHANOTATE	CDS	#c9c9c9	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	0054	MYHXYUDL_CDS_0054
MYHXYUDL_CDS_0055	33553	33389	-	GCA_013114135.1_14|155-62377	-0.7918120671098955	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROG	PHANOTATE	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	0055	MYHXYUDL_CDS_0055
MYHXYUDL_CDS_0056	33791	33693	-	GCA_013114135.1_14|155-62377	-0.0629665121579159	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROG	PHANOTATE	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	0056	MYHXYUDL_CDS_0056
MYHXYUDL_CDS_0057	33803	34273	+	GCA_013114135.1_14|155-62377	-1757.0201201882487	141	91.0	0.354	3.756e-24	p69558 VI_02299	PHANOTATE	CDS	#3e83f6	terminase small subunit	head and packaging	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	0057	MYHXYUDL_CDS_0057
MYHXYUDL_CDS_0058	34254	36341	+	GCA_013114135.1_14|155-62377	-55774623060872.61	15	342.0	0.336	2.825e-103	p173497 VI_06341	PHANOTATE	CDS	#3e83f6	terminase large subunit	head and packaging	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	0058	MYHXYUDL_CDS_0058
MYHXYUDL_CDS_0059	36338	36544	+	GCA_013114135.1_14|155-62377	-16.254078395672373	118	53.0	0.529	1.313e-12	p69560 VI_02299	PHANOTATE	CDS	#35d7ff	head-tail adaptor	connector	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	0059	MYHXYUDL_CDS_0059
MYHXYUDL_CDS_0060	36618	38024	+	GCA_013114135.1_14|155-62377	-2586484956.2207007	21	218.0	0.309	1.737e-62	p173499 VI_06341	PHANOTATE	CDS	#3e83f6	portal protein	head and packaging	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	0060	MYHXYUDL_CDS_0060
MYHXYUDL_CDS_0061	37999	40200	+	GCA_013114135.1_14|155-62377	-937176927444898.2	133	233.0	0.361	5.810999999999999e-68	p182042 VI_07262	PHANOTATE	CDS	#3e83f6	head maturation protease	head and packaging	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	0061	MYHXYUDL_CDS_0061
MYHXYUDL_CDS_0062	40211	40609	+	GCA_013114135.1_14|155-62377	-860.5620124522834	122	53.0	0.345	5.703e-12	p369421 VI_11929	PHANOTATE	CDS	#3e83f6	head decoration	head and packaging	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	0062	MYHXYUDL_CDS_0062
MYHXYUDL_CDS_0063	40614	40946	+	GCA_013114135.1_14|155-62377	-30.95333387878513	28695	63.0	0.426	6.926e-16	p75758 VI_12021	PHANOTATE	CDS	#c9c9c9	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	0063	MYHXYUDL_CDS_0063
MYHXYUDL_CDS_0064	40906	41451	+	GCA_013114135.1_14|155-62377	-36505.90393537648	27	94.0	0.348	3.68e-25	NC_027981_p9	PHANOTATE	CDS	#35d7ff	tail completion or Neck1 protein	connector	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	0064	MYHXYUDL_CDS_0064
MYHXYUDL_CDS_0065	41351	41923	+	GCA_013114135.1_14|155-62377	-3430.028202350572	16426	125.0	0.423	1.3500000000000001e-35	p190981 VI_07687	PHANOTATE	CDS	#c9c9c9	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	0065	MYHXYUDL_CDS_0065
MYHXYUDL_CDS_0066	41892	42608	+	GCA_013114135.1_14|155-62377	-16086.12000542232	9992	44.0	0.255	1.287e-07	p200092 VI_07688	PHANOTATE	CDS	#07e9a2	baseplate assembly protein	tail	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	0066	MYHXYUDL_CDS_0066
MYHXYUDL_CDS_0067	42605	42940	+	GCA_013114135.1_14|155-62377	-403.94248691935326	43	52.0	0.307	3.149e-11	p108457 VI_04298	PHANOTATE	CDS	#07e9a2	baseplate wedge subunit	tail	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	0067	MYHXYUDL_CDS_0067
MYHXYUDL_CDS_0068	42937	43917	+	GCA_013114135.1_14|155-62377	-51895035.51344056	4226	55.0	0.246	2.87e-11	p428496 VI_02892	PHANOTATE	CDS	#07e9a2	baseplate protein	tail	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	0068	MYHXYUDL_CDS_0068
MYHXYUDL_CDS_0069	43901	44530	+	GCA_013114135.1_14|155-62377	-2607.442079713863	48	106.0	0.345	1.361e-28	p200917 VI_08608	PHANOTATE	CDS	#07e9a2	tail protein	tail	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	0069	MYHXYUDL_CDS_0069
MYHXYUDL_CDS_0070	44511	45881	+	GCA_013114135.1_14|155-62377	-96598525.36145936	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROG	PHANOTATE	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	0070	MYHXYUDL_CDS_0070
MYHXYUDL_CDS_0071	45878	46237	+	GCA_013114135.1_14|155-62377	-530.7503181598605	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROG	PHANOTATE	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	0071	MYHXYUDL_CDS_0071
MYHXYUDL_CDS_0072	46333	46566	+	GCA_013114135.1_14|155-62377	-15.51136484240843	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROG	PHANOTATE	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	0072	MYHXYUDL_CDS_0072
MYHXYUDL_CDS_0073	46566	47750	+	GCA_013114135.1_14|155-62377	-7799635.846625199	23	64.0	0.22	4.035e-13	NC_017972_p61	PHANOTATE	CDS	#07e9a2	tail sheath	tail	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	0073	MYHXYUDL_CDS_0073
MYHXYUDL_CDS_0074	47740	48228	+	GCA_013114135.1_14|155-62377	-527.2604382149666	55	59.0	0.264	4.326e-13	p363376 VI_00073	PHANOTATE	CDS	#35d7ff	head closure	connector	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	0074	MYHXYUDL_CDS_0074
MYHXYUDL_CDS_0075	48308	48979	+	GCA_013114135.1_14|155-62377	-293326.9386590319	17026	123.0	0.429	4.779e-35	p161962 VI_09828	PHANOTATE	CDS	#c9c9c9	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	0075	MYHXYUDL_CDS_0075
MYHXYUDL_CDS_0076	49036	49140	+	GCA_013114135.1_14|155-62377	-6.827742369001001	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROG	PHANOTATE	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	0076	MYHXYUDL_CDS_0076
MYHXYUDL_CDS_0077	49133	52189	+	GCA_013114135.1_14|155-62377	-5679823644559551.0	28	130.0	0.229	6.15e-33	p348226 VI_02582	PHANOTATE	CDS	#07e9a2	tail length tape measure protein	tail	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	0077	MYHXYUDL_CDS_0077
MYHXYUDL_CDS_0078	52201	52581	+	GCA_013114135.1_14|155-62377	-33.67613272740547	76	56.0	0.293	3.909e-12	p258311 VI_01887	PHANOTATE	CDS	#07e9a2	tail protein	tail	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	0078	MYHXYUDL_CDS_0078
MYHXYUDL_CDS_0079	52565	52768	+	GCA_013114135.1_14|155-62377	-3.626764915523887	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROG	PHANOTATE	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	0079	MYHXYUDL_CDS_0079
MYHXYUDL_CDS_0080	52768	53742	+	GCA_013114135.1_14|155-62377	-978356.8559475616	52	168.0	0.337	6.206e-48	KY290949_p37	PHANOTATE	CDS	#07e9a2	tail protein	tail	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	0080	MYHXYUDL_CDS_0080
