gene	start	stop	frame	contig	score	phrog	alnScore	seqIdentity	eVal	top_hit	Method	Region	color	annot	category	vfdb_hit	vfdb_alnScore	vfdb_seqIdentity	vfdb_eVal	vfdb_species	vfdb_short_name	vfdb_description	CARD_hit	CARD_alnScore	CARD_seqIdentity	CARD_eVal	CARD_species	ARO_Accession	CARD_short_name	Protein_Accession	DNA_Accession	AMR_Gene_Family	Drug_Class	Resistance_Mechanism	count	locus_tag
SGWCKHMI_CDS_0018	14748	14149	-	GCA_008083745.1_43_141674-221498	-6190.067805965583	437	151.0	0.441	4.998e-44	MF042361_p17	PHANOTATE	CDS	#3e83f6	virion structural protein	head and packaging	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	0018	SGWCKHMI_CDS_0018
SGWCKHMI_CDS_0019	15215	14751	-	GCA_008083745.1_43_141674-221498	-2807.7059046781883	482	265.0	0.827	2.8020000000000003e-84	p422493 VI_01998	PHANOTATE	CDS	#c9c9c9	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	0019	SGWCKHMI_CDS_0019
SGWCKHMI_CDS_0020	15653	15273	-	GCA_008083745.1_43_141674-221498	-75.0187938513064	486	153.0	0.609	2.829e-46	p44040 VI_02700	PHANOTATE	CDS	#3e83f6	virion structural protein	head and packaging	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	0020	SGWCKHMI_CDS_0020
SGWCKHMI_CDS_0021	16873	15668	-	GCA_008083745.1_43_141674-221498	-7747384.941475301	334	514.0	0.65	6.893e-166	p44041 VI_02700	PHANOTATE	CDS	#3e83f6	major head protein	head and packaging	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	0021	SGWCKHMI_CDS_0021
SGWCKHMI_CDS_0022	17940	16936	-	GCA_008083745.1_43_141674-221498	-278946.20566028747	10452	246.0	0.751	2.218e-77	p214738 VI_11622	PHANOTATE	CDS	#c9c9c9	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	0022	SGWCKHMI_CDS_0022
SGWCKHMI_CDS_0023	18046	17903	-	GCA_008083745.1_43_141674-221498	-1.315304991272019	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROG	PHANOTATE	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	0023	SGWCKHMI_CDS_0023
SGWCKHMI_CDS_0024	18317	18057	-	GCA_008083745.1_43_141674-221498	-22.11785175536657	6699	122.0	0.681	3.946e-36	p231838 VI_06592	PHANOTATE	CDS	#c9c9c9	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	0024	SGWCKHMI_CDS_0024
SGWCKHMI_CDS_0025	18907	18329	-	GCA_008083745.1_43_141674-221498	-699.0216259319793	6609	318.0	0.785	6.319e-102	p231837 VI_06592	PHANOTATE	CDS	#c9c9c9	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	0025	SGWCKHMI_CDS_0025
SGWCKHMI_CDS_0026	19131	18910	-	GCA_008083745.1_43_141674-221498	-25.20504054873208	25098	179.0	1.0	1.645e-56	p185315 VI_11786	PHANOTATE	CDS	#c9c9c9	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	0026	SGWCKHMI_CDS_0026
SGWCKHMI_CDS_0027	19365	19144	-	GCA_008083745.1_43_141674-221498	-10.128488954868017	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROG	PHANOTATE	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	0027	SGWCKHMI_CDS_0027
SGWCKHMI_CDS_0028	19565	19407	-	GCA_008083745.1_43_141674-221498	-11.429454019994656	4712	64.0	0.699	5.18e-17	NC_013651_p44	PHANOTATE	CDS	#f35f49	holin	lysis	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	0028	SGWCKHMI_CDS_0028
SGWCKHMI_CDS_0029	20093	19575	-	GCA_008083745.1_43_141674-221498	-545.2912339913703	315	140.0	0.481	8.644999999999999e-41	NC_021802_p101	PHANOTATE	CDS	#f35f49	endolysin	lysis	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	0029	SGWCKHMI_CDS_0029
SGWCKHMI_CDS_0030	20473	20162	-	GCA_008083745.1_43_141674-221498	-13.797811901782708	38046	99.0	1.0	9.873999999999999e-29	p185311 VI_11786	PHANOTATE	CDS	#c9c9c9	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	0030	SGWCKHMI_CDS_0030
SGWCKHMI_CDS_0031	21723	20605	-	GCA_008083745.1_43_141674-221498	-88367.70774133518	25114	41.0	0.525	4.522e-07	p70819 VI_05598	PHANOTATE	CDS	#c9c9c9	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	0031	SGWCKHMI_CDS_0031
SGWCKHMI_CDS_0032	22427	21720	-	GCA_008083745.1_43_141674-221498	-9462.202560360309	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROG	PHANOTATE	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	0032	SGWCKHMI_CDS_0032
SGWCKHMI_CDS_0033	24184	22430	-	GCA_008083745.1_43_141674-221498	-104179644490.98582	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROG	PHANOTATE	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	0033	SGWCKHMI_CDS_0033
SGWCKHMI_CDS_0034	24283	24188	-	GCA_008083745.1_43_141674-221498	-0.0504488030566895	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROG	PHANOTATE	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	0034	SGWCKHMI_CDS_0034
SGWCKHMI_CDS_0035	25744	24488	-	GCA_008083745.1_43_141674-221498	-4378816.128812287	1268	516.0	0.627	1.5890000000000002e-166	p9287 VI_06867	PHANOTATE	CDS	#ffdf59	DNA polymerase	DNA, RNA and nucleotide metabolism	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	0035	SGWCKHMI_CDS_0035
SGWCKHMI_CDS_0036	26151	25744	-	GCA_008083745.1_43_141674-221498	-399.2500873923844	811	163.0	0.626	5.211e-49	p6911 VI_09232	PHANOTATE	CDS	#ffdf59	UmuD-like protein	DNA, RNA and nucleotide metabolism	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	0036	SGWCKHMI_CDS_0036
SGWCKHMI_CDS_0037	26563	26312	-	GCA_008083745.1_43_141674-221498	-10.4155345422318	24564	77.0	0.802	1.552e-18	p435596 VI_11787	PHANOTATE	CDS	#c9c9c9	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	0037	SGWCKHMI_CDS_0037
SGWCKHMI_CDS_0038	27725	26577	-	GCA_008083745.1_43_141674-221498	-108585.33593235808	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROG	PHANOTATE	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	0038	SGWCKHMI_CDS_0038
SGWCKHMI_CDS_0039	27899	27771	-	GCA_008083745.1_43_141674-221498	-0.1140697365771098	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROG	PHANOTATE	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	0039	SGWCKHMI_CDS_0039
SGWCKHMI_CDS_0040	29357	27993	-	GCA_008083745.1_43_141674-221498	-62199.77528438227	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROG	PHANOTATE	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	0040	SGWCKHMI_CDS_0040
SGWCKHMI_CDS_0041	29494	29402	-	GCA_008083745.1_43_141674-221498	-0.062614065350545	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROG	PHANOTATE	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	0041	SGWCKHMI_CDS_0041
SGWCKHMI_CDS_0042	29706	29491	-	GCA_008083745.1_43_141674-221498	-748.8059921153817	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROG	PHANOTATE	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	0042	SGWCKHMI_CDS_0042
SGWCKHMI_CDS_0043	29876	29760	-	GCA_008083745.1_43_141674-221498	-0.2879753582577714	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROG	PHANOTATE	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	0043	SGWCKHMI_CDS_0043
SGWCKHMI_CDS_0044	30017	29880	-	GCA_008083745.1_43_141674-221498	-1.4501725663475264	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROG	PHANOTATE	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	0044	SGWCKHMI_CDS_0044
SGWCKHMI_CDS_0045	30260	30030	-	GCA_008083745.1_43_141674-221498	-4.5708745027218685	729	133.0	0.896	1.8079999999999999e-40	p93651 VI_03852	PHANOTATE	CDS	#838383	cold shock protein	other	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	0045	SGWCKHMI_CDS_0045
SGWCKHMI_CDS_0046	30478	30365	-	GCA_008083745.1_43_141674-221498	-1.192876164264676	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROG	PHANOTATE	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	0046	SGWCKHMI_CDS_0046
SGWCKHMI_CDS_0047	30575	30480	-	GCA_008083745.1_43_141674-221498	-0.0701239399765155	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROG	PHANOTATE	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	0047	SGWCKHMI_CDS_0047
SGWCKHMI_CDS_0048	32649	30562	-	GCA_008083745.1_43_141674-221498	-11903625916759.707	24564	468.0	1.0	8.174e-154	p435596 VI_11787	PHANOTATE	CDS	#c9c9c9	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	0048	SGWCKHMI_CDS_0048
SGWCKHMI_CDS_0049	34343	32646	-	GCA_008083745.1_43_141674-221498	-23792343767.5566	38407	507.0	0.716	1.077e-164	p52050 VI_02694	PHANOTATE	CDS	#c9c9c9	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	0049	SGWCKHMI_CDS_0049
SGWCKHMI_CDS_0050	35181	34336	-	GCA_008083745.1_43_141674-221498	-159646.79054186595	370	252.0	0.502	2.059e-78	p248311 VI_09499	PHANOTATE	CDS	#3e83f6	terminase small subunit	head and packaging	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	0050	SGWCKHMI_CDS_0050
SGWCKHMI_CDS_0051	36065	35295	-	GCA_008083745.1_43_141674-221498	-8238.632312447753	17382	544.0	1.0	3.797e-179	p239430 VI_07339	PHANOTATE	CDS	#c9c9c9	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	0051	SGWCKHMI_CDS_0051
SGWCKHMI_CDS_0052	37145	36177	-	GCA_008083745.1_43_141674-221498	-157060.99702080424	1032	177.0	0.41	1.652e-51	p113701 VI_02986	PHANOTATE	CDS	#ffdf59	replication initiation protein	DNA, RNA and nucleotide metabolism	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	0052	SGWCKHMI_CDS_0052
SGWCKHMI_CDS_0053	37306	37130	-	GCA_008083745.1_43_141674-221498	-1.753361825544112	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROG	PHANOTATE	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	0053	SGWCKHMI_CDS_0053
SGWCKHMI_CDS_0054	37478	37314	-	GCA_008083745.1_43_141674-221498	-41.01535126168088	24084	137.0	1.0	4.3890000000000003e-42	p239428 VI_07339	PHANOTATE	CDS	#c9c9c9	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	0054	SGWCKHMI_CDS_0054
SGWCKHMI_CDS_0055	37735	37478	-	GCA_008083745.1_43_141674-221498	-34.006017005543875	35410	95.0	0.582	8.028e-27	KY658678_p35	PHANOTATE	CDS	#c9c9c9	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	0055	SGWCKHMI_CDS_0055
SGWCKHMI_CDS_0056	38015	37779	-	GCA_008083745.1_43_141674-221498	-12.575114490252563	35	42.0	0.425	1.153e-08	p323300 VI_10199	PHANOTATE	CDS	#a861e3	transcriptional repressor	transcription regulation	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	0056	SGWCKHMI_CDS_0056
SGWCKHMI_CDS_0057	38103	37990	-	GCA_008083745.1_43_141674-221498	-0.3924924160109811	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROG	PHANOTATE	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	0057	SGWCKHMI_CDS_0057
SGWCKHMI_CDS_0058	38134	38799	+	GCA_008083745.1_43_141674-221498	-14234.242811479937	8558	96.0	0.586	4.679e-27	p316397 VI_07324	PHANOTATE	CDS	#c9c9c9	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	0058	SGWCKHMI_CDS_0058
SGWCKHMI_CDS_0059	38976	38785	-	GCA_008083745.1_43_141674-221498	-0.2878297935655646	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROG	PHANOTATE	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	0059	SGWCKHMI_CDS_0059
SGWCKHMI_CDS_0060	39018	39281	+	GCA_008083745.1_43_141674-221498	-4.563964866784252	16987	197.0	1.0	2.187e-62	p435607 VI_11787	PHANOTATE	CDS	#c9c9c9	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	0060	SGWCKHMI_CDS_0060
SGWCKHMI_CDS_0061	39287	39469	+	GCA_008083745.1_43_141674-221498	-13.72800992193567	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROG	PHANOTATE	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	0061	SGWCKHMI_CDS_0061
SGWCKHMI_CDS_0062	39451	40674	+	GCA_008083745.1_43_141674-221498	-87588093.73213881	216	177.0	0.406	2.265e-52	p381219 VI_06799	PHANOTATE	CDS	#fea328	integrase	integration and excision	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	0062	SGWCKHMI_CDS_0062
SGWCKHMI_CDS_0063	40789	40700	-	GCA_008083745.1_43_141674-221498	-4.442430618240317	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROG	PHANOTATE	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	0063	SGWCKHMI_CDS_0063
SGWCKHMI_CDS_0064	42235	40910	-	GCA_008083745.1_43_141674-221498	-85980915386.08469	9605	227.0	0.477	3.124e-68	p109900 VI_00804	PHANOTATE	CDS	#c9c9c9	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	0064	SGWCKHMI_CDS_0064
SGWCKHMI_CDS_0065	42389	42297	-	GCA_008083745.1_43_141674-221498	-1.2533798421390037	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROG	PHANOTATE	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	0065	SGWCKHMI_CDS_0065
SGWCKHMI_CDS_0066	42397	42561	+	GCA_008083745.1_43_141674-221498	-3.3546433303900787	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROG	PHANOTATE	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	0066	SGWCKHMI_CDS_0066
SGWCKHMI_CDS_0067	42622	42744	+	GCA_008083745.1_43_141674-221498	-0.1326310936009736	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROG	PHANOTATE	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	0067	SGWCKHMI_CDS_0067
SGWCKHMI_CDS_0068	42750	43823	+	GCA_008083745.1_43_141674-221498	-698239096.7302831	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROG	PHANOTATE	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	0068	SGWCKHMI_CDS_0068
SGWCKHMI_CDS_0069	43875	45611	+	GCA_008083745.1_43_141674-221498	-42608215514722.01	29295	58.0	0.23	2.797e-11	p225086 VI_03999	PHANOTATE	CDS	#c9c9c9	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	0069	SGWCKHMI_CDS_0069
SGWCKHMI_CDS_0070	45698	45787	+	GCA_008083745.1_43_141674-221498	-4.851314330017902	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROG	PHANOTATE	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	0070	SGWCKHMI_CDS_0070
SGWCKHMI_CDS_0071	45814	48240	+	GCA_008083745.1_43_141674-221498	-402411513297506.4	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROG	PHANOTATE	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	0071	SGWCKHMI_CDS_0071
SGWCKHMI_CDS_0072	48442	48335	-	GCA_008083745.1_43_141674-221498	-2.4187393833825004	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROG	PHANOTATE	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	0072	SGWCKHMI_CDS_0072
SGWCKHMI_CDS_0073	48663	48466	-	GCA_008083745.1_43_141674-221498	-0.1437507835407072	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROG	PHANOTATE	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	0073	SGWCKHMI_CDS_0073
SGWCKHMI_CDS_0074	49685	48654	-	GCA_008083745.1_43_141674-221498	-160438.37933034656	38714	141.0	1.0	1.033e-43	p185261 VI_11784	PHANOTATE	CDS	#c9c9c9	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	0074	SGWCKHMI_CDS_0074
SGWCKHMI_CDS_0075	50881	49688	-	GCA_008083745.1_43_141674-221498	-4278251.770782418	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROG	PHANOTATE	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	0075	SGWCKHMI_CDS_0075
SGWCKHMI_CDS_0076	50858	50980	+	GCA_008083745.1_43_141674-221498	-0.1538051511812114	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROG	PHANOTATE	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	0076	SGWCKHMI_CDS_0076
SGWCKHMI_CDS_0077	51100	51207	+	GCA_008083745.1_43_141674-221498	-0.1976294513468966	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROG	PHANOTATE	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	0077	SGWCKHMI_CDS_0077
SGWCKHMI_CDS_0078	51321	52589	+	GCA_008083745.1_43_141674-221498	-1770113.3334660449	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROG	PHANOTATE	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	0078	SGWCKHMI_CDS_0078
SGWCKHMI_CDS_0079	52736	53674	+	GCA_008083745.1_43_141674-221498	-333231.77671783656	3736	125.0	0.288	8.544e-34	p409858 VI_02557	PHANOTATE	CDS	#c9c9c9	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	0079	SGWCKHMI_CDS_0079
