gene	start	stop	frame	contig	score	phrog	alnScore	seqIdentity	eVal	top_hit	Method	Region	color	annot	category	vfdb_hit	vfdb_alnScore	vfdb_seqIdentity	vfdb_eVal	vfdb_short_name	vfdb_description	vfdb_species	CARD_hit	CARD_alnScore	CARD_seqIdentity	CARD_eVal	CARD_species	ARO_Accession	CARD_short_name	Protein_Accession	DNA_Accession	AMR_Gene_Family	Drug_Class	Resistance_Mechanism	count	locus_tag
ABGJKBDI_CDS_0022	15587	15988	+	GCA_017426985.1_67_149609-215499	-17708.222384169996	18194	159.0	0.726	8.083e-49	p369236 VI_10813	PHANOTATE	CDS	#c9c9c9	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	0022	ABGJKBDI_CDS_0022
ABGJKBDI_CDS_0023	16049	17014	+	GCA_017426985.1_67_149609-215499	-3636.13484887884	11275	216.0	0.433	5.497e-65	p369235 VI_10813	PHANOTATE	CDS	#c9c9c9	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	0023	ABGJKBDI_CDS_0023
ABGJKBDI_CDS_0024	16990	17124	+	GCA_017426985.1_67_149609-215499	-0.4645440770565803	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROG	PHANOTATE	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	0024	ABGJKBDI_CDS_0024
ABGJKBDI_CDS_0025	17297	17608	+	GCA_017426985.1_67_149609-215499	-46.5880499751612	38046	99.0	1.0	8.183999999999999e-29	p185311 VI_11786	PHANOTATE	CDS	#c9c9c9	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	0025	ABGJKBDI_CDS_0025
ABGJKBDI_CDS_0026	17626	18195	+	GCA_017426985.1_67_149609-215499	-3624.040092307327	315	141.0	0.483	3.8169999999999994e-41	NC_021802_p101	PHANOTATE	CDS	#f35f49	endolysin	lysis	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	0026	ABGJKBDI_CDS_0026
ABGJKBDI_CDS_0027	18205	18363	+	GCA_017426985.1_67_149609-215499	-18.06449273617946	4712	59.0	0.649	2.707e-15	NC_013651_p44	PHANOTATE	CDS	#f35f49	holin	lysis	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	0027	ABGJKBDI_CDS_0027
ABGJKBDI_CDS_0028	18405	18626	+	GCA_017426985.1_67_149609-215499	-20.539858987359544	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROG	PHANOTATE	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	0028	ABGJKBDI_CDS_0028
ABGJKBDI_CDS_0029	18639	18860	+	GCA_017426985.1_67_149609-215499	-57.32419369427623	25098	176.0	1.0	2.3510000000000003e-55	p185315 VI_11786	PHANOTATE	CDS	#c9c9c9	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	0029	ABGJKBDI_CDS_0029
ABGJKBDI_CDS_0030	18863	19441	+	GCA_017426985.1_67_149609-215499	-1781.27779088412	6609	315.0	0.779	6.514e-101	p231837 VI_06592	PHANOTATE	CDS	#c9c9c9	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	0030	ABGJKBDI_CDS_0030
ABGJKBDI_CDS_0031	19453	19713	+	GCA_017426985.1_67_149609-215499	-46.13528698590576	6699	120.0	0.669	2.185e-35	p231838 VI_06592	PHANOTATE	CDS	#c9c9c9	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	0031	ABGJKBDI_CDS_0031
ABGJKBDI_CDS_0032	19719	19868	+	GCA_017426985.1_67_149609-215499	-1.557017859540976	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROG	PHANOTATE	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	0032	ABGJKBDI_CDS_0032
ABGJKBDI_CDS_0033	19831	20835	+	GCA_017426985.1_67_149609-215499	-605079.2265035125	10452	242.0	0.741	4.3e-76	p214738 VI_11622	PHANOTATE	CDS	#c9c9c9	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	0033	ABGJKBDI_CDS_0033
ABGJKBDI_CDS_0034	20898	22103	+	GCA_017426985.1_67_149609-215499	-56519448.0363815	334	516.0	0.652	1.182e-166	p44041 VI_02700	PHANOTATE	CDS	#3e83f6	major head protein	head and packaging	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	0034	ABGJKBDI_CDS_0034
ABGJKBDI_CDS_0035	22118	22498	+	GCA_017426985.1_67_149609-215499	-380.83291585967646	486	154.0	0.612	1.246e-46	p44040 VI_02700	PHANOTATE	CDS	#3e83f6	virion structural protein	head and packaging	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	0035	ABGJKBDI_CDS_0035
ABGJKBDI_CDS_0036	22556	23020	+	GCA_017426985.1_67_149609-215499	-6561.178308979744	482	261.0	0.818	2.898e-83	p422493 VI_01998	PHANOTATE	CDS	#c9c9c9	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	0036	ABGJKBDI_CDS_0036
ABGJKBDI_CDS_0037	23023	23622	+	GCA_017426985.1_67_149609-215499	-5628.131481195026	437	151.0	0.443	2.208e-44	MF042361_p17	PHANOTATE	CDS	#3e83f6	virion structural protein	head and packaging	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	0037	ABGJKBDI_CDS_0037
ABGJKBDI_CDS_0038	23622	24251	+	GCA_017426985.1_67_149609-215499	-16239.6212467973	399	176.0	0.451	2.162e-52	p26986 VI_03058	PHANOTATE	CDS	#3e83f6	structural protein	head and packaging	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	0038	ABGJKBDI_CDS_0038
ABGJKBDI_CDS_0039	24251	26770	+	GCA_017426985.1_67_149609-215499	-125697837672966.2	36330	2054.0	1.0	0.0	p185244 VI_11784	PHANOTATE	CDS	#c9c9c9	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	0039	ABGJKBDI_CDS_0039
ABGJKBDI_CDS_0040	26843	28450	+	GCA_017426985.1_67_149609-215499	-1028580500.3094946	511	221.0	0.319	3.3050000000000003e-63	p395194 VI_01310	PHANOTATE	CDS	#3e83f6	internal virion protein	head and packaging	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	0040	ABGJKBDI_CDS_0040
ABGJKBDI_CDS_0041	28450	30426	+	GCA_017426985.1_67_149609-215499	-1509879329.7204027	496	443.0	0.506	9.565e-140	p281357 VI_09996	PHANOTATE	CDS	#07e9a2	tail fiber protein	tail	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	0041	ABGJKBDI_CDS_0041
ABGJKBDI_CDS_0042	30431	30793	+	GCA_017426985.1_67_149609-215499	-93.2783029805103	35787	304.0	1.0	5.979e-99	p185329 VI_11786	PHANOTATE	CDS	#c9c9c9	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	0042	ABGJKBDI_CDS_0042
ABGJKBDI_CDS_0043	30780	31175	+	GCA_017426985.1_67_149609-215499	-1428.9691444683554	610	181.0	0.773	3.767e-56	p185330 VI_11786	PHANOTATE	CDS	#c9c9c9	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	0043	ABGJKBDI_CDS_0043
ABGJKBDI_CDS_0044	31175	31825	+	GCA_017426985.1_67_149609-215499	-11091.890258151265	611	128.0	0.663	4.387e-37	p37027 VI_01908	PHANOTATE	CDS	#c9c9c9	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	0044	ABGJKBDI_CDS_0044
ABGJKBDI_CDS_0045	31829	32206	+	GCA_017426985.1_67_149609-215499	-727.5723903863014	596	211.0	0.813	1.318e-66	p185332 VI_11786	PHANOTATE	CDS	#c9c9c9	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	0045	ABGJKBDI_CDS_0045
ABGJKBDI_CDS_0046	32209	32481	+	GCA_017426985.1_67_149609-215499	-17.854330308793337	594	130.0	0.703	5.433e-39	p185251 VI_11784	PHANOTATE	CDS	#c9c9c9	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	0046	ABGJKBDI_CDS_0046
ABGJKBDI_CDS_0047	32481	33884	+	GCA_017426985.1_67_149609-215499	-76066467681.24754	601	233.0	0.596	1.623e-70	p280433 VI_07926	PHANOTATE	CDS	#c9c9c9	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	0047	ABGJKBDI_CDS_0047
ABGJKBDI_CDS_0048	35419	33917	-	GCA_017426985.1_67_149609-215499	-24188289.07058928	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROG	PHANOTATE	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	0048	ABGJKBDI_CDS_0048
ABGJKBDI_CDS_0049	36397	35420	-	GCA_017426985.1_67_149609-215499	-436990.0233903746	540	49.0	0.233	5.108e-09	NC_031906_p110	PHANOTATE	CDS	#ffdf59	nucleotide-sugar epimerase	DNA, RNA and nucleotide metabolism	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	0049	ABGJKBDI_CDS_0049
ABGJKBDI_CDS_0050	37212	36436	-	GCA_017426985.1_67_149609-215499	-24517.22875601693	21947	203.0	0.445	2.884e-61	p323111 VI_08887	PHANOTATE	CDS	#c9c9c9	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	0050	ABGJKBDI_CDS_0050
ABGJKBDI_CDS_0051	37844	37212	-	GCA_017426985.1_67_149609-215499	-3767.028517244136	13212	217.0	0.642	1.1649999999999999e-67	p323109 VI_08887	PHANOTATE	CDS	#c9c9c9	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	0051	ABGJKBDI_CDS_0051
ABGJKBDI_CDS_0052	39097	37841	-	GCA_017426985.1_67_149609-215499	-7752699.67580557	19536	546.0	0.663	5.497e-177	FO818745_p19	PHANOTATE	CDS	#c9c9c9	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	0052	ABGJKBDI_CDS_0052
ABGJKBDI_CDS_0053	40005	39100	-	GCA_017426985.1_67_149609-215499	-87284.08705407596	1319	123.0	0.268	1.251e-32	KX349291_p193	PHANOTATE	CDS	#838383	dehydrogenase	other	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	0053	ABGJKBDI_CDS_0053
ABGJKBDI_CDS_0054	40046	40147	+	GCA_017426985.1_67_149609-215499	-0.8853773422910531	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROG	PHANOTATE	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	0054	ABGJKBDI_CDS_0054
ABGJKBDI_CDS_0055	40272	41033	+	GCA_017426985.1_67_149609-215499	-83605.68383286512	14147	237.0	0.501	3.5199999999999995e-73	FO818745_p21	PHANOTATE	CDS	#a861e3	transcriptional regulator	transcription regulation	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	0055	ABGJKBDI_CDS_0055
ABGJKBDI_CDS_0056	41619	41125	-	GCA_017426985.1_67_149609-215499	-1556.2626874987154	28520	104.0	0.678	2.9380000000000003e-30	p185338 VI_11786	PHANOTATE	CDS	#c9c9c9	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	0056	ABGJKBDI_CDS_0056
ABGJKBDI_CDS_0057	42637	41594	-	GCA_017426985.1_67_149609-215499	-21608.95471731009	31266	105.0	0.407	4.322e-28	p323131 VI_08887	PHANOTATE	CDS	#c9c9c9	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	0057	ABGJKBDI_CDS_0057
ABGJKBDI_CDS_0058	42674	42841	+	GCA_017426985.1_67_149609-215499	-2.0921365327821597	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROG	PHANOTATE	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	0058	ABGJKBDI_CDS_0058
ABGJKBDI_CDS_0059	43968	42883	-	GCA_017426985.1_67_149609-215499	-7471.198055652272	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROG	PHANOTATE	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	0059	ABGJKBDI_CDS_0059
ABGJKBDI_CDS_0060	44060	43962	-	GCA_017426985.1_67_149609-215499	-3.750312588449096	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROG	PHANOTATE	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	0060	ABGJKBDI_CDS_0060
ABGJKBDI_CDS_0061	44196	44089	-	GCA_017426985.1_67_149609-215499	-12.103037217152968	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROG	PHANOTATE	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	0061	ABGJKBDI_CDS_0061
ABGJKBDI_CDS_0062	44380	44228	-	GCA_017426985.1_67_149609-215499	-0.2186802656362185	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROG	PHANOTATE	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	0062	ABGJKBDI_CDS_0062
ABGJKBDI_CDS_0063	44344	57069	+	GCA_017426985.1_67_149609-215499	-2.8169420434947317e+82	37568	3331.0	1.0	0.0	p185340 VI_11786	PHANOTATE	CDS	#c9c9c9	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	0063	ABGJKBDI_CDS_0063
ABGJKBDI_CDS_0064	57213	57578	+	GCA_017426985.1_67_149609-215499	-42.20644465143567	33249	295.0	1.0	8.969e-96	p185260 VI_11784	PHANOTATE	CDS	#c9c9c9	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	0064	ABGJKBDI_CDS_0064
ABGJKBDI_CDS_0065	57733	57900	+	GCA_017426985.1_67_149609-215499	-16.550026387325783	38714	150.0	1.0	1.107e-46	p185261 VI_11784	PHANOTATE	CDS	#c9c9c9	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	0065	ABGJKBDI_CDS_0065
ABGJKBDI_CDS_0066	57891	58088	+	GCA_017426985.1_67_149609-215499	-0.286215257945731	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROG	PHANOTATE	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	0066	ABGJKBDI_CDS_0066
ABGJKBDI_CDS_0067	58090	58194	+	GCA_017426985.1_67_149609-215499	-1.374252115812948	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROG	PHANOTATE	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	0067	ABGJKBDI_CDS_0067
ABGJKBDI_CDS_0068	58354	58184	-	GCA_017426985.1_67_149609-215499	-8.799689573711134	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROG	PHANOTATE	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	0068	ABGJKBDI_CDS_0068
ABGJKBDI_CDS_0069	58427	59290	+	GCA_017426985.1_67_149609-215499	-47508.88792480448	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROG	PHANOTATE	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	0069	ABGJKBDI_CDS_0069
ABGJKBDI_CDS_0070	59441	60001	+	GCA_017426985.1_67_149609-215499	-373.73181030217	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROG	PHANOTATE	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	0070	ABGJKBDI_CDS_0070
ABGJKBDI_CDS_0071	59994	61196	+	GCA_017426985.1_67_149609-215499	-904821.05131898	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROG	PHANOTATE	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	0071	ABGJKBDI_CDS_0071
ABGJKBDI_CDS_0072	61292	62317	+	GCA_017426985.1_67_149609-215499	-2383584.623676279	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROG	PHANOTATE	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	0072	ABGJKBDI_CDS_0072
ABGJKBDI_CDS_0073	62415	63212	+	GCA_017426985.1_67_149609-215499	-4555.294996065072	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROG	PHANOTATE	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	0073	ABGJKBDI_CDS_0073
ABGJKBDI_CDS_0074	63292	63969	+	GCA_017426985.1_67_149609-215499	-116331.71754276518	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROG	PHANOTATE	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	0074	ABGJKBDI_CDS_0074
ABGJKBDI_CDS_0075	64056	64178	+	GCA_017426985.1_67_149609-215499	-0.2478926530116991	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROG	PHANOTATE	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	0075	ABGJKBDI_CDS_0075
ABGJKBDI_CDS_0076	64334	64483	+	GCA_017426985.1_67_149609-215499	-20.26218415950468	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROG	PHANOTATE	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	0076	ABGJKBDI_CDS_0076
ABGJKBDI_CDS_0077	64539	64700	+	GCA_017426985.1_67_149609-215499	-10.647912829138653	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROG	PHANOTATE	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	0077	ABGJKBDI_CDS_0077
ABGJKBDI_CDS_0078	64935	65891	+	GCA_017426985.1_67_149609-215499	-1882401.1086291897	8463	85.0	0.317	4.9090000000000006e-20	p48850 VI_03932	PHANOTATE	CDS	#fea328	transposase	integration and excision	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	0078	ABGJKBDI_CDS_0078
